id	ordinal	section	subsection	item_type	register	source_display	source_jyutping	source_english	source_morpheme_gloss	source_hash	classification	canonical_lexicon_owners	canonical_pronunciation_owners	canonical_parser_owner_candidates	exact_project_match_paths	source_discrepancies_json	review_state
GLOSSIKA-YUEHK-A1-W18-20260719-I056	56	vocabulary_and_situations	temporal_lexicon	lexical_entry		之後	zi1 hau6	afterwards		sha256:b5d78766c7c31fd2c17d5069b9fe6d239f282d141ccdffa10d75c238dbb437ef	existing_runtime_entry	src/runtime-resources/lexicon/token-lexicon/verbs.js				[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I057	57	vocabulary_and_situations	temporal_lexicon	lexical_entry		半夜	bun3 je6	midnight		sha256:9b136c543b43f3141b60dabe1a2a21e4f7b659d7c936fa47c3d33fd7663aeab1	new_attestation					[{"type":"translation_collision","status":"source_only","note":"Both source entries are glossed midnight; lexical and register distinctions require review."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I058	58	vocabulary_and_situations	temporal_lexicon	lexical_entry		中午	zung1 ng5	noon		sha256:794ef68fb23efd88f7c08d32db3ad773c72f140eb6f59ffc41c038c3e47cc40f	new_attestation					[{"type":"translation_collision","status":"source_only","note":"Both source entries are glossed noon; lexical and register distinctions require review."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I059	59	vocabulary_and_situations	temporal_lexicon	lexical_entry		刹那	saat3 naa5	moment		sha256:110a146c1e62d32e9ea1ba9a5cbd5f278a287160ba6db7bfc089e0b445a28bd0	new_attestation					[{"type":"register_or_a1_appropriateness","status":"requires_external_review","note":"Source form may be formal, written, literary, or unusually advanced for ordinary A1 conversation."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I060	60	vocabulary_and_situations	temporal_lexicon	lexical_entry		日程	jat6 cing4	schedule		sha256:392008ea942fcca32491cfb6220158bffa95590251d3811f8464803bae418111	new_attestation					[{"type":"register_or_a1_appropriateness","status":"requires_external_review","note":"Source form may be formal, written, literary, or unusually advanced for ordinary A1 conversation."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I061	61	vocabulary_and_situations	temporal_lexicon	lexical_entry		截止日期	zit6 zi2 jat6 kei4	deadline		sha256:4f2394c457aa7a3346f4537bc7653d3d69f00b7657acb8495bc1b3600e138e0f	new_attestation					[{"type":"register_or_a1_appropriateness","status":"requires_external_review","note":"Source form may be formal, written, literary, or unusually advanced for ordinary A1 conversation."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I062	62	vocabulary_and_situations	numbers	lexical_entry		一億	jat1 jik1	100 million		sha256:a59b10193225874e0dc5564ae10d1a527c9b48ee3c61c26777658efc58d84aae	existing_runtime_entry	src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js				[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I063	63	vocabulary_and_situations	numbers	lexical_entry		二億	ji6 jik1	200 million		sha256:127d587743add4d7755f44510cd05804303559bad76e10250718f465b34a5eab	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I064	64	vocabulary_and_situations	numbers	lexical_entry		三億	saam1 jik1	300 million		sha256:aabf164eb1e30f9b4473f9da0dc05ee8de90c5a075bdef3d5b7d1e07fb0f80f0	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I065	65	vocabulary_and_situations	numbers	lexical_entry		四億	sei3 jik1	400 million		sha256:6a76651c84d51c64bb0e159dd5fb87ce706e39ab88051198bdadc3caa9311a4c	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I066	66	vocabulary_and_situations	numbers	lexical_entry		五億	ng5 jik1	500 million		sha256:73c75aa40c32c3670c78a6c4b62e620d92c0214e47a25b0880e6b6bed765a895	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I067	67	vocabulary_and_situations	numbers	lexical_entry		六億	luk6 jik1	600 million		sha256:583dfb85cf852f725d017342c52b121651ae656131dd18ba7fd1bc2f01adcb59	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I068	68	vocabulary_and_situations	numbers	lexical_entry		七億	cat1 jik1	700 million		sha256:81407db83935e955ec14a5fce61f9448ef76a5304c20409bc428d4186d731483	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I069	69	vocabulary_and_situations	numbers	lexical_entry		八億	baat3 jik1	800 million		sha256:df3486adcbb7a093177f14001060cc4373f33642697b7f01cc6467b392f3d021	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I070	70	vocabulary_and_situations	numbers	lexical_entry		九億	gau2 jik1	900 million		sha256:f42371d86f4c4c6cc9d349d3242cb378cc26801fd1a77a04745675c7e67be3b2	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I071	71	vocabulary_and_situations	numbers	lexical_entry		十億	sap6 jik1	1 billion		sha256:53f5dba550e0f160915b1c92e1b2552d241905d2cf405c7712e9f2e99c20170c	compositional_numeral					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I072	72	vocabulary_and_situations	situation_patterns	sentence	casual	你食咗飯未？	nei5 sik6 zo2 faan6 mei6?	Have you eaten?	you eat PFV rice not.yet	sha256:01057493531902e4e0644a8b9e5e89174dba71b4f5d14303731c202678906196	exact_duplicate			src/parser/detectors/aspect/composition.js|src/parser/detectors/aspect/postverbal-zo.js|src/parser/detectors/aspect/potential-result.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js	docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|tests/constructions/CompletionQuestion.json|tests/constructions/PostverbalZoPerfectiveVP.json|tests/fixtures/regression-snapshots.json	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I073	73	vocabulary_and_situations	situation_patterns	sentence	standard	我想飲杯嘢。	ngo5 soeng2 jam2 bui1 je5.	I'd like a drink.	I want drink CL thing	sha256:c15b929ec6a7515a2991503bc0fb814ffc91571c52c3f0c192285e28f2ce67cd	new_attestation			src/parser/detectors/modality/intention-preference.js|src/parser/detectors/modality/modal-predicates.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I074	74	vocabulary_and_situations	situation_patterns	sentence	casual	你聽日去邊度？	nei5 ting1 jat6 heoi3 bin1 dou6?	Where are you going tomorrow?	you tomorrow go where	sha256:67103e697f816b57f39f113cb07e011691c7db85fc5d9351411d2c99112322f5	new_attestation			src/parser/clause-relations/conditional.js|src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/parser/clause-relations/punctuation.js|src/parser/detectors/coverbs/frames.js|src/parser/detectors/motion/directional.js|src/parser/detectors/motion/ordering-review.js|src/parser/detectors/motion/path-goal-source.js|src/parser/detectors/motion/purpose-chains.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I075	75	vocabulary_and_situations	situation_patterns	sentence	casual	我要返屋企煮飯。	ngo5 jiu3 faan1 uk1 kei2 zyu2 faan6.	I need to go home and cook.	I must return home cook rice	sha256:c1c7fdb86a07645f9292e46820fdafea8237bd8efde4eb506cca268f0602831c	new_attestation			src/parser/clause-relations/conditional.js|src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/parser/clause-relations/punctuation.js|src/parser/detectors/coverbs/frames.js|src/parser/detectors/modality/intention-preference.js|src/parser/detectors/modality/modal-predicates.js|src/parser/detectors/motion/directional.js|src/parser/detectors/motion/ordering-review.js|src/parser/detectors/motion/path-goal-source.js|src/parser/detectors/motion/purpose-chains.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I076	76	vocabulary_and_situations	mini_dialog	dialog_turn	casual	你今日做咩？	nei5 gam1 jat6 zou6 me1?	What are you doing today?	you today do what	sha256:f273b43ee379a6ea60ad68db6cd13e7dc7fd899928d079a61102b0deabcba94d	new_attestation					[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I077	77	vocabulary_and_situations	mini_dialog	dialog_turn	casual	我去超市買嘢。你呢？	ngo5 heoi3 ciu1 si5 maai5 je5. nei5 ne1?	I'm going to the supermarket. You?	I go supermarket buy things you SFP	sha256:8e421caf74babeb88f2de365a896f938e88612b04451eb873eafcaf8d6a1bde8	new_attestation			src/parser/clause-relations/conditional.js|src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/parser/clause-relations/punctuation.js|src/parser/detectors/coverbs/frames.js|src/parser/detectors/motion/directional.js|src/parser/detectors/motion/ordering-review.js|src/parser/detectors/motion/path-goal-source.js|src/parser/detectors/motion/purpose-chains.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I078	78	vocabulary_and_situations	mini_dialog	dialog_turn	casual	我留喺屋企睇電視。	ngo5 lau4 hai2 uk1 kei2 tai2 din6 si6.	I'm staying home watching TV.	I stay at home watch television	sha256:954b77d26ec327b1931b5fbe9a9482d38756ae7e971e85445fc2b1bbdf08d713	new_attestation			src/parser/detectors/coverbs/frames.js|src/parser/detectors/existential/clauses.js|src/parser/detectors/existential/spatial.js|src/parser/detectors/predicates/basic.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I079	79	vocabulary_and_situations	mini_dialog	dialog_turn	casual	咁我幫你買嘢返嚟啦。	gam2 ngo5 bong1 nei5 maai5 je5 faan1 lai4 laa1.	Then I'll buy things for you on my way back.	then I help you buy things return come SFP	sha256:8e92bc5ab117ed2b91a0b818ce4cb08222dc39ff508d05afaf5231c3034eff9e	new_attestation			src/parser/clause-relations/conditional.js|src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/parser/clause-relations/punctuation.js|src/parser/detectors/coverbs/frames.js|src/parser/detectors/motion/directional.js|src/parser/detectors/motion/ordering-review.js|src/parser/detectors/motion/path-goal-source.js|src/parser/detectors/motion/purpose-chains.js|src/parser/detectors/transfer/legacy-recipient.js|src/parser/detectors/transfer/lexical-give.js|src/parser/detectors/transfer/passive-permissive.js|src/parser/detectors/transfer/post-theme.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I080	80	grammar_patterns	sentence_final_particles	grammar_entry		呀	aa3	softener; general		sha256:5801370d9825e6f48342c921d2d438cc7fa4f823ec15af0f23c1308651a03ad6	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	src/runtime-resources/pronunciation/jyutping-review-expectations.js	src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I081	81	grammar_patterns	sentence_final_particles	grammar_entry		啦	laa1	persuasion; suggestion		sha256:77853cc3595205a6e629d337b08074017758a424ff668ccf70e874240468fac9	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	src/runtime-resources/pronunciation/jyutping-review-expectations.js	src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I082	82	grammar_patterns	sentence_final_particles	grammar_entry		喇	laa3	change of state (like 了)		sha256:e1c67423fe209f971f4c365107ca290085367d2aefef28e723e9c3251aa3cfdd	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	src/runtime-resources/pronunciation/jyutping-review-expectations.js	src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I083	83	grammar_patterns	sentence_final_particles	grammar_entry		㗎	gaa3	emphasis; assertion		sha256:9ee3e544d86576337f7b359af2d2fed7eb6b39bc7fd1f9c17ba19e8c40e97178	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I084	84	grammar_patterns	sentence_final_particles	grammar_entry		嘅	ge3	nominalizer; emphasis		sha256:fdcf7334da493cb38898c1f03e9ad7a13e34803325d6d3f43e35ac3663b4f4b1	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."},{"type":"source_category_simplification","status":"requires_external_review","note":"The source places 嘅 in the sentence-final-particle table while glossing nominalizer; syntactic uses must remain distinguished."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I085	85	grammar_patterns	sentence_final_particles	grammar_entry		嘛	maa3	"obviously"		sha256:0436fbaf1ff3031cc98b879e28e9507e2bfec2a9adbf3b2dafa1f19532db041f	new_attestation			src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I086	86	grammar_patterns	sentence_final_particles	grammar_entry		喎	wo3	surprise		sha256:37d42f7709ca6158d94ec3cbba03a979d97bb939ec6e6a475c45772aeae25c94	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I087	87	grammar_patterns	sentence_final_particles	grammar_entry		噃	bo3	warning		sha256:0f0fea31152ca63df7fd8a6c2a694f851d690dc4736e87c3bf608f81d23f1bfc	partial_match	src/runtime-resources/lexicon/token-lexicon/study-suite.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I088	88	grammar_patterns	sentence_final_particles	grammar_entry		咩	me1	rhetorical question		sha256:ef7ea56ea95837f9c139ae3a360d11cf73f5b0bdd34e271688dee98dc3d7fe59	partial_match	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."},{"type":"question_force_simplification","status":"requires_external_review","note":"Rhetorical question is not a complete account of me1 uses."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I089	89	grammar_patterns	sentence_final_particles	grammar_entry		囉	lo1	resignation		sha256:7b9b3daf6e1e59012d54540447f4583ffe93a2f7d96e705a7decbee209071763	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I090	90	grammar_patterns	sentence_final_particles	grammar_entry		啩	gwaa3	guess; uncertainty		sha256:39c18fdb4a94661578530ff6f19899e19de775297e5bf8bf93f66c2819f79298	partial_match	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js		src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[{"type":"particle_function_simplification","status":"route_to_issue_128","note":"The source assigns one short function to a multifunctional particle; tone, clause type, discourse force, and cluster behavior remain separate."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I091	91	grammar_patterns	particle_examples	sentence	standard	今日好熱呀！	gam1 jat6 hou2 jit6 aa3!	It's very hot today!	today very hot SFP	sha256:816a99059a2fc19a0eda7f88580c0116d72faa11d960e7d71f9e2971a4a8cdad	new_attestation			src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I092	92	grammar_patterns	particle_examples	sentence	standard	你快啲去啦！	nei5 faai3 di1 heoi3 laa1!	Go quickly!	you quick a.bit go SFP	sha256:14b83938467f35ee4fdb86d797ab990572a05575e3e44f06eaab24b1f8eef47d	new_attestation			src/parser/clause-relations/conditional.js|src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/parser/clause-relations/punctuation.js|src/parser/detectors/coverbs/frames.js|src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/motion/directional.js|src/parser/detectors/motion/ordering-review.js|src/parser/detectors/motion/path-goal-source.js|src/parser/detectors/motion/purpose-chains.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I093	93	grammar_patterns	particle_examples	sentence	standard	我做完功課喇。	ngo5 zou6 jyun4 gung1 fo3 laa3	I've finished my homework.	I do finish homework SFP	sha256:9b2867d7edba74834ec2441c7b4dd7873b01a682c733d35ff99342f4491c54cb	new_attestation			src/parser/detectors/discourse/formula-responses.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/discourse/protected-formulas.js|src/parser/detectors/questions/a-not-a.js|src/parser/detectors/questions/completion-experiential.js|src/parser/detectors/questions/wh-scalar.js|src/parser/terminal/particles/discourse.js|src/parser/terminal/particles/focus.js|src/parser/terminal/particles/ordered-cluster.js|src/parser/terminal/questions/final-particles.js|src/parser/terminal/questions/question-fallbacks.js		[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I094	94	phonics_drill	oe_vs_eo	phonics_pair		上|信	soeng6|seon3	above; to go up|letter; trust		sha256:16476df3e4e34063e5dc2202f4eafd7e6a37f2ceff5d73774a1b561e9ad0442e	partial_match	src/runtime-resources/lexicon/token-lexicon/places-and-times.js|src/runtime-resources/lexicon/token-lexicon/verbs.js	src/runtime-resources/pronunciation/jyutping-review-expectations.js			[{"type":"pronunciation_material","status":"requires_independent_verification","note":"IPA, Jyutping, tones, lexical choices, glosses, and contrast membership remain provisional."},{"type":"phonics_heading_scope","status":"requires_independent_verification","note":"This row does not transparently instantiate the stated /œː/ versus /ɵ/ contrast."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I095	95	phonics_drill	oe_vs_eo	phonics_pair		窗|春	coeng1|ceon1	window|spring (season)		sha256:f08e58de4a262b933e7e6358379fef40942efbda6dc9f4deecc8837038ca9246	new_attestation					[{"type":"pronunciation_material","status":"requires_independent_verification","note":"IPA, Jyutping, tones, lexical choices, glosses, and contrast membership remain provisional."},{"type":"phonics_heading_scope","status":"requires_independent_verification","note":"This row does not transparently instantiate the stated /œː/ versus /ɵ/ contrast."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I096	96	phonics_drill	oe_vs_eo	phonics_pair		量|輪	loeng4|leon4	amount; to measure|wheel; turn		sha256:2a61930a5c23a5a6506e3ca93666aeef1cacea47786a3b672b6f5dbe57dbbbe2	new_attestation					[{"type":"pronunciation_material","status":"requires_independent_verification","note":"IPA, Jyutping, tones, lexical choices, glosses, and contrast membership remain provisional."},{"type":"phonics_heading_scope","status":"requires_independent_verification","note":"This row does not transparently instantiate the stated /œː/ versus /ɵ/ contrast."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W18-20260719-I097	97	phonics_drill	oe_vs_eo	phonics_pair		香|—	hoeng1|—	fragrant; Hong Kong (香港)|—		sha256:7a13a45f6cad2b7ac44cad022f1d3c555ad6d5d0021b8c4ce9ee7048e818b4e8	source_incomplete					[{"type":"pronunciation_material","status":"requires_independent_verification","note":"IPA, Jyutping, tones, lexical choices, glosses, and contrast membership remain provisional."},{"type":"incomplete_phonics_pair","status":"source_incomplete","note":"The B-side word, Jyutping, gloss, and IPA are absent in the source."},{"type":"phonics_heading_scope","status":"requires_independent_verification","note":"This row does not transparently instantiate the stated /œː/ versus /ɵ/ contrast."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
