packet_id	candidate_id	selection_strata	source_file	turn_index_zero_based	token_index_zero_based	matched_form	nominal_start_form	later_predicate_form	text	previous_text	next_text	expert_class	profile_disposition	span_recommendation	decision_confidence	decision_reason	source_limit_or_note
AA56-R1-048	aa56-45ff05abb06a20672ec9	all_initial_indefinite_np_plus_predicate	FC-018_v.cha	22	0	有	種	清涼	有種即係清涼個感覺.	係啊.	係咩?	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-049	aa56-136bd24a79d10cdd3654	overt_place_domain_control	FC-018_v.cha	33	21	有	外國		噉啲風景都好靚,有好多嗰啲國內嘅旅遊客啊,有啲香港遊客啊,有外國遊客啊噉樣囖.	哦.	嗯.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-050	aa56-4f170f3c88d4d1f49f46	repair_control	FC-018_v.cha	52	1	有	香港	放假	邊有-香港都未曾放假喇.	通-嗰陣時啊冚唪唥都退休人士吖.	啲人都未放假喇,啲學生-後生仔.	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
AA56-R1-051	aa56-3356d66b7cfa567a4003	post_np_locative_coda_control	FC-018_v.cha	146	4	冇	嗰啲	喺度	哦,即係周圍冇嗰啲橫額喺度呀?	都唔覺得好熱鬧啊.	"橫額就冇,淨係有少少,誒,即係嗰啲國旗啊,誒,特區個徽章啊,誒,""熱烈慶祝回歸""噉樣喇,係噉寫哩啲噉嘅嘢囖."	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-052	aa56-1602ac8136e832ad8e6a	predicate_less_initial_control	FC-018_v.cha	158	0	冇	乜		冇乜特別.	即係冇乜特別,返到去.	哦.	negative_property_or_discourse_absence	exclude_as_property_or_discourse_profile	冇 + property/discourse nominal or proform	high	The row expresses absence of a property, change, feature, or discourse referent; any later predicate is not linked to an introduced nominal.	Negative spelling alone cannot donate positive presentational evidence.
AA56-R1-053	aa56-dd51e90320484c7b0591	explicit_subject_or_possessor_control	FC-019_v.cha	73	9	冇	一	特定	"即係我""""其實,我心目中又冇一個,即係,特定嘅,即係style噉樣喇."	嗯.	但係我去到嘅時候我唔知剪短,噉佢會問你想點樣剪短喇.	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-054	aa56-4aae0650786a4293a193	wh_or_embedded_complement_control	FC-019_v.cha	85	12	冇	乜		即係但係如果長呢-我覺得都係,即係冇乜變化啊.	係囖,係囖,係囖.	冇乜變化.	negative_property_or_discourse_absence	exclude_as_property_or_discourse_profile	冇 + property/discourse nominal or proform	high	The row expresses absence of a property, change, feature, or discourse referent; any later predicate is not linked to an introduced nominal.	Negative spelling alone cannot donate positive presentational evidence.
AA56-R1-055	aa56-3b11966d0b09ada82ea8	predicate_less_initial_control	FC-019_v.cha	86	0	冇	乜		冇乜變化.	即係但係如果長呢-我覺得都係,即係冇乜變化啊.	係嘞,係嘞,係嘞.	negative_property_or_discourse_absence	exclude_as_property_or_discourse_profile	冇 + property/discourse nominal or proform	high	The row expresses absence of a property, change, feature, or discourse referent; any later predicate is not linked to an introduced nominal.	Negative spelling alone cannot donate positive presentational evidence.
AA56-R1-056	aa56-5fc30c10624325ab69eb	repair_control	FC-019_v.cha	111	13	有	劉海	剪	哎,我以前試過剪碎陰啊,但係係有-劉海噉樣嘅剪碎蔭,重好肉酸囖.	喀,喀喀喀.	更加細個啊個樣.	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
AA56-R1-057	aa56-415a410addf0795ed783	overt_place_domain_control	FC-020_v.cha	43	13	有	消息		"""噉樣,佢話""你其他啲學校都重係有消息噉𠺢嗎."	做住一年先都好喇.	"""噉我咪話,""噉呀?"	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-058	aa56-c58b868261d095501b07	repair_control	FC-020_v.cha	56	25	有	機會	揾	"跟住我話""誒,啊!但係你嘅資料就會即係留低喇,噉睇下第日會唔會有機會揾你讀-揾你幫手噉樣."	喀,喀,喀.	嗯.	lexicalized_or_fixed_expression	exclude_or_lexically_quarantine	fixed 有／冇 expression	high	The matched sequence is a conventional modal, reason, discourse, or evaluative expression whose meaning and syntax are not a productive introduced-NP predication.	Requires lexical or construction-specific handling before parser promotion.
AA56-R1-059	aa56-e3effad208429fa00a76	wh_or_embedded_complement_control	FC-020_v.cha	101	9	有	乜	揾	噉呢,都係-即係都係有乜就揾乜噉樣喇.	哦.	喀,喀,喀,喀.	existential_interrogative_or_complement	separate_existential_complement_profile	matrix or embedded existential/wh complement, not a simple asserted participant introduction	medium	The 有 phrase is interrogative, free-choice, or selected as a complement of another predicate; its internal nominal-predicate relation is not the ordinary asserted AA56 profile.	May share existential semantics, but question force and embedding must remain overt rather than donated to AA56.
AA56-R1-060	aa56-9d25bb4fd794d1f5382b	explicit_subject_or_possessor_control	FC-020_v.cha	116	5	冇	乜	冇	噉,即係我都冇乜,ei1,我都冇乜啲-即係乜嘢目標噉-噉樣揾嘅,即係揾到乜嘢就揾乜嘢喇.	喀,喀,喀.	喀.	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-061	aa56-855ca5c4e55f1e696558	all_human_plus_predicate	FC-020_v.cha	517	24	有	人	去	"噉呢佢就話,誒,應-因為哩一兩日-佢話哩一兩日都重有人去interview嘅,噉佢話-噉就-誒,同埋""我哋都要計下分噉樣喎."	喀,喀,喀.	"""噉呢佢就話計完晒啲分之後呢,噉如果你係高過人哋呢,佢話噉你就有得secondinterview噉樣囖."	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-062	aa56-b6b8194c8c4187a528b0	repair_control	FC-022a_v.cha	2	7	有	一		誒,每年-即係每年都有一次嗰個書展囖.	誒,乜嘢書展呢?	你知唔知道𡃉?	temporal_or_conditional_have	exclude_as_temporal_or_conditional_structure	有 + time/event/condition nominal + independent clause	high	The nominal supplies a time, occasion, duration, or condition for the following clause rather than serving as its introduced participant subject.	Do not reinterpret temporal adjunct structure as AA56 merely because a later predicate exists.
AA56-R1-063	aa56-fbef4911fceea348482f	overt_place_domain_control	FC-022a_v.cha	42	30	有	個		噉呢,但係呢佢-我會覺得呢,舊版呢就有一個係譬如講地名嘅,後-最尾嗰度有個index噉樣𠺢嗎.	係.	係appendix.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-064	aa56-35ed32f2b95ac13ac4e5	explicit_subject_or_possessor_control	FC-022a_v.cha	67	3	冇	乜	聽	誒,我冇乜點聽過.	我諗你應該有用𡃉.	"誒,陸谷孫嗰本呢就係叫做""英漢大辭典""."	event_negation_or_minimizer	exclude_as_clausal_event_negation	subject/context + 冇乜/冇 + event predicate	high	The visible material minimizes or negates an event/frequency profile, not existence of an introduced NP.	Law's clausal 冇 boundary and the overt event predicate prevent a token-only existential analysis.
AA56-R1-065	aa56-6c7587498b455e8c7ab4	explicit_subject_or_possessor_control	FC-022b_v.cha	36	4	有	一啲	係	噉佢就係有一啲字呢,或者係深啲嘅名詞,或者係,誒,中國大陸嘅用語呢,係冇收到落去嘅.	係啊.	喀.	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-066	aa56-d1cbb9053c370d1e7df2	post_np_locative_coda_control	FC-022b_v.cha	206	1	有	個	喺度	係有個分別喺度𡃉喎.	係.	分別喺邊呢?	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	Subjectless 係有 introduces 個分別 and 喺度 is a locative/existential predicate; this is compatible with a locative subtype but does not justify making locative codas mandatory.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-067	aa56-4c576512361871028551	predicate_less_initial_control	FC-022b_v.cha	212	0	冇	例子		冇例子啊,基本上.	即係話佢𠻺好少例子.	係直程冇例子.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-068	aa56-ab9bd76cacaef05d9800	all_initial_indefinite_np_plus_predicate	FC-022b_v.cha	214	0	有	啲	好	有啲好啲嘅可能會有一句噉樣喇.	係直程冇例子.	係.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-069	aa56-a0a558d7520e14b1042f	all_initial_indefinite_np_plus_predicate	FC-025_v.cha	45	0	有	個	係	有個肥仔又係我哋班𡃉.	唔係肥豪,肥豪我實認得喇.	唔係好記得.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-070	aa56-8aad1b1b0a6609ac5793	all_initial_indefinite_np_plus_predicate	FC-025_v.cha	49	0	有	幾	肥	有幾肥啊?	係啊.	都幾肥吓𡃉.	wh_degree_or_quantity	exclude_as_measure_or_quantity_question	有幾/有幾多 or other measure-question material	high	The matched sequence belongs to degree, quantity, or measure interrogation rather than existential participant introduction.	POS ambiguity around 幾 and classifiers is a mechanical retrieval boundary only.
AA56-R1-071	aa56-584c80d163bf7c12d27c	explicit_subject_or_possessor_control	FC-025_v.cha	69	18	有	五		喂數一數呢,我又發覺原來我哋班嘅都有成連埋我有五個人喎竟然.	艾爾頓嗰陣時佢乜嘢𠸏.	唏,缺少咗南哥就爭啲嘅.	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-072	aa56-d6851f43990498497ceb	wh_or_embedded_complement_control	FC-025_v.cha	81	1	有	躉		即係有躉office噉呀?	但係乜嘢貨櫃碼頭?	係啊.	wh_degree_or_quantity	exclude_as_measure_or_quantity_question	有幾/有幾多 or other measure-question material	high	The matched sequence belongs to degree, quantity, or measure interrogation rather than existential participant introduction.	POS ambiguity around 幾 and classifiers is a mechanical retrieval boundary only.
AA56-R1-073	aa56-f960fcff7b7782876045	predicate_less_initial_control	FC-025_v.cha	93	0	有	幾		有幾間唔同嘅公司.	MTL啊噉樣.	幾間公司.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-074	aa56-cbc0a33cd1d9ab680991	overt_place_domain_control	FC-025_v.cha	189	3	冇	電話		因為嗰度又冇電話.	直至到你哋call我,我先發覺到原來啲時間已經係十二點鐘嚹.	你知喺人公司,同埋揾唔到電話,好難揾電話𡃉.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-075	aa56-cd559174e68be7cb7031	all_human_plus_predicate	FC-025_v.cha	628	4	有	人	𠝹手	你唔係見到有人喺街𠝹手咁邪啞?	你講起女仔.	肚餓.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-076	aa56-ac826f135db8b89f13b7	wh_or_embedded_complement_control	FC-026_v2.cha	67	6	有	幾多		但係你間公司幾-有幾多人啊?	哎,我都覺得幾搞嘢.	幾大規模啊?	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-077	aa56-ddf1bbf431c1da37ea47	overt_place_domain_control	FC-026_v2.cha	69	7	有	七十幾		其實total來講喺香港就有七十幾人喇.	幾大規模啊?	嘩噉都好大喎.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-078	aa56-3fbe0008b75315f7a055	predicate_less_initial_control	FC-026_v2.cha	187	0	冇	理由		冇理由喎.	嗰陣時你知喇冇乜錢,過去都純粹係睇嘢囖.	但係就買嘢都會買嘢,但係當然冇-冇人-冇阿餅咁有錢買咁多嘢喇.	lexicalized_or_fixed_expression	exclude_or_lexically_quarantine	fixed 有／冇 expression	high	The matched sequence is a conventional modal, reason, discourse, or evaluative expression whose meaning and syntax are not a productive introduced-NP predication.	Requires lexical or construction-specific handling before parser promotion.
AA56-R1-079	aa56-5e3ef3cbf19d3cb8b9d3	all_human_plus_predicate	FC-026_v2.cha	188	13	冇	人	冇	但係就買嘢都會買嘢,但係當然冇-冇人-冇阿餅咁有錢買咁多嘢喇.	冇理由喎.	係呀?	repair_or_unusable	exclude_from_productive_evidence	retain overt repair tokens; assign no normalized AA56 span	high	A false start, repetition, truncation, or restart prevents one stable overt construction span from being assigned safely.	The underlying continuation may be grammatical, but repaired corpus material cannot establish the productive boundary by itself.
AA56-R1-080	aa56-472e12111ac9aa720df4	post_np_locative_coda_control	FC-026_v2.cha	283	12	有	廠	有	哦,即係其實你哋係哩間公司就喺香港有廠,喺大陸又有廠噉呀?	噉變咗嗰邊其實都唔係話咁多人講國語囖.	唔係.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-081	aa56-d4e16aff62f0ff7023e6	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-027_v2.cha	70	0	冇	人	嗌	冇人嗌咪唔嗌囖.	嗯.	但沙律係必備𡃉喎.	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-082	aa56-0b7b419c7ecc4f80c330	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-027_v2.cha	105	0	有	人	double	有人doubleE喇總之就.	唔知啊.	哦即係唔讀Engin呀?	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-083	aa56-83f7c30ac005d7bcd1b1	predicate_less_initial_control	FC-027_v2.cha	133	0	有	Account		有Account.	有.	係咩?	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-084	aa56-4305fe3b997cd5b82971	all_human_plus_predicate	FC-027_v2.cha	202	3	冇	人	揀	我哋學校都冇人揀嗰啲𡃉喇.	噉好驚𠺢嗎令人會.	哦你哋幾時揀𡃉Jupas?	negative_human_quantificational_clause	separate_negative_quantificational_sibling	冇人 + predicate ('nobody/no one predicates')	high	冇人 supplies a negative human quantifier or negative existential subject and the following predicate states what no person does or is.	The sources inspected do not establish this as the morphological negative of positive participant-introducing AA56; keep the asymmetry explicit.
AA56-R1-085	aa56-369b772019bb3d066354	all_initial_indefinite_np_plus_predicate	FC-027_v2.cha	238	0	有	啲	夠	有啲B都夠𡃉嚹喎.	我有啲B就算𡃉嚹.	BBCC已經可以𡃉嚹.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-086	aa56-8d65e70d6273eea6f6ec	all_human_plus_predicate	FC-027_v2.cha	294	1	有	人	讀	但係有人讀四科𡃉咋喎我見到.	報六科.	係呀.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-087	aa56-a7f8774daec701b5ef5a	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	FC-027_v2.cha	334	0	有	人	攞	有人一心攞A𡃉咩?	一心攞A.	嘩你理科班唔攞A呢真係有啲問題.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-088	aa56-d18ce6d4cd6c36c2290c	overt_place_domain_control	FC-027_v2.cha	417	4	有	啲		你間學校係有啲辦法嘅.	噉都幾好.	辦乜嘢法吖.	aa55_possession_or_subject_have	exclude_from_aa56_and_route_to_aa55_or_subject_predication	overt subject/possessor + 有／冇 + possessed or associated nominal	high	An overt possessor, experiencer, institution, or affected subject precedes 有／冇, so the nominal is possessed, associated, or predicated of that subject rather than introduced subjectlessly.	Directly contrasts with Lam, Lau, and Lee's subjectless existential-marker analysis.
AA56-R1-089	aa56-4fae48e4972a5833281c	predicate_less_initial_control	FC-028_v2.cha	77	0	有	郭		有郭富城呀?	係啊.	郭富城最易請吖嗎.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-090	aa56-3648339139fd6199a2c8	overt_place_domain_control	FC-028_v2.cha	159	28	有	事	會	"即係大家都唔知佢去邊𡃉喇,打電話call佢,佢又話自己,乜嘢""我而家唔喺香港,有事我會盡快覆你."	喀.	喀.	temporal_or_conditional_have	exclude_as_temporal_or_conditional_structure	有 + time/event/condition nominal + independent clause	high	The nominal supplies a time, occasion, duration, or condition for the following clause rather than serving as its introduced participant subject.	Do not reinterpret temporal adjunct structure as AA56 merely because a later predicate exists.
AA56-R1-091	aa56-9bd0cea4256ff5ebb22c	all_human_plus_predicate	FC-029_v.cha	30	2	有	人	有	323,有人有喇嗎,323唔好啊,上次睇嗰架323啊,有啲𤓓味啊.	323好啊.	咦,你講過喇,嗰架係你喺雜誌度睇𠺢嗎.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-092	aa56-68bbf5d43081bad80689	overt_place_domain_control	FC-029_v.cha	224	7	冇	位		哦,最衰你馬會嗰度冇位喇已經.	係啊,我都想啊真係.	嘩,唔使錢啊如果有位.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-093	aa56-2a4a8d0219c9d089155f	post_np_locative_coda_control	FC-029_v.cha	242	3	有	架	泊	跟住見到有架車呢泊咗喺度喎.	喀.	喀.	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-094	aa56-fd72d7df24236392af5f	all_initial_indefinite_np_plus_predicate	FC-029_v.cha	399	0	有	架	去	有架van仔就去HongKongU嘅.	喀.	嘩,直接去HongKongU呀?	positive_np_predication_core	retain_as_narrow_positive_aa56_evidence	有 + overt indefinite NP + predicate whose argument is that NP	high	The overt 有 introduces an indefinite nominal and the following verbal, adjectival, copular, modal, or locative predicate is predicated of that nominal.	Supports the positive source-linked family only; it does not prove a negative 冇 counterpart or one mandatory predicate subtype.
AA56-R1-095	aa56-6a771a332940f7b86fe5	all_initial_indefinite_np_plus_predicate	FC-033_v2.cha	13	0	冇	嘢	做	冇嘢做咪養下魚囖.	嘿!養魚,養魚好玩吖嗎.	噉𠻺係啫.	negative_existential_or_availability_complement	separate_negative_existential_or_availability_profile	冇 + nominal + activity/availability complement	high	The clause denies available things, food, work, or analogous nominal material and may license a following activity complement, rather than introducing a participant for predication.	Related existential semantics do not prove identity with positive presentational AA56.
AA56-R1-096	aa56-18c913d05203bd4be1cb	all_initial_indefinite_np_plus_predicate	FC-033_v2.cha	70	0	有	啲	知道	有啲魚呀,成-我知道成幾千蚊一條啊.	好貴𡃉喎啲魚.	而家呀?	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-097	aa56-ea00b41029c5331bf27c	all_initial_indefinite_np_plus_predicate	FC-033_v2.cha	87	0	有	啲	有	有啲水草啊,有啲石啊,噉樣.	你望埋去呢就好舒服嘅.	噉我都好鍾意養魚嘅.	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
AA56-R1-098	aa56-7459579374fe21a6471f	overt_place_domain_control	FC-033_v2.cha	97	5	有	缸		我都幾鍾意屋企有缸魚.	其實缸魚都幾好啊.	我養過嗰啲七彩神仙呀.	aa77_overt_place_existential	exclude_from_aa56_and_route_to_aa77	overt place/domain + 有／冇 + nominal	high	The clause contains an overt local place or domain before 有／冇 and asserts existence or absence within that domain.	AA77 owns the overt-place relation; no silent deletion of the place is permitted.
AA56-R1-099	aa56-05a63763bb1d31df4d9f	all_initial_indefinite_np_plus_predicate	FC-033_v2.cha	138	0	有	啲	貪	有啲人啊貪佢夠大條呢.	不過有啲人鍾意𠸏.	但係而家睇睇下呢,都覺得都幾靚𠸏.	partitive_indefinite_subject_not_marker	exclude_from_aa56_marker_evidence	有啲 / 有啲人 as an indefinite determiner or partitive pronoun + predicate	high	Here 有啲 functions as 'some/some of them' and forms the subject nominal itself; the row does not independently establish existential-marker 有 followed by a separate NP.	HKCanCor token boundaries cannot decide grammatical segmentation; these rows are contrastive evidence against a token-only AA56 rule.
AA56-R1-100	aa56-9f9af9c1c60f578e7360	predicate_less_initial_control	FC-033_v2.cha	198	0	有	啲		有啲石啊,嗰啲嘢.	你望埋去咪好似啲山水畫噉囖.	係咩?	bare_existential_or_listing	route_to_bare_existential_or_inventory_profile	有／冇 + nominal, without a locally NP-linked following predicate	high	The row asserts, questions, lists, or denies existence/availability of nominal material, but the mechanically located later predicate is absent, internal to the NP, or belongs to another clause.	Does not satisfy the source-linked AA56 NP-plus-predicate endpoint; positive and negative bare existence require separate typing.
