packet_id	selection_strata	candidate_id	source_file	source_file_sha256	turn_index_zero_based	token_index_zero_based	participant	matched_form	utterance_initial_lexical	preceding_lexical_token_count	nominal_start_form	nominal_start_hkcancor_pos	nominal_start_ud_pos	has_later_predicate_candidate	later_predicate_form	later_predicate_ud_pos	later_predicate_token_index_zero_based	immediate_left_form	immediate_left_ud_pos	text	previous_text	next_text	expert_class	profile_disposition	span_recommendation	decision_confidence	decision_reason	source_limit_or_note
AA56-R1-065	explicit_subject_or_possessor_control	aa56-6c7587498b455e8c7ab4	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	36	4	XXB	有	False	4	一啲	m	NUM	True	係	VERB	10	係	VERB	噉佢就係有一啲字呢,或者係深啲嘅名詞,或者係,誒,中國大陸嘅用語呢,係冇收到落去嘅.	係啊.	喀.						
AA56-R1-066	post_np_locative_coda_control	aa56-d1cbb9053c370d1e7df2	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	206	1	XXA	有	False	1	個	q	NOUN	True	喺度	VERB	4	係	VERB	係有個分別喺度𡃉喎.	係.	分別喺邊呢?						
AA56-R1-067	predicate_less_initial_control	aa56-4c576512361871028551	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	212	0	XXA	冇	True	0	例子	n	NOUN	False						冇例子啊,基本上.	即係話佢𠻺好少例子.	係直程冇例子.						
AA56-R1-068	all_initial_indefinite_np_plus_predicate	aa56-ab9bd76cacaef05d9800	FC-022b_v.cha	3dec7b1713b09b5693df6af23cff8bf0de760909f321c6f56002b43baced849d	214	0	XXA	有	True	0	啲	q	NOUN	True	好	ADJ	2			有啲好啲嘅可能會有一句噉樣喇.	係直程冇例子.	係.						
AA56-R1-069	all_initial_indefinite_np_plus_predicate	aa56-a0a558d7520e14b1042f	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	45	0	XXY	有	True	0	個	q	NOUN	True	係	VERB	4			有個肥仔又係我哋班𡃉.	唔係肥豪,肥豪我實認得喇.	唔係好記得.						
AA56-R1-070	all_initial_indefinite_np_plus_predicate	aa56-8aad1b1b0a6609ac5793	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	49	0	XXX	有	True	0	幾	r	PRON	True	肥	ADJ	2			有幾肥啊?	係啊.	都幾肥吓𡃉.						
AA56-R1-071	explicit_subject_or_possessor_control	aa56-584c80d163bf7c12d27c	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	69	18	XXY	有	False	17	五	m	NUM	False				我	PRON	喂數一數呢,我又發覺原來我哋班嘅都有成連埋我有五個人喎竟然.	艾爾頓嗰陣時佢乜嘢𠸏.	唏,缺少咗南哥就爭啲嘅.						
AA56-R1-072	wh_or_embedded_complement_control	aa56-d6851f43990498497ceb	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	81	1	XXZ	有	False	1	躉	q	NOUN	False				即係	CCONJ	即係有躉office噉呀?	但係乜嘢貨櫃碼頭?	係啊.						
AA56-R1-073	predicate_less_initial_control	aa56-f960fcff7b7782876045	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	93	0	XXY	有	True	0	幾	m	NUM	False						有幾間唔同嘅公司.	MTL啊噉樣.	幾間公司.						
AA56-R1-074	overt_place_domain_control	aa56-cbc0a33cd1d9ab680991	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	189	3	XXY	冇	False	3	電話	n	NOUN	False				又	ADV	因為嗰度又冇電話.	直至到你哋call我,我先發覺到原來啲時間已經係十二點鐘嚹.	你知喺人公司,同埋揾唔到電話,好難揾電話𡃉.						
AA56-R1-075	all_human_plus_predicate	aa56-cd559174e68be7cb7031	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	628	4	XXY	有	False	4	人	n	NOUN	True	𠝹手	VERB	8	到	PART	你唔係見到有人喺街𠝹手咁邪啞?	你講起女仔.	肚餓.						
AA56-R1-076	wh_or_embedded_complement_control	aa56-ac826f135db8b89f13b7	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	67	6	XXA	有	False	5	幾多	r	PRON	False				-	X	但係你間公司幾-有幾多人啊?	哎,我都覺得幾搞嘢.	幾大規模啊?						
AA56-R1-077	overt_place_domain_control	aa56-ddf1bbf431c1da37ea47	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	69	7	XXJ	有	False	7	七十幾	m	NUM	False				就	ADV	其實total來講喺香港就有七十幾人喇.	幾大規模啊?	嘩噉都好大喎.						
AA56-R1-078	predicate_less_initial_control	aa56-3fbe0008b75315f7a055	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	187	0	XXA	冇	True	0	理由	n	NOUN	False						冇理由喎.	嗰陣時你知喇冇乜錢,過去都純粹係睇嘢囖.	但係就買嘢都會買嘢,但係當然冇-冇人-冇阿餅咁有錢買咁多嘢喇.						
AA56-R1-079	all_human_plus_predicate	aa56-5e3ef3cbf19d3cb8b9d3	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	188	13	XXJ	冇	False	11	人	n	NOUN	True	冇	VERB	16	-	X	但係就買嘢都會買嘢,但係當然冇-冇人-冇阿餅咁有錢買咁多嘢喇.	冇理由喎.	係呀?						
AA56-R1-080	post_np_locative_coda_control	aa56-472e12111ac9aa720df4	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	283	12	XXA	有	False	11	廠	n	NOUN	True	有	VERB	18	香港	PROPN	哦,即係其實你哋係哩間公司就喺香港有廠,喺大陸又有廠噉呀?	噉變咗嗰邊其實都唔係話咁多人講國語囖.	唔係.						
AA56-R1-081	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-d4e16aff62f0ff7023e6	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	70	0	XXA	冇	True	0	人	n	NOUN	True	嗌	VERB	2			冇人嗌咪唔嗌囖.	嗯.	但沙律係必備𡃉喎.						
AA56-R1-082	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-0b7b419c7ecc4f80c330	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	105	0	XXA	有	True	0	人	n	NOUN	True	double	ADJ	2			有人doubleE喇總之就.	唔知啊.	哦即係唔讀Engin呀?						
AA56-R1-083	predicate_less_initial_control	aa56-83f7c30ac005d7bcd1b1	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	133	0	XXA	有	True	0	Account	xn	NOUN	False						有Account.	有.	係咩?						
AA56-R1-084	all_human_plus_predicate	aa56-4305fe3b997cd5b82971	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	202	3	XXA	冇	False	3	人	n	NOUN	True	揀	VERB	5	都	ADV	我哋學校都冇人揀嗰啲𡃉喇.	噉好驚𠺢嗎令人會.	哦你哋幾時揀𡃉Jupas?						
AA56-R1-085	all_initial_indefinite_np_plus_predicate	aa56-369b772019bb3d066354	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	238	0	XXB	有	True	0	啲	q	NOUN	True	夠	VERB	4			有啲B都夠𡃉嚹喎.	我有啲B就算𡃉嚹.	BBCC已經可以𡃉嚹.						
AA56-R1-086	all_human_plus_predicate	aa56-8d65e70d6273eea6f6ec	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	294	1	XXB	有	False	1	人	n	NOUN	True	讀	VERB	3	但係	CCONJ	但係有人讀四科𡃉咋喎我見到.	報六科.	係呀.						
AA56-R1-087	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-a7f8774daec701b5ef5a	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	334	0	XXB	有	True	0	人	n	NOUN	True	攞	VERB	3			有人一心攞A𡃉咩?	一心攞A.	嘩你理科班唔攞A呢真係有啲問題.						
AA56-R1-088	overt_place_domain_control	aa56-d18ce6d4cd6c36c2290c	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	417	4	XXB	有	False	4	啲	q	NOUN	False				係	VERB	你間學校係有啲辦法嘅.	噉都幾好.	辦乜嘢法吖.						
AA56-R1-089	predicate_less_initial_control	aa56-4fae48e4972a5833281c	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	77	0	XXA	有	True	0	郭	nr	PROPN	False						有郭富城呀?	係啊.	郭富城最易請吖嗎.						
AA56-R1-090	overt_place_domain_control	aa56-3648339139fd6199a2c8	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	159	28	XXB	有	False	23	事	n	NOUN	True	會	AUX	31	,	X	"即係大家都唔知佢去邊𡃉喇,打電話call佢,佢又話自己,乜嘢""我而家唔喺香港,有事我會盡快覆你."	喀.	喀.						
AA56-R1-091	all_human_plus_predicate	aa56-9bd0cea4256ff5ebb22c	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	30	2	XXS	有	False	1	人	n	NOUN	True	有	VERB	4	,	X	323,有人有喇嗎,323唔好啊,上次睇嗰架323啊,有啲𤓓味啊.	323好啊.	咦,你講過喇,嗰架係你喺雜誌度睇𠺢嗎.						
AA56-R1-092	overt_place_domain_control	aa56-68bbf5d43081bad80689	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	224	7	XXA	冇	False	6	位	n	NOUN	False				嗰度	PRON	哦,最衰你馬會嗰度冇位喇已經.	係啊,我都想啊真係.	嘩,唔使錢啊如果有位.						
AA56-R1-093	post_np_locative_coda_control	aa56-2a4a8d0219c9d089155f	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	242	3	XXS	有	False	3	架	q	NOUN	True	泊	VERB	7	到	PART	跟住見到有架車呢泊咗喺度喎.	喀.	喀.						
AA56-R1-094	all_initial_indefinite_np_plus_predicate	aa56-fd72d7df24236392af5f	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	399	0	XXA	有	True	0	架	q	NOUN	True	去	VERB	5			有架van仔就去HongKongU嘅.	喀.	嘩,直接去HongKongU呀?						
AA56-R1-095	all_initial_indefinite_np_plus_predicate	aa56-6a771a332940f7b86fe5	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	13	0	XXB	冇	True	0	嘢	n	NOUN	True	做	VERB	2			冇嘢做咪養下魚囖.	嘿!養魚,養魚好玩吖嗎.	噉𠻺係啫.						
AA56-R1-096	all_initial_indefinite_np_plus_predicate	aa56-18c913d05203bd4be1cb	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	70	0	XXA	有	True	0	啲	q	NOUN	True	知道	VERB	8			有啲魚呀,成-我知道成幾千蚊一條啊.	好貴𡃉喎啲魚.	而家呀?						
AA56-R1-097	all_initial_indefinite_np_plus_predicate	aa56-ea00b41029c5331bf27c	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	87	0	XXB	有	True	0	啲	q	NOUN	True	有	VERB	5			有啲水草啊,有啲石啊,噉樣.	你望埋去呢就好舒服嘅.	噉我都好鍾意養魚嘅.						
AA56-R1-098	overt_place_domain_control	aa56-7459579374fe21a6471f	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	97	5	XXA	有	False	5	缸	q	NOUN	False				屋企	NOUN	我都幾鍾意屋企有缸魚.	其實缸魚都幾好啊.	我養過嗰啲七彩神仙呀.						
AA56-R1-099	all_initial_indefinite_np_plus_predicate	aa56-05a63763bb1d31df4d9f	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	138	0	XXB	有	True	0	啲	q	NOUN	True	貪	VERB	4			有啲人啊貪佢夠大條呢.	不過有啲人鍾意𠸏.	但係而家睇睇下呢,都覺得都幾靚𠸏.						
AA56-R1-100	predicate_less_initial_control	aa56-9f9af9c1c60f578e7360	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	198	0	XXB	有	True	0	啲	q	NOUN	False						有啲石啊,嗰啲嘢.	你望埋去咪好似啲山水畫噉囖.	係咩?						
AA56-R1-101	overt_place_domain_control	aa56-0d289c73e78af81f5d27	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	20	10	XXX	有	False	9	醫院	n	NOUN	False				邊度	PRON	噉,佢就話咗俾我哋聽邊度有醫院嘞.	問個包租婆喇.	於是乎我就同我個friend一早就去揾哩個醫院喇.						
AA56-R1-102	post_np_locative_coda_control	aa56-7fb873e23779f6335241	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	27	4	XXX	有	False	3	兩	m	NUM	True	話	VERB	7	就	ADV	跟住呢,就有兩個話係佢哋係警察嘅人呢就走埋來囖,噉,於是乎話我哋非法喺度暢錢喎.	噉又唔知點解嗱嗱臨噉呢攞啲錢出來喎.	於是乎又叫我哋即係show一show哩個passports同埋,即係,俾佢哋睇喇.						
AA56-R1-103	inherited_aa77_sibling_anchor	aa56-ecb0048faf81cc6ce013	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	34	9	XXX	有	False	8	啲	q	NOUN	True	可能	AUX	20	過	PART	雖然覺得怪怪地,但係又冇諗過有啲乜嘢問題吖,所以,即係,可能係噉,佢又俾佢睇吖.	或者嗰陣時,因為捷克嗰陣時我,之前我喺捷克嗰陣時都有類似嘅情況,但係嗰次我哋冇損失.	噉於是乎,因為我覺得嗰條友真係好唔妥吖,所以呢我就即係盯住啲錢,盯得好實喇.						
AA56-R1-104	all_initial_indefinite_np_plus_predicate	aa56-242900034ed2810f650f	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	48	0	XXX	有	True	0	啲	q	NOUN	True	犀利	ADJ	12			有啲就,就喺火車度喇,佢哋重犀利,即係點啊?	因為我哋撞到,另外,即係有啲中國人呢,又係有啲同樣嘅事發生,但係就即係不同嘅方法喇.	四個人喺一個車卡入邊,八-即係點樣?						
AA56-R1-105	all_initial_indefinite_np_plus_predicate	aa56-d7c8c101711b55acaa35	FC-035_v2.cha	ddb29bab01e3e932a9a80ffb3342df28e08dfc77d7f4527f5fc39d5a25ea4f5b	50	0	XXX	有	True	0	八	m	NUM	True	望	VERB	10			有八隻眼喇,或者四對眼望住,都可以俾人得手.	四個人喺一個車卡入邊,八-即係點樣?	噉所以我哋-同重要唔見埋啲passports喇,乜嘢機票啊,誒,哩個,歐洲火車証吖.						
AA56-R1-106	predicate_less_initial_control	aa56-9b57093b8f99d9b20f9d	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	6	0	XXX	有	True	0	幾多	r	PRON	False						有幾多位啊而家?	係呀?	幾多位呀?						
AA56-R1-107	all_initial_indefinite_np_plus_predicate	aa56-d0efc944bcc20dc138fc	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	15	0	XXX	有	True	0	三	m	NUM	True	報串	VERB	4			有三個人報串.	諗住呢,死死氣噉返屋企喇噉樣喇,冇行喇.	前邊嗰幾個人有啲人唔要喎.						
AA56-R1-108	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-0cb04f3ecd8efbec8b8d	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	37	0	XXY	有	True	0	人	n	NOUN	True	幫	VERB	2			有人幫你倒垃圾喇.	喀.	嘩.						
AA56-R1-109	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-78f0d7420be7e264c020	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	40	0	XXY	有	True	0	人	n	NOUN	True	有	VERB	3			有人-有人幫你換床鋪喇.	即係住酒店噉樣.	喀.						
AA56-R1-110	all_human_plus_predicate	aa56-8a4c908b798fd21e3d74	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	40	3	XXY	有	False	2	人	n	NOUN	True	幫	VERB	5	-	X	有人-有人幫你換床鋪喇.	即係住酒店噉樣.	喀.						
AA56-R1-111	all_human_plus_predicate;all_initial_indefinite_np_plus_predicate	aa56-bec056ea510360005374	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	44	0	XXY	有	True	0	人	n	NOUN	True	幫	VERB	2			有人幫你拖地喇.	喀.	喀,喀,喀.						
AA56-R1-112	post_np_locative_coda_control	aa56-dbc3363dff31093ee91a	FC-038a_v2.cha	cd4ad166269f1a897199628fbebf608cca6cf01ecdb49fe51e80ed7340d7fc37	89	2	XXX	有	False	1	朋友	n	NOUN	True	畢業	VERB	7	我	PRON	"""我有朋友""喺美國畢業喎."	真係睇唔出呀?	你覺得贊唔贊成佢去讀postgrad噉啊?						
AA56-R1-113	all_initial_indefinite_np_plus_predicate	aa56-254545044b726b39b9ae	FC-038b_v2.cha	4c6527d34ac3e5109b2cea1099627e8bc3a58f7f6ceadfe76f91ccdae2944eb4	261	0	XXY	有	True	0	一	m	NUM	True	見	VERB	7			有一個啊,真係我見到,好似做show噉樣.	唉.	係喇.						
AA56-R1-114	all_human_plus_predicate	aa56-998baf6a5de009ac0701	FC-042_v.cha	4e8f9e2f767cf276afec05255706706cb3505cd646b2f5c1db21014db4405d20	15	6	XXH	有	False	6	人	n	NOUN	True	好似	VERB	13	如果	CCONJ	會唔會係即係如果有人基督教嗰啲呢,你好似會覺得即係地球就好似宇宙嘅中心噉,上帝就創造咗人類.	唔知呢.	個聖經好似冇提過上帝創造宇宙人.						
AA56-R1-115	all_human_plus_predicate	aa56-a085d15581bf714e9240	FC-042_v.cha	4e8f9e2f767cf276afec05255706706cb3505cd646b2f5c1db21014db4405d20	58	2	XXH	有	False	2	人	n	NOUN	True	行	VERB	4	如果	CCONJ	即係如果有人行行下街dut2一聲唔見咗.	噉好似真係幾神秘一樣嘢囖.	又唔知去咗邊度.						
AA56-R1-116	all_initial_indefinite_np_plus_predicate	aa56-d345bc02668e53bbe507	FC-042_v.cha	4e8f9e2f767cf276afec05255706706cb3505cd646b2f5c1db21014db4405d20	77	0	XXH	有	True	0	隻	q	NOUN	True	common	ADJ	3			有隻好common嘅雪茄形囖.	但係其實原來重有少少唔同嘅形狀𡃉.	即係我成日覺得點飛得起啊?						
AA56-R1-117	all_human_plus_predicate	aa56-e771ff650a5620728953	FC-042_v.cha	4e8f9e2f767cf276afec05255706706cb3505cd646b2f5c1db21014db4405d20	84	8	XXH	有	False	6	人	n	NOUN	True	見	VERB	12	都	ADV	但係,誒,或多或少其實香港都有人話成日見到呢.	幽浮喇,嗰樣嘢喇.	哦,係啊.						
AA56-R1-118	all_human_plus_predicate	aa56-152ed829f05eb3df9c9c	FC-042_v.cha	4e8f9e2f767cf276afec05255706706cb3505cd646b2f5c1db21014db4405d20	98	1	XXH	冇	False	1	人	n	NOUN	True	知	VERB	3	都	ADV	都冇人知係乜嘢.	好吖.	鬼玩人吖.						
AA56-R1-119	post_np_locative_coda_control	aa56-a0d77210a9de5645ad6e	FC-044_v2.cha	72dc24a95d5582e7e52a6748c1ac01d08fe1918399ebfb107c551c6656435430	164	8	XXE	有	False	6	朋友	n	NOUN	True	陪	VERB	16	重	ADV	係因為-因為-因為你重有朋友或者親人喺-喺身邊陪住你一齊過-過生日吖嗎或者慶祝嗰隻.	你生日吖嗎.	就死就死嗰啲呢.						
AA56-R1-120	all_initial_indefinite_np_plus_predicate	aa56-4f46369d3903a32ab137	FC-044_v2.cha	72dc24a95d5582e7e52a6748c1ac01d08fe1918399ebfb107c551c6656435430	299	0	XXM	有	True	0	班	q	NOUN	True	出來	VERB	3			有班人出來劈友啊.	如果我哋食食下飯突然間,或者行行下街突然間會有一班人衝出來.	銀樂隊嗰啲噉呢.						
AA56-R1-121	all_human_plus_predicate	aa56-63918e0f9f01aed2f01b	FC-044_v2.cha	72dc24a95d5582e7e52a6748c1ac01d08fe1918399ebfb107c551c6656435430	354	1	XXM	有	False	1	人	n	NOUN	True	掛住	VERB	3	邊	PRON	邊有人掛住你吖?	見-見-見親我都話掛住子陵𡃉.	咪就係喇.						
AA56-R1-122	all_human_plus_predicate	aa56-965834629cdbdb7f0e6e	FC-044_v2.cha	72dc24a95d5582e7e52a6748c1ac01d08fe1918399ebfb107c551c6656435430	378	2	XXM	冇	False	2	人	n	NOUN	True	來	VERB	6	噉	CCONJ	如果噉冇人嘅咪來你度囖.	噉所以就應該就禮拜三或者禮拜四先返嘅.	但係好難講喎.						
AA56-R1-123	all_human_plus_predicate	aa56-d2718845fae199565fc7	FC-044_v2.cha	72dc24a95d5582e7e52a6748c1ac01d08fe1918399ebfb107c551c6656435430	402	15	XXE	冇	False	12	人	n	NOUN	True	睇	VERB	19	苦	ADJ	雖然我哩排都有好多戲想睇,但係冇-,苦冇人同我睇囖.	噉但係睇戲又好似即係無聊咗少少即係.	點解啊?						
AA56-R1-124	all_human_plus_predicate	aa56-c226db7574a219f52757	FC-045_v2.cha	3b1b5ada7cebf940e99af50b4056be09f644177155a8627e1e9b28c4239e9c0d	202	2	XXK	有	False	1	人	n	NOUN	True	捉	VERB	4	,	X	William,有人捉到你喎.	咦,噉樣都俾你影到偷情喎.	偷影到喎.						
AA56-R1-125	all_initial_indefinite_np_plus_predicate	aa56-ac30f642f85365670b8d	FC-046_v2.cha	27d9b748a81260c501362591915da1946c27f25638d6769eef22991158693f0a	21	0	XXB	有	True	0	一	m	NUM	True	有	VERB	4			有一張-有一張紙可以講晒啲指令都夠𡃉.	對我來講,都係複雜咗少少.	係啊.						
AA56-R1-126	all_initial_indefinite_np_plus_predicate	aa56-84b719f3ca3381a7b110	FC-046_v2.cha	27d9b748a81260c501362591915da1946c27f25638d6769eef22991158693f0a	112	0	XXB	有	True	0	啲	m	NUM	True	要	AUX	3			有啲特登要pit3咗佢噉嗰啲呢就部部機有啲唔同嘅.	係啊,有啲要遮住個鏡頭拍一下先𠺢嗎?	噉所以呢,就都要講下嘅.						
AA56-R1-127	all_initial_indefinite_np_plus_predicate	aa56-7ac5142db04fc33b6cdd	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	227	0	XXB	有	True	0	一	m	NUM	True	有	VERB	3			有一-有一段時間飲-飲黑啡𡃉.	唔係.	點可以哩啲嘢𡃉呢?						
AA56-R1-128	post_np_locative_coda_control	aa56-f892e12695b801828c6c	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	305	8	XXB	有	False	7	三	m	NUM	True	儲	VERB	12	,	X	我就帶三部機去,有三個programme儲咗喺裏邊嘅.	嗰陣時可以嘅.	係咩?						
AA56-R1-129	all_initial_indefinite_np_plus_predicate	aa56-9103f6bac645dc5e5502	FC-049_v2.cha	5c9c6be3f062387a0f7ac4bff22603b2386c10e071a1a7e256731abc2b39f53f	188	0	XXB	冇	True	0	嘢	n	NOUN	True	講	VERB	2			冇嘢講咋話?	幾點食飯啊?	係啊.						
AA56-R1-130	all_initial_indefinite_np_plus_predicate	aa56-8bbff729b44a0c35c528	FC-049_v2.cha	5c9c6be3f062387a0f7ac4bff22603b2386c10e071a1a7e256731abc2b39f53f	190	0	XXA	冇	True	0	嘢	n	NOUN	True	講	VERB	2			冇嘢講啊,點吖?	係啊.	拉呀?						
AA56-R1-131	all_initial_indefinite_np_plus_predicate	aa56-aeda97be13d71646ef02	FC-052_v2.cha	f2678d2a43de8262a35444c40be0f5102f47032037d8a75763e98b4eae11e8a0	43	0	XXA	有	True	0	個	q	NOUN	True	想	AUX	3			有個問題想問一問就係你點樣可以知道,你得到更多嘅資料係有關哩啲音響𡃉呢?	哦.	誒,睇啲音響書囖.						
AA56-R1-132	all_initial_indefinite_np_plus_predicate	aa56-fd1f1180c938fb57b107	FC-053_v2.cha	61eeb21a6a84b7e227ebc0f14b3bd6221ea93939fed296e55cb78cd4c268b7bb	3	0	XXB	有	True	0	一	m	NUM	True	上	VERB	5			有一日呢我上上下堂噉有個學生傾偈.	係啊.	噉我呢就,誒,整咗個口罩噉就幫佢戴咗上個口嗰度喇.						
AA56-R1-133	post_np_locative_coda_control	aa56-9865fc46485e01070eee	FC-053_v2.cha	61eeb21a6a84b7e227ebc0f14b3bd6221ea93939fed296e55cb78cd4c268b7bb	82	5	XXB	有	False	5	份	q	NOUN	False				覺得	VERB	噉自己都會覺得有份成功感喺度囖.	即係最多都係某一兩個同學特別差,所以唔合格𡃉唧.	嗯-我都係啊.						
AA56-R1-134	all_human_plus_predicate	aa56-3afc129ecd2c2e392d9c	FC-055_v2.cha	9240a3126c82dce64b5d2ddb7b81d4240c371bc4a991e440297dfedc78a7a3f6	137	2	XXF	有	False	2	人	n	NOUN	True	操縱	VERB	5	可能	AUX	噉可能有人幕後操縱喇.	哦.	我知,我知.						
AA56-R1-135	all_initial_indefinite_np_plus_predicate	aa56-37562d021ea2d7342e24	FC-055_v2.cha	9240a3126c82dce64b5d2ddb7b81d4240c371bc4a991e440297dfedc78a7a3f6	203	0	XXF	有	True	0	一	m	NUM	True	睇	VERB	4			有一次我睇報紙呢,話財經,誒,係唔係叫經濟日報,係嘞.	睇多啲報紙咪得囖.	噉𠻺入邊有一個專欄呢,有作家佢就講佢自己呢,攞一萬蚊出來做本金喎.						
AA56-R1-136	all_initial_indefinite_np_plus_predicate	aa56-14b3a41d8523ce5bc050	FC-056_v2.cha	b18efc20cede350d53f2adca793f6102ee87bdb5295b9b462a790b22d037eb8c	70	0	XXY	有	True	0	好多	m	NUM	True	買	VERB	3			有好多人買吖而家.	幾抵.	噉而家任天堂嘅情況點啊?						
AA56-R1-137	all_initial_indefinite_np_plus_predicate	aa56-54f933dfc9a218af495a	FC-101_v2.cha	6ea8fb15323f1b5b3017f243d968ae2b36d0ea1097e4fec84723242a2e023041	25	0	XXB	冇	True	0	嘢	n	NOUN	True	講	VERB	2			冇嘢講𡃉喎.	你點同人講啫?	同人傾生意?						
