id	ordinal	item_type	event_ordinal	turn	speaker	stage_direction_ordinal	vocabulary_ordinal	source_cantonese	source_jyutping_or_romanization	source_english	source_hash	previous_event_id	next_event_id	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I042	42	dialog_turn	42	39	老細			大家可以走喇!	/Lou5 Sai3: Daai6 gaa1 ho2 ji5 zau2 laa3!/		sha256:3c5f8d088521d65230237a589f8c8a1d21b3a60bac275c4ff635b9b3c3f56686	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I041	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I043	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I041	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I043	no_project_match	new_attestation				permission_modal|change_particle_laa3|source_event_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I043	43	dialog_turn	43	40	全部人			多謝!拜拜!	/Cyun4 bou6 jan4: Do1 ze6! Baai1 baai3!/		sha256:698d2e6690a02c630cdaa3c393988b93d377c813314d3da9f7723f1e520993b8	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I042	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I044	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I042	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I044	no_project_match	new_attestation				collective_speaker_label|source_event_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I044	44	dialog_turn	44	41	老細			拜拜!大家辛苦!	/Lou5 Sai3: Baai1 baai3! Daai6 gaa1 san1 fu2!/		sha256:efcf184a660e068df48893d32761485b05683e302d7927ae01d0707a7b933202	GLOSSIKA-YUEHK-A1-DLG-004-20251221-I043		GLOSSIKA-YUEHK-A1-DLG-004-20251221-I043		no_project_match	new_attestation				formulaic_work_acknowledgment|source_event_translation_not_provided	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I045	45	lexical_entry					1	唔好意思	m4 hou2 ji3 si1	sorry, excuse me	sha256:0067deb8695dae2c7a710e208e69a864b5b78bf356ec811377cd7c1cd6b2126b					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	src/runtime-resources/lexicon/formulas.js|src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	data/construction-candidate-readiness.json|data/construction-identities.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/source.json|data/research-ledgers/glossika-week14-claim-source.json|data/research-ledgers/glossika-week14-followup-candidates.json|docs/research/DIRECTIVE-SUGGESTION-PRIORITY-SOURCE-MAP-CP021B-R27.md|docs/research/DORMANT-LABEL-RETIREMENT-AUDIT-v0.5.183-R1.tsv|docs/research/GLOSSIKA-YUEHK-A1-W14-20260621-RESEARCH.md|docs/research/GLOSSIKA-YUEHK-A1-W18-20260719-RESEARCH.md|docs/research/LANE-03-FRAGMENTS-DISCOURSE-SOURCE-MAP-CP021B-R17.md|docs/research/LANE-03-RESIDUAL-FRAGMENT-SUBTYPES-SOURCE-MAP-CP021B-R18.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/RETIRED-CONSTRUCTION-ARCHIVE-v0.5.183-R1.tsv|docs/research/RETIRED-CONSTRUCTION-ARCHIVE-v0.5.186-R1.tsv|grammar/retired/README.md		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I046	46	lexical_entry					2	要	jiu3	to need, must	sha256:98f4cb4394d06fed7ac6c02915c89ecadb7be6e75ea8a6d599d67798a64486e9					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	src/parser/clause-relations/graph.js|src/parser/context/descriptors.js|src/parser/nodes/node-shape.js|src/plugin-entry.js|src/runtime-resources/grammar/predicate-profiles.js|src/runtime-resources/grammar/templates/slot-generation-rules.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/formulas.js|src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js|src/runtime-resources/presentation/learner-glosses.js	data/construction-adjudication-batches/batch-08.json|data/construction-adjudication-batches/batch-10.json|data/construction-adjudication-batches/batch-13.json|data/construction-identities.json|data/natural-corpus/wechat-father-daughter-001.txt|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-003-20251214/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W19-20260726/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W19-20260726/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W19-20260726/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W19-20260726/source.json|data/research-ledgers/glossika-week18-claim-source.json|docs/research/CONDITIONAL-CLAUSE-LINKING-SOURCE-MAP-CP021B-R25.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-08.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-10.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-12.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-13.md|docs/research/CP022-IMPLEMENTATION-BACKLOG-CP021B-R37.tsv|docs/research/CP026-P1-RUL01-SPEAKER-A-FORM-R1.md|docs/research/CP032-P1-RUL01-CONTRAST-REQUIREMENTS-R1.tsv|docs/research/CP038-P1-SPEECH-TRANSFER-COMPLEMENT-WRAPPER-AUDIT-R1.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/GLOSSIKA-YUEHK-A1-W18-20260719-RESEARCH.md|docs/research/GLOSSIKA-YUEHK-A1-W19-20260726-RESEARCH.md|docs/research/LANE-03-FRAGMENTS-DISCOURSE-SOURCE-MAP-CP021B-R17.md|docs/research/LANE-07-A-NOT-A-QUESTIONS-SOURCE-MAP-CP021B-R7.md|docs/research/MODAL-DESIDERATIVE-PREFERENCE-SOURCE-MAP-CP021B-R14.md|docs/research/NOMINAL-RELATIONS-SOURCE-MAP-CP021B-R32.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-PROVENANCE-REGISTER-CP022-I1A-I04-R1.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-COVERAGE-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-RESEARCH-R1.md|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-SOURCE-VERIFICATION-R1.tsv|docs/research/PRQ2-006-LOK6HEOI3-CONTINUATIVE-ASPECT-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-006-LOK6HEOI3-CONTINUATIVE-ASPECT-RESEARCH-R1.md|docs/research/PRQ2-008-ZI2JIU3-ZAU6-SUFFICIENT-CONDITION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-008-ZI2JIU3-ZAU6-SUFFICIENT-CONDITION-RESEARCH-R1.md|docs/research/PRQ2-008-ZI2JIU3-ZAU6-SUFFICIENT-CONDITION-SOURCE-VERIFICATION-R1.tsv|docs/research/PRQ2-011-M4DAAN1ZI2-ZUNG6-ADDITIVE-CORRELATIVE-RESEARCH-R1.md|docs/research/PRQ2-014-ZI2JAU5-SIN1ZI3-NECESSARY-CONDITION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-014-ZI2JAU5-SIN1ZI3-NECESSARY-CONDITION-RESEARCH-R1.md|docs/research/PRQ2-015-MUI5-GO3GO3-DOU1-DISTRIBUTIVE-QUANTIFICATION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-015-MUI5-GO3GO3-DOU1-DISTRIBUTIVE-QUANTIFICATION-RESEARCH-R1.md|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-RESEARCH-R1.md|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-SOURCE-VERIFICATION-R1.tsv|docs/research/PRQ2-034-MOU4LEON6-DOU1-UNCONDITIONAL-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-RESEARCH-R1.md|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-SOURCE-VERIFICATION-R1.tsv|docs/research/QUANTITY-SCALAR-ACTION-BOUNDARIES-SOURCE-MAP-CP021B-R29.md|docs/research/reopened-retired-labels/TimeToActionFrame.md|docs/research/RESEARCH-PROVENANCE-REPAIR-PLAN-R1.md|docs/research/UC-RQ-001-GENERAL-ZOENG1-DISPOSAL-NATURAL-ATTESTATION-R1.tsv|docs/research/UC-RQ-002-INVERTED-DOUBLE-OBJECT-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-002-INVERTED-DOUBLE-OBJECT-RESEARCH-R1.md|docs/research/UC-RQ-016-HAI6-GE3-CLEFT-FOCUS-RESEARCH-R1.md|docs/research/UC-RQ-017-LIN4-DOU1-EVEN-FOCUS-RESEARCH-R1.md|docs/research/UC-RQ-017-LIN4-DOU1-EVEN-FOCUS-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-018-ALTERNATIVE-QUESTION-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-025-NULL-ARGUMENT-ZERO-ANAPHORA-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-025-NULL-ARGUMENT-ZERO-ANAPHORA-RESEARCH-R1.md|docs/research/WECHAT-GX-TRAVEL-002-ADJUDICATION-REPORT.md|docs/research/WECHAT-GX-TRAVEL-002-LEXICON-JYUTPING-VERIFICATION-R2.md|docs/research/WECHAT-GX-TRAVEL-002-LEXICON-PATCH-BLUEPRINT-R2.md|docs/research/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.md|docs/research/WH-IDENTITY-NAMING-ADDRESS-SOURCE-MAP-CP021B-R20.md|grammar/parser_heuristic/ClauseRelationGraph.md|grammar/research_pending/DesiderativeVP.md|grammar/research_pending/FragmentAnswer.md|grammar/research_pending/ModalVP.md|grammar/unsupported_generalization/ConditionalClause.md|grammar/unsupported_generalization/IntransitiveVP.md|grammar/unsupported_generalization/WhClassifierQuestion.md|test-data/a1-context-status-fixture.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/grammar-claim-source-edges-CP021A.tsv|test-data/grammar-legitimacy-source-register.tsv|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-raw.txt|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-units.json|test-data/natural-corpus-wechat-guangxi-travel-002-units.tsv|test-data/pre-intermediate-gold-corpus.tsv|test-data/review-only-readiness.tsv|test-data/w17-corpus-semantic-disposition.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-LEXICON-JYUTPING-READINESS-R1.json|test-data/WECHAT-GX-TRAVEL-002-LEXICON-JYUTPING-READINESS-R1.tsv|test-data/WECHAT-GX-TRAVEL-002-LEXICON-JYUTPING-VERIFICATION-R2.json|test-data/WECHAT-GX-TRAVEL-002-LEXICON-JYUTPING-VERIFICATION-R2.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-D-context_disfluency_research.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-G-grammar_research_external_evidence.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-L-lexicon_jyutping_enrichment.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-R-accepted_behavior_regression.tsv|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.json|test-data/WECHAT-GX-TRAVEL-002-REGRESSION-REMEDIATION-READINESS-R2.tsv|tests/constructions/ActionStativeVP.json|tests/constructions/ClauseRelationGraph.json|tests/constructions/ClauseSpan.json|tests/constructions/DegreeStativePredicate.json|tests/constructions/DesiderativeVP.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/FragmentAnswer.json|tests/constructions/ModalVP.json|tests/constructions/MotionPurposeChain.json|tests/constructions/NeedsContext.json|tests/constructions/PassivePermissiveRelation.json|tests/constructions/PoliteImperativeClause.json|tests/constructions/PotentialDirectionalVP.json|tests/constructions/PotentialResultVP.json|tests/constructions/ProductiveVO.json|tests/constructions/ProhibitiveImperative.json|tests/constructions/SerialVerbPurposeChain.json|tests/fixtures/boundary-closure-v1.json|tests/fixtures/regression-snapshots.json|tests/tooling/corpus-review/test_aa89_hkcancor_profile.py		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I047	47	lexical_entry					3	走	zau2	to leave, to go	sha256:c74d5057f869aa2ce0aca08fbd483f73dd8419dd2b115c9500e6a0b7e676cf90					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/verbs.js	src/parser/detectors/motion/directional.js|src/parser/terminal/particles/discourse.js|src/plugin-entry.js|src/runtime-resources/lexicon/token-lexicon/verbs.js	data/construction-adjudication-batches/batch-09.json|data/construction-identities.json|data/natural-corpus/wechat-father-daughter-001.txt|docs/releases/v0.5.212-negated-lexicalized-stative-retirement-audit.json|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-09.md|docs/research/CP025-P1-PFV01-EXAMPLE-ADJUDICATION-R1.tsv|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/LANE-09-DIRECTIONAL-MOTION-SOURCE-MAP-CP021B-R3.md|docs/research/LANE-10-STATIVE-PREDICATION-SOURCE-MAP-CP021B-R8.md|docs/research/LEGITIMACY-WORK-LEDGER.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-015-MUI5-GO3GO3-DOU1-DISTRIBUTIVE-QUANTIFICATION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-015-MUI5-GO3GO3-DOU1-DISTRIBUTIVE-QUANTIFICATION-RESEARCH-R1.md|docs/research/PRQ2-015-MUI5-GO3GO3-DOU1-DISTRIBUTIVE-QUANTIFICATION-SOURCE-VERIFICATION-R1.tsv|docs/research/survey-derived/HKCanCor/hkcancor_svrq_008_010_extract.py|docs/research/survey-derived/HKCanCor/HKCANCOR-SV-RQ-008-010-RESEARCH-NOTE-R1.md|docs/research/UC-RQ-030-SAAI3-TOTALITY-QUANTIFICATION-RESEARCH-R1.md|docs/research/UC-RQ-030-SAAI3-TOTALITY-QUANTIFICATION-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-035-JAT1-ZAU6-IMMEDIATE-ANTERIORITY-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-035-JAT1-ZAU6-IMMEDIATE-ANTERIORITY-RESEARCH-R1.md|docs/research/UC-RQ-035-JAT1-ZAU6-IMMEDIATE-ANTERIORITY-SOURCE-VERIFICATION-R1.tsv|grammar/research_pending/DirectionalMotionVP.md|grammar/research_pending/ExistentialPresentationalClause.md|grammar/research_pending/LocativeExistentialClause.md|grammar/research_pending/ProhibitiveImperative.md|test-data/a1-context-status-fixture.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|test-data/pre-intermediate-gold-corpus.tsv|tests/constructions/ClauseSpan.json|tests/constructions/DiMarkedNP.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/DiscourseParticleFrame.json|tests/constructions/OpinionStanceFrame.json|tests/constructions/PerfectiveVP.json|tests/constructions/VerbComplementVP.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I048	48	lexical_entry					4	會議	wui5 ji5	meeting	sha256:4f7f5a9ae0f255676fc572490361a86089b26261a56024c47f641f1fbcfe13cb					exact_duplicate_candidate	exact_duplicate			docs/research/survey-derived/SV-RQ-001-007/SV-RQ-001-007-ROUND-2.md		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I049	49	lexical_entry					5	未完	mei6 jyun4	not finished yet	sha256:ee4514d88f91fdb2dda7f1f0cebd0843b7bfab89802e52f388c3b735effc692b					normalized_duplicate_candidate	normalized_duplicate					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I050	50	lexical_entry					6	我知	ngo5 zi1	I know	sha256:d9c642029ebbce9a3be3a6341d2169f6107aa6f431cf498d0c993c17e2854fe1					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	src/parser/detectors/cognition/fragments-content.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	data/construction-adjudication-batches/batch-07.json|data/construction-identities.json|docs/research/CP022-IMPLEMENTATION-BACKLOG-CP021B-R37.tsv|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/LANE-03-FRAGMENTS-DISCOURSE-SOURCE-MAP-CP021B-R17.md|docs/research/LANE-08-REPORTED-SPEECH-COGNITION-STANCE-SOURCE-MAP-CP021B-R15.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-COVERAGE-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/pre-intermediate-gold-corpus.tsv|tests/constructions/ClauseRelationEdge.json|tests/constructions/ClauseRelationGraph.json|tests/constructions/ClauseRelationMemberSpan.json|tests/constructions/ClauseSpan.json|tests/constructions/CognitionContentFrame.json|tests/constructions/CognitionStatementClause.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/FormulaDiscourseUnit.json|tests/constructions/NegatedDirectionalMotionVP.json|tests/constructions/NominalHeadSpan.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I051	51	lexical_entry					7	不過	bat1 gwo3	but, however	sha256:3272d4c38394684459d82a1ffcd947050e132a9b6d6ce8d72ada3f6f8a83960c					exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-002-20251207/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W14-20260621/source.json|docs/research/GLOSSIKA-YUEHK-A1-W14-20260621-RESEARCH.md|docs/research/UC-RQ-002-003-DOUBLE-OBJECT-HKCANCOR-CENSUS-R1.md|docs/research/UC-RQ-007-VERB-COPY-FOCUS-CONSTRUCTION-RESEARCH-R1.md|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-RESEARCH-R1.md|docs/research/UC-RQ-036-SEOI1JIN4-DAAN6HAI6-CONCESSIVE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-037-ZAU6SYUN3-DOU1-SCALAR-CONCESSIVE-COLLISION-AUDIT-R1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I052	52	lexical_entry					8	有嘢做	jau5 je5 zou6	have things to do	sha256:2592f98f8ec63699e80c262291351ab7ab4b7de886cef65d73fb8e8f7464282a					exact_duplicate_candidate	exact_duplicate			data/natural-corpus/wechat-father-daughter-001.txt|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I053	53	lexical_entry					9	接	zip3	to pick up	sha256:631b42ff8cf447acd19b9ce0f344406d85800e2e639b3829c853db00127e926a					exact_duplicate_candidate	exact_duplicate			docs/research/AB30-ZO-R-HKCANCOR-CLAIM-CROSS-REFERENCE-R2.md|docs/research/CP021B-QUESTION-AND-DISCOVERY-PROTOCOL.md|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-013-JYU5KEI4-BAT1JYU4-ORDERED-PREFERENCE-COLLISION-AUDIT-R1.tsv|docs/research/survey-derived/HKCanCor/HKCANCOR-SV-RQ-008-010-RESEARCH-NOTE-R1.md|docs/research/survey-derived/HKCanCor/HKCANCOR-SV-RQ-008-010-REVIEWED-RESULTS-R1.json|grammar/research_pending/NominalPredicateClause.md|grammar/research_pending/ScalarValueQuestion.md|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I054	54	lexical_entry					10	仔女	zai2 neoi5	children	sha256:9518cabd9007d41fa86f1a30647b698337ae03e80d97edd4169e7ead1ba3cb9a					no_project_match	new_attestation				collective_kin_term_gloss_review	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-004-20251221-I055	55	lexical_entry					11	放學	fong3 hok6	school dismissal, end of school	sha256:ecb4a380533161cc2fa62b3eeeddde7b21613c367841b2eb58d428a578a5fcfe					exact_duplicate_candidate	exact_duplicate		src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/lexicon/token-lexicon/things.js	docs/research/CP024-P0-L45-CODE-REFERENCE-INVENTORY-R1.tsv|docs/research/CP024-P0-L45-PRODUCTIVE-VO-SEED-INVENTORY-R1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
