id	item_type	source_traditional	source_jyutping	source_english_status	duplicate_status	accepted_duplicate_targets	terminal_classification	evidence_use	research_route_ids	discrepancy_status	implementation_crosswalk_targets	review_note
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I073	lexical_entry	餡	haam6	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I074	lexical_entry	花生	faa1 sang1	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I075	lexical_entry	芝麻	zi1 maa4	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I076	lexical_entry	豆沙	dau6 saa1	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I077	lexical_entry	煲	bou1	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I078	lexical_entry	左右	zo2 jau6	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I079	lexical_entry	熟	suk6	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I080	lexical_entry	浮起	fau4 hei2	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I081	lexical_entry	簡單	gaan1 daan1	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I082	lexical_entry	糖水	tong4 seoi2	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I083	lexical_entry	代表	doi6 biu2	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I084	lexical_entry	一家	jat1 gaa1	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I085	lexical_entry	團圓	tyun4 jyun4	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I086	lexical_entry	意思	ji3 si1	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I087	lexical_entry	圓	jyun4	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I088	lexical_entry	意頭	ji3 tau4	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I089	lexical_entry	夜晚	je6 maan5	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I090	lexical_entry	聚埋	zeoi6 maai4	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I091	lexical_entry	緊要	gan2 jiu3	supplied	accepted_exact_duplicate	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-DLG-004-20251221/source.json	exact_duplicate	duplicate_source_record_only	D3-R02			Accepted as a byte-level source-field duplicate of the named pedagogical corpus record; this is corpus identity only.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I092	lexical_entry	前一日	cin4 jat1 jat6	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I093	lexical_entry	下晝	haa6 zau3	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I094	lexical_entry	飲品	jam2 ban2	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I095	lexical_entry	期待	kei4 doi6	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
GLOSSIKA-YUEHK-A1-DLG-003-20251214-I096	lexical_entry	到時見	dou3 si4 gin3	supplied	no_accepted_duplicate		lexical_only_attestation	authorized_pedagogical_lexical_attestation_only	D3-R02			Retained as a lexical attestation. Repository text or runtime occurrence is not a record-level corpus duplicate or linguistic authority.
