candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	preceding_verb_form	preceding_verb_hkcancor_pos	following_form	following_hkcancor_pos	following_ud_pos	duplicate_group_inputs_json	text	previous_text	next_text	token_context_json	tokens_json	annotation_status
aa62-25568cd1afee9c4c93b8	FC-046_v2.cha	27d9b748a81260c501362591915da1946c27f25638d6769eef22991158693f0a	24	145	3	XXC	做過	做	v	威爾斯	nt	PROPN	"{""normalizedSurface"":""做過""}"	點解你做過威爾斯𠸏?	誒,其實威爾斯都-如果係做professor級嗰啲,或者SMO係好醒𡃉嗰啲.	噉嗰陣有個自殺院係嗰度吖嗎,我調過去嗰度做咗三年零七個月.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":7,""tokens"":[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""威爾斯"",""pos"":""nt"",""jyutping"":""wai1ji5si1""},{""word"":""𠸏"",""pos"":""y"",""jyutping"":""ge2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""威爾斯"",""pos"":""nt"",""jyutping"":""wai1ji5si1""},{""word"":""𠸏"",""pos"":""y"",""jyutping"":""ge2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-cd6ac96c4ed3c9598a98	FC-046_v2.cha	27d9b748a81260c501362591915da1946c27f25638d6769eef22991158693f0a	24	169	6	XXB	出過	出	v	聲	n	NOUN	"{""normalizedSurface"":""出過""}"	我冇-我冇出過聲𡃉.	唔係𡃉.	佢調你㗎喳?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":10,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""出"",""pos"":""v"",""jyutping"":""ceot1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""聲"",""pos"":""n"",""jyutping"":""seng1""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""出"",""pos"":""v"",""jyutping"":""ceot1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""聲"",""pos"":""n"",""jyutping"":""seng1""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-4fda97ab33fa7871bd81	FC-046_v2.cha	27d9b748a81260c501362591915da1946c27f25638d6769eef22991158693f0a	24	177	6	XXB	唔係過	唔係	v	咗	u	PART	"{""normalizedSurface"":""唔係過""}"	佢,誒,又唔係過咗去先,誒,佢可能會dam1長一兩個月,跟住都係監粗㧬啲人走𡃉.	過咗去先.	吓?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":13,""tokens"":[{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""過"",""pos"":""v"",""jyutping"":""gwo3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""又"",""pos"":""d"",""jyutping"":""jau6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""過"",""pos"":""v"",""jyutping"":""gwo3""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""去"",""pos"":""v"",""jyutping"":""heoi3""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""誒"",""pos"":""e"",""jyutping"":""e6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""可能"",""pos"":""vu"",""jyutping"":""ho2nang4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""dam1"",""pos"":""v"",""jyutping"":""dam1""},{""word"":""長"",""pos"":""a"",""jyutping"":""coeng4""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""兩"",""pos"":""m"",""jyutping"":""loeng5""},{""word"":""個"",""pos"":""q"",""jyutping"":""go3""},{""word"":""月"",""pos"":""n"",""jyutping"":""jyut6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""跟住"",""pos"":""c"",""jyutping"":""gan1zyu6""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""監粗"",""pos"":""d"",""jyutping"":""gaam3cou1""},{""word"":""㧬"",""pos"":""v"",""jyutping"":""ung2""},{""word"":""啲"",""pos"":""q"",""jyutping"":""di1""},{""word"":""人"",""pos"":""n"",""jyutping"":""jan4""},{""word"":""走"",""pos"":""v"",""jyutping"":""zau2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-88685fd69ff6da18f3be	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	25	179	2	XXA	飲過	飲	v	.		X	"{""normalizedSurface"":""飲過""}"	UCC飲過.	BlueMountain都係乜嘢𡃉啫嗎.	BlueMountain係好正𡃉.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":4,""tokens"":[{""word"":""UCC"",""pos"":""xnt"",""jyutping"":null},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""UCC"",""pos"":""xnt"",""jyutping"":null},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-3bb2c419b31be0b287eb	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	25	200	3	XXA	試過	試	v	一	m	NUM	"{""normalizedSurface"":""試過""}"	我係試過一次胃發炎之後先唔敢再飲啫嗎.	係咩?	嗯.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":10,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""試"",""pos"":""v"",""jyutping"":""si3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""胃"",""pos"":""n"",""jyutping"":""wai6""},{""word"":""發炎"",""pos"":""v"",""jyutping"":""faat3jim4""},{""word"":""之後"",""pos"":""f"",""jyutping"":""zi1hau6""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""試"",""pos"":""v"",""jyutping"":""si3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""胃"",""pos"":""n"",""jyutping"":""wai6""},{""word"":""發炎"",""pos"":""v"",""jyutping"":""faat3jim4""},{""word"":""之後"",""pos"":""f"",""jyutping"":""zi1hau6""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""敢"",""pos"":""v"",""jyutping"":""gam2""},{""word"":""再"",""pos"":""d"",""jyutping"":""zoi3""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""啫"",""pos"":""y"",""jyutping"":""ze1""},{""word"":""嗎"",""pos"":""y"",""jyutping"":""maa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-ab7468cc3646582264af	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	25	243	4	XXC	試過	試	v	考	v	VERB	"{""normalizedSurface"":""試過""}"	我-我試過考會考嗰陣時就一晚飲三杯齋啡.	飲咗落去舒服啲嘅.	我都試過.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":11,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""試"",""pos"":""v"",""jyutping"":""si3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""考"",""pos"":""v"",""jyutping"":""haau2""},{""word"":""會考"",""pos"":""n"",""jyutping"":""wui6haau2""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si4""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""晚"",""pos"":""q"",""jyutping"":""maan5""}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""試"",""pos"":""v"",""jyutping"":""si3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""考"",""pos"":""v"",""jyutping"":""haau2""},{""word"":""會考"",""pos"":""n"",""jyutping"":""wui6haau2""},{""word"":""嗰陣時"",""pos"":""r"",""jyutping"":""go2zan6si4""},{""word"":""就"",""pos"":""d"",""jyutping"":""zau6""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""晚"",""pos"":""q"",""jyutping"":""maan5""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""三"",""pos"":""m"",""jyutping"":""saam1""},{""word"":""杯"",""pos"":""q"",""jyutping"":""bui1""},{""word"":""齋啡"",""pos"":""n"",""jyutping"":""zaai1fe1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-302c442624a2113174b4	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	25	248	7	XXB	飲過	飲	v	一	m	NUM	"{""normalizedSurface"":""飲過""}"	點解我,我-我飲過一次呢係檸啡飲咗連續,噉一晚裏面飲咗三杯啊好似都係.	自從嗰次我就唔敢.	就係考會考呢,我讀錯書啊.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":14,""tokens"":[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""檸啡"",""pos"":""n"",""jyutping"":""ling2fe1""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""}]}"	"[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""檸啡"",""pos"":""n"",""jyutping"":""ling2fe1""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""連續"",""pos"":""a"",""jyutping"":""lin4zuk6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""一"",""pos"":""m"",""jyutping"":""jat1""},{""word"":""晚"",""pos"":""a"",""jyutping"":""maan5""},{""word"":""裏面"",""pos"":""f"",""jyutping"":""leoi5min6""},{""word"":""飲"",""pos"":""v"",""jyutping"":""jam2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""三"",""pos"":""m"",""jyutping"":""saam1""},{""word"":""杯"",""pos"":""q"",""jyutping"":""bui1""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""好似"",""pos"":""v"",""jyutping"":""hou2ci5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-a11f5e1dcc8d066ba47c	FC-048_v2.cha	4f33e6b5f6b073270b0c7c81d2a3a9c9d840632ba44b2c1513dfc253dd3ba6e4	25	367	2	XXA	冚過	冚	v	嗰	r	PRON	"{""normalizedSurface"":""冚過""}"	你冚過嗰張.	咁細張?	平時冚嗰張囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""冚"",""pos"":""v"",""jyutping"":""kam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""張"",""pos"":""q"",""jyutping"":""zoeng1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""冚"",""pos"":""v"",""jyutping"":""kam2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""嗰"",""pos"":""r"",""jyutping"":""go2""},{""word"":""張"",""pos"":""q"",""jyutping"":""zoeng1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-5c44e7d47b9b1b33a960	FC-049_v2.cha	5c9c6be3f062387a0f7ac4bff22603b2386c10e071a1a7e256731abc2b39f53f	26	54	11	XXA	睇過	睇	v	喎	y	PART	"{""normalizedSurface"":""睇過""}"	喂,頭先我冇睇,冇乜點睇過喎.	咪係囖.	講乜嘢啊?	"{""startTokenIndexZeroBased"":4,""endTokenIndexExclusive"":14,""tokens"":[{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""乜"",""pos"":""r"",""jyutping"":""mat1""},{""word"":""點"",""pos"":""r"",""jyutping"":""dim2""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""喂"",""pos"":""e"",""jyutping"":""wai3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""頭先"",""pos"":""t"",""jyutping"":""tau4sin1""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""乜"",""pos"":""r"",""jyutping"":""mat1""},{""word"":""點"",""pos"":""r"",""jyutping"":""dim2""},{""word"":""睇"",""pos"":""v"",""jyutping"":""tai2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""喎"",""pos"":""y"",""jyutping"":""wo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-83c180378bcb1ccdb9da	FC-052_v2.cha	f2678d2a43de8262a35444c40be0f5102f47032037d8a75763e98b4eae11e8a0	27	33	11	XXA	轉過	轉	v	啊	y	PART	"{""normalizedSurface"":""轉過""}"	噉其實由你最初玩到而家你有冇轉過啊或者係-?	哦.	有轉過𡃉都.	"{""startTokenIndexZeroBased"":4,""endTokenIndexExclusive"":17,""tokens"":[{""word"":""最初"",""pos"":""t"",""jyutping"":""zeoi3co1""},{""word"":""玩"",""pos"":""v"",""jyutping"":""waan2""},{""word"":""到"",""pos"":""d"",""jyutping"":""dou3""},{""word"":""而家"",""pos"":""t"",""jyutping"":""ji4gaa1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""有冇"",""pos"":""v1"",""jyutping"":""jau5mou5""},{""word"":""轉"",""pos"":""v"",""jyutping"":""zyun3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""其實"",""pos"":""d"",""jyutping"":""kei4sat6""},{""word"":""由"",""pos"":""p"",""jyutping"":""jau4""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""最初"",""pos"":""t"",""jyutping"":""zeoi3co1""},{""word"":""玩"",""pos"":""v"",""jyutping"":""waan2""},{""word"":""到"",""pos"":""d"",""jyutping"":""dou3""},{""word"":""而家"",""pos"":""t"",""jyutping"":""ji4gaa1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""有冇"",""pos"":""v1"",""jyutping"":""jau5mou5""},{""word"":""轉"",""pos"":""v"",""jyutping"":""zyun3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-0fbac5d60d4cb2dc3532	FC-052_v2.cha	f2678d2a43de8262a35444c40be0f5102f47032037d8a75763e98b4eae11e8a0	27	34	2	XXB	轉過	轉	v	𡃉	y	PART	"{""normalizedSurface"":""轉過""}"	有轉過𡃉都.	噉其實由你最初玩到而家你有冇轉過啊或者係-?	頻唔頻密吖?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""轉"",""pos"":""v"",""jyutping"":""zyun3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""轉"",""pos"":""v"",""jyutping"":""zyun3""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-dbffd171b3a96f9b3c7d	FC-053_v2.cha	61eeb21a6a84b7e227ebc0f14b3bd6221ea93939fed296e55cb78cd4c268b7bb	28	8	17	XXB	珍惜過	珍惜	v	.		X	"{""normalizedSurface"":""珍惜過""}"	傾到我已經係俾咗好多次機會佢,佢都根本冇珍惜過.	因為嗰個同學呢好多嘴啊,佢坐正成班嘅中間,噉呢成日周圍同左右啊,前後啊啲人呢傾暈晒𡃉嘞.	噉所以呢我先至用個口罩誒,笠住佢個口.	"{""startTokenIndexZeroBased"":10,""endTokenIndexExclusive"":19,""tokens"":[{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""根本"",""pos"":""d"",""jyutping"":""gan1bun2""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""珍惜"",""pos"":""v"",""jyutping"":""zan1sik1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""傾"",""pos"":""v"",""jyutping"":""king1""},{""word"":""到"",""pos"":""d"",""jyutping"":""dou3""},{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""已經"",""pos"":""d"",""jyutping"":""ji5ging1""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""俾"",""pos"":""v"",""jyutping"":""bei2""},{""word"":""咗"",""pos"":""u"",""jyutping"":""zo2""},{""word"":""好多"",""pos"":""m"",""jyutping"":""hou2do1""},{""word"":""次"",""pos"":""q"",""jyutping"":""ci3""},{""word"":""機會"",""pos"":""n"",""jyutping"":""gei1wui6""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""根本"",""pos"":""d"",""jyutping"":""gan1bun2""},{""word"":""冇"",""pos"":""v1"",""jyutping"":""mou5""},{""word"":""珍惜"",""pos"":""v"",""jyutping"":""zan1sik1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-278b9c11b8278cff7267	FC-055_v2.cha	9240a3126c82dce64b5d2ddb7b81d4240c371bc4a991e440297dfedc78a7a3f6	29	116	3	XXF	聽過	聽	v	啊	y	PART	"{""normalizedSurface"":""聽過""}"	越秀都聽過啊.	噉跟住又講下,誒,越秀投資嘞.	越秀投豬.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":6,""tokens"":[{""word"":""越秀"",""pos"":""nt"",""jyutping"":""jyut6sau3""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""越秀"",""pos"":""nt"",""jyutping"":""jyut6sau3""},{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""啊"",""pos"":""y"",""jyutping"":""aa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa62-46a6022eccb836674304	FC-055_v2.cha	9240a3126c82dce64b5d2ddb7b81d4240c371bc4a991e440297dfedc78a7a3f6	29	126	2	XXM	聽過	聽	v	.		X	"{""normalizedSurface"":""聽過""}"	未聽過.	嘿,哩啲唔識𡃉我都.	我公司啲人實炒.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":4,""tokens"":[{""word"":""未"",""pos"":""d"",""jyutping"":""mei6""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""未"",""pos"":""d"",""jyutping"":""mei6""},{""word"":""聽"",""pos"":""v"",""jyutping"":""teng1""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
