id	ordinal	item_type	section	subsection	source_display	source_jyutping	source_english	later_research	top_owner_candidates
GLOSSIKA-YUEHK-A1-W15-20260628-I044	44	lexical_entry	vocabulary_and_situations	numbers	七十萬	cat1 sap6 maan6	700 thousand	lexical_ingress | disposition=compositional_numeral_no_opaque_entry | recommendation=retain_compositional_analysis_do_not_add_opaque_whole_form || followup_non_candidate | disposition=retain_compositional_numeral_analysis | cluster=large_numerals | reason=Nine forms are compositionally uncovered; 一百萬 is already represented. No opaque bulk ingress is warranted.	research_ledger:data/research-ledgers/glossika-week15-lexical-ingress.json || research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I045	45	lexical_entry	vocabulary_and_situations	numbers	八十萬	baat3 sap6 maan6	800 thousand	lexical_ingress | disposition=compositional_numeral_no_opaque_entry | recommendation=retain_compositional_analysis_do_not_add_opaque_whole_form || followup_non_candidate | disposition=retain_compositional_numeral_analysis | cluster=large_numerals | reason=Nine forms are compositionally uncovered; 一百萬 is already represented. No opaque bulk ingress is warranted.	research_ledger:data/research-ledgers/glossika-week15-lexical-ingress.json || research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I046	46	lexical_entry	vocabulary_and_situations	numbers	九十萬	gau2 sap6 maan6	900 thousand	lexical_ingress | disposition=compositional_numeral_no_opaque_entry | recommendation=retain_compositional_analysis_do_not_add_opaque_whole_form || followup_non_candidate | disposition=retain_compositional_numeral_analysis | cluster=large_numerals | reason=Nine forms are compositionally uncovered; 一百萬 is already represented. No opaque bulk ingress is warranted.	research_ledger:data/research-ledgers/glossika-week15-claim-source.json || research_ledger:data/research-ledgers/glossika-week15-lexical-ingress.json || research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I047	47	lexical_entry	vocabulary_and_situations	numbers	一百萬	jat1 baak3 maan6	1 million	lexical_ingress | disposition=already_covered_exact | recommendation=no_duplicate_ingress | runtime=src/runtime-resources/lexicon/token-lexicon,src/runtime-resources/lexicon/compositional-lexical-phrases.js || followup_non_candidate | disposition=retain_compositional_numeral_analysis | cluster=large_numerals | reason=Nine forms are compositionally uncovered; 一百萬 is already represented. No opaque bulk ingress is warranted.	runtime_lexicon:src/runtime-resources/lexicon/compositional-lexical-phrases.js || runtime_lexicon:src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js || executable_test_or_fixture:tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js || pedagogical_corpus:data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/items.tsv || pedagogical_corpus:data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/review.json || pedagogical_corpus:data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/source.json || research_ledger:data/research-ledgers/glossika-week15-claim-source.json || research_ledger:data/research-ledgers/glossika-week15-followup-candidates.json
GLOSSIKA-YUEHK-A1-W15-20260628-I048	48	sentence	vocabulary_and_situations	situation_patterns	請問去地鐵站點行？	cing2 man6 heoi3 dei6 tit3 zaam6 dim2 haang4?	Excuse me, how do I get to the MTR station?	followup_candidate | candidate_id=W15-F02 | cluster=destination_question | priority=high	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I049	49	sentence	vocabulary_and_situations	situation_patterns	直行，然後轉左。	zik6 haang4, jin4 hau6 zyun3 zo2.	Go straight, then turn left.	followup_candidate | candidate_id=W15-F03 | cluster=imperative_route_chain | priority=medium	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I050	50	sentence	vocabulary_and_situations	situation_patterns	超市喺邊度？	ciu1 si5 hai2 bin1 dou6?	Where is the supermarket?		executable_test_or_fixture:tests/tooling/runtime/aa82-matrix-parent-force.test.js || canonical_or_research_data:data/corpus-reviews/AA82-ATTESTED-BOUNDARY-PACKET-R1.json || research_report:docs/research/AA82-ATTESTED-BOUNDARY-PACKET-R1.md || research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I051	51	sentence	vocabulary_and_situations	situation_patterns	就喺前面，行兩分鐘就到。	zau6 hai2 cin4 min6, haang4 loeng5 fan1 zung1 zau6 dou3.	It's right ahead, two minutes' walk.	followup_candidate | candidate_id=W15-F01 | cluster=spatial_categories | priority=high || followup_candidate | candidate_id=W15-F04 | cluster=arrival_result_dou3 | priority=high	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I052	52	dialog_turn	vocabulary_and_situations	mini_dialog	唔該，請問附近有冇郵局？	m4 goi1, cing2 man6 fu6 gan6 jau5 mou5 jau4 guk2?	Excuse me, is there a post office nearby?	followup_candidate | candidate_id=W15-F08 | cluster=question_strategy_boundaries | priority=high	
GLOSSIKA-YUEHK-A1-W15-20260628-I053	53	dialog_turn	vocabulary_and_situations	mini_dialog	有，喺超市隔籬。	jau5, hai2 ciu1 si5 gaak3 lei4.	Yes, it's next to the supermarket.		
GLOSSIKA-YUEHK-A1-W15-20260628-I054	54	dialog_turn	vocabulary_and_situations	mini_dialog	點行呀？	dim2 haang4 aa3?	How do I get there?	followup_candidate | candidate_id=W15-F07 | cluster=aa_tone_identity | priority=high	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I055	55	dialog_turn	vocabulary_and_situations	mini_dialog	直行，過咗紅綠燈就喺右手邊。	zik6 haang4, gwo3 zo2 hung4 luk6 dang1 zau6 hai2 jau6 sau2 bin1.	Go straight, past the traffic light, it's on the right.	followup_candidate | candidate_id=W15-F01 | cluster=spatial_categories | priority=high || followup_candidate | candidate_id=W15-F03 | cluster=imperative_route_chain | priority=medium || followup_candidate | candidate_id=W15-F05 | cluster=landmark_sequence | priority=medium	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I056	56	sentence	grammar_patterns	yes_no_questions	你食飯咩？	nei5 sik6 faan6 me1?	Do you eat rice?	followup_candidate | candidate_id=W15-F06 | cluster=me1_question_force | priority=high	executable_test_or_fixture:tests/constructions/ClauseSpan.json || executable_test_or_fixture:tests/constructions/PolarQuestionFrame.json || executable_test_or_fixture:tests/constructions/ProductiveVO.json || research_report:docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json || research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md || research_report:docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv || research_report:docs/research/PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv
GLOSSIKA-YUEHK-A1-W15-20260628-I057	57	sentence	grammar_patterns	yes_no_questions	佢係唔係老師？	keoi5 hai6 m4 hai6 lou5 si1?	Is he/she a teacher?	followup_candidate | candidate_id=W15-F08 | cluster=question_strategy_boundaries | priority=high	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I058	58	sentence	grammar_patterns	wh_questions	你叫咩名？	nei5 giu3 me1 meng2?	What is your name?	followup_candidate | candidate_id=W15-F08 | cluster=question_strategy_boundaries | priority=high	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md
GLOSSIKA-YUEHK-A1-W15-20260628-I059	59	sentence	grammar_patterns	wh_questions	邊個嚟？	bin1 go3 lai4?	Who is coming?	followup_candidate | candidate_id=W15-F08 | cluster=question_strategy_boundaries | priority=high	research_report:docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md || research_report:docs/research/reopened-retired-labels/IdentityWhQuestion.md
GLOSSIKA-YUEHK-A1-W15-20260628-I060	60	phonics_pair	phonics_drill	e_vs_i	— / —	se1 / sei3	— / —	followup_candidate | candidate_id=W15-F10 | cluster=phonics_e_i | priority=high	
GLOSSIKA-YUEHK-A1-W15-20260628-I061	61	phonics_pair	phonics_drill	e_vs_i	— / —	ze3 / zi6	— / —	followup_candidate | candidate_id=W15-F10 | cluster=phonics_e_i | priority=high	
GLOSSIKA-YUEHK-A1-W15-20260628-I062	62	phonics_pair	phonics_drill	e_vs_i	— / —	leng3 / ling6	— / —	followup_candidate | candidate_id=W15-F10 | cluster=phonics_e_i | priority=high	
GLOSSIKA-YUEHK-A1-W15-20260628-I063	63	phonics_pair	phonics_drill	e_vs_i	— / —	tek3 / dik1	— / —	followup_candidate | candidate_id=W15-F10 | cluster=phonics_e_i | priority=high	
GLOSSIKA-YUEHK-A1-W15-20260628-I064	64	phonics_pair	phonics_drill	e_vs_i	— / —	sek3 / sik1	— / —	followup_candidate | candidate_id=W15-F10 | cluster=phonics_e_i | priority=high	
GLOSSIKA-YUEHK-A1-W15-20260628-I065	65	phonics_pair	phonics_drill	e_vs_i	— / —	— / ping4	— / —	followup_candidate | candidate_id=W15-F10 | cluster=phonics_e_i | priority=high	
