rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
1458	與	jyu5	(same as 歟|欤, final particle expression doubt or surprise, similar to 吗 or 呢)/and/to give/together with/take part in	1	1	"{""c"": 1}"	"{""CCONJ"": 1}"	"{""jyu5"": 1}"
1459	劍	gim3	(double-edged) sword	0	0	{}	{}	{}
1460	層	cang4	layer/stratum/laminated/floor (of a building)/storey/classifier for layers/repeated/sheaf (math.)	3	1	"{""q"": 3}"	"{""NOUN"": 3}"	"{""cang4"": 3}"
1461	數	sou3|sou2	frequently/repeatedly/number/figure/several/to count/to enumerate/to criticize (i.e. enumerate shortcomings)	17	2	"{""n"": 10,""v"": 7}"	"{""NOUN"": 10,""VERB"": 7}"	"{""sou2"": 7,""sou3"": 10}"
1462	樓	lau4	house with more than 1 story/storied building/floor/CL:層[chàhng],座[joh],棟[duhng]	2	1	"{""q"": 2}"	"{""NOUN"": 2}"	"{""lau2"": 2}"
1463	膠袋	*gaau1doi6|doi2	NO DEF	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""gaau1doi2"": 1}"
1464	諗法	*nam2faat3	NO DEF	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""nam2faat3"": 10}"
1465	質素	zat1sou3	(high) quality	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""zat1sou3"": 9}"
1466	選	syun2	to choose/to pick/to select/to elect	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""syun2"": 1}"
1467	錄	luk6	diary/record/to hit/to copy/surname Lu	18	2	"{""Vg"": 1,""v"": 17}"	"{""VERB"": 18}"	"{""luk6"": 18}"
1468	講番	*gong2faan1	NO DEF	0	0	{}	{}	{}
1469	點會	*dim2wui5|wui6|wui2	NO DEF	0	0	{}	{}	{}
1470	醫療	ji1liu4	medical treatment	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""ji1liu4"": 1}"
1471	贊成	zaan3sing4	approve/endorse	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""zaan3sing4"": 6}"
1472	曬	saai3	to dry in the sunshine/to sunbathe/to share web files (loan from English share)	7	1	"{""v"": 7}"	"{""VERB"": 7}"	"{""saai3"": 7}"
1473	一本	*jat1bun2	NO DEF	0	0	{}	{}	{}
1474	一座	*jat1zo6	NO DEF	0	0	{}	{}	{}
1475	下角	*haa6gok3	NO DEF	0	0	{}	{}	{}
1476	大隻	*daai6zek3	NO DEF	7	1	"{""a"": 7}"	"{""ADJ"": 7}"	"{""daai6zek3"": 7}"
1477	女皇	neoi5wong4	empress	10	1	"{""nz"": 10}"	"{""PROPN"": 10}"	"{""neoi5wong4"": 10}"
1478	五點	*ng5dim2	NO DEF	7	1	"{""t"": 7}"	"{""ADV"": 7}"	"{""ng5dim2"": 7}"
1479	引起	jan5hei2	to give rise to/to lead to/to cause/to arouse	0	0	{}	{}	{}
1480	心理	sam1lei5	mental/psychological	7	1	"{""n"": 7}"	"{""NOUN"": 7}"	"{""sam1lei5"": 7}"
1481	文化	man4faa3	culture/civilization/cultural	10	1	"{""n"": 10}"	"{""NOUN"": 10}"	"{""man4faa3"": 10}"
1482	毛	mou4	hair/feather/down/wool/mildew/used in constructions in which a statement is rejected or ridiculed/classifier for Chinese fractional monetary unit ( = 角[gok] , = 1/10 yuan or 10 fen 分[fān])/a surname	13	1	"{""n"": 13}"	"{""NOUN"": 13}"	"{""mou4"": 13}"
1483	右畫	*jau6waak6|waa2	NO DEF	0	0	{}	{}	{}
1484	再畫	*zoi3waak6|waa2	NO DEF	0	0	{}	{}	{}
1485	各	gok3	each/every	12	1	"{""r"": 12}"	"{""PRON"": 12}"	"{""gok3"": 12}"
1486	回應	wui4jing3	response/respond	0	0	{}	{}	{}
1487	好貴	*hou2|hou3gwai3	NO DEF	0	0	{}	{}	{}
1488	有關	jau5gwaan1	to have sth to do with/to relate to/related to/to concern/concerning	7	1	"{""v"": 7}"	"{""VERB"": 7}"	"{""jau5gwaan1"": 7}"
1489	行業	hong4jip6	industry/business	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""hong4jip6"": 6}"
1490	初初	*co1co1	NO DEF	1	1	"{""f"": 1}"	"{""ADV"": 1}"	"{""co1co1"": 1}"
1491	困難	kwan3naan4	(financial etc) difficulty/problem/issue	4	2	"{""a"": 3,""an"": 1}"	"{""ADJ"": 3,""NOUN"": 1}"	"{""kwan3naan4"": 4}"
1492	每個	mui5go3	each	4	1	"{""r"": 4}"	"{""PRON"": 4}"	"{""mui5go3"": 4}"
1493	沙	saa1	granule/hoarse/raspy/sand/powder/CL:粒[lāp]	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""saa1"": 1}"
1494	角度	gok3dou6	angle/point of view	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""gok3dou6"": 4}"
1495	事實上	si6sat6soeng6	in fact/in reality/actually/as a matter of fact/de facto/ipso facto	1	1	"{""d"": 1}"	"{""ADV"": 1}"	"{""si6sat6soeng6"": 1}"
1496	佬	lou2	male/man (Cantonese)	2	1	"{""n"": 2}"	"{""NOUN"": 2}"	"{""lou2"": 2}"
1497	或	waak6	maybe/perhaps/might/possibly/or	1	1	"{""c"": 1}"	"{""CCONJ"": 1}"	"{""waak6"": 1}"
1498	拍拖	paak3to1	to have a romantic relationship with someone/2. to go out with someone, to go on a date, to date	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""paak3to1"": 1}"
1499	果	gwo2	fruit/result	0	0	{}	{}	{}
1500	沾污	*zim1wu1	NO DEF	0	0	{}	{}	{}
