candidate_id	query_scope	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	recording_date	participant	text	matches_json	previous_text	next_text	annotation_status
HKC-12-00210	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	210		XXY	俾多一百蚊,二百分鐘呀?	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	或者四百九十蚊,俾多一百蚊,就二百分鐘.	係啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00223	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	223		XXX	跟住如果連咗call機台費呢,佢就送埋飛線服務俾你.	"[{""token_index_zero_based"":14,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	台費.	即係所有嘢都係五百五呀?	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00231	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	231		XXX	我都諗住轉,不過而家俾One2Free簽死咗,而家.	"[{""token_index_zero_based"":8,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	抵啊,有電話.	你諗住轉?	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00262	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	262		XXX	你唔鍾意,我俾哩部你吖.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	幾方便吖.	乜嘢啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00291	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	291		XXY	使唔使講返俾你聽啊真係.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	今日都唔知聽得幾清楚啊真係.	唔好啊,唔好.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00303	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	303		XXY	符符碌碌噉俾你哋贏咗吖嗎.	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	分分鐘代表公司出賽,第時攞埋冠軍.	乜嘢符符碌碌啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00390	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	390		XXY	陣間俾人笑𠺢嗎會.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	咁鬼少.	嘩而家佢哋啊-你知唔知啊,阿Lily又做教書啊,阿木又做教書啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00478	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	478		XXY	噉阿艾爾頓留咗個電話俾我.	"[{""token_index_zero_based"":6,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	突然間收到個call.	噉我諗住搭𡁵車返屋企,冇理由都落車覆電話咁邪𠿪.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00495	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	495		XXX	俾人感覺到你周圍都係冇嘢做.	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	你都係衰𡃉嚹你.	我啊,而家連續啊,成個禮拜啊,六點幾返到屋企嚹收工之後.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00497	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	497		XXX	你又話介紹雪碧俾佢識𠸏?	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	我啊,而家連續啊,成個禮拜啊,六點幾返到屋企嚹收工之後.	快啲介紹俾佢識喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00498	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	498		XXX	快啲介紹俾佢識喇.	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	你又話介紹雪碧俾佢識𠸏?	乜嘢啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00500	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	500		XXY	介紹乜嘢俾我識啊?	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	乜嘢啊?	雪碧唔係我同學來𡃉喎.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00502	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	502		XXX	即係你哋話介紹俾佢識𠺢嗎.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	雪碧唔係我同學來𡃉喎.	你快啲介紹俾佢識喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00503	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	503		XXX	你快啲介紹俾佢識喇.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	即係你哋話介紹俾佢識𠺢嗎.	噉雪碧究竟係邊個同學來𡃉?	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00513	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	513		XXX	你唔介紹俾佢識,你都起碼俾我見見先喇.	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":10,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係喇.	我唔識𡃉喎.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00649	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	649		XXX	你都係叫黃少嫺介紹吓阿雪碧俾你識吖.	"[{""token_index_zero_based"":9,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	唔好嚹.	都幾犀利啊真係.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00701	exact_token	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	701		XXX	最多你俾機票𡃉啫嗎.	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	你哋夠膽?	最多我請你食住嘞.	UNSCREENED_LEXICAL_CANDIDATE
HKC-12-00708	substring_expansion	FC-025_v.cha	de4c852f32310e64c446e91363e0db7332531bc8026287ddd750d7a6388f7131	12	708		XXX	使乜俾錢𡃉唧?	"[{""token_index_zero_based"":2,""word"":""俾錢"",""pos"":""v"",""jyutping"":""bei2cin2"",""query_type"":""substring_expansion""}]"	係喇.	過咗廿八號去囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-13-00234	exact_token	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	13	234	1997-07-28	XXJ	噉你哩份工又俾你請𠸏,今次去印尼?	"[{""token_index_zero_based"":6,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係啊.	我-我之前同我老闆講定吖嗎.	UNSCREENED_LEXICAL_CANDIDATE
HKC-13-00445	exact_token	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	13	445	1997-07-28	XXA	因為佢嗰啲呢誒scholarship呢都係俾嗰啲繼續讀嗰啲人𠸏.	"[{""token_index_zero_based"":9,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	冇得攞?	啊,係咩?	UNSCREENED_LEXICAL_CANDIDATE
HKC-13-00447	exact_token	FC-026_v2.cha	95fb9865802b2cfa9e0b5a593cff800e4a5559f62a4e713ce352f518c0c93e3c	13	447	1997-07-28	XXA	係啊,如果你唔繼續讀呢佢好似唔可以就噉俾筆錢你獎勵你𡃉喎.	"[{""token_index_zero_based"":14,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	啊,係咩?	係𡃉咩?	UNSCREENED_LEXICAL_CANDIDATE
HKC-14-00481	exact_token	FC-027_v2.cha	9021e0359557933ce4bd11e41871d555174f7fccc84bc0c4fb5ad7542f1a2dd1	14	481	1997-07-29	XXA	佢俾咗好多啲sample我哋睇啊.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	唔係啊.	即係唔同出邊嗰啲囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00039	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	39	1997-07-26	XXA	我有冇講過俾你聽啊?	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	哦,喂你知唔知阿Jenny呢原來除咗ALO之外呢,EO都有offer.	冇呃.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00042	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	42	1997-07-26	XXA	嗰日阿-阿Lily講俾我聽𡃉.	"[{""token_index_zero_based"":7,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	冇呀?	但係佢做唔做啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00087	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	87	1997-07-26	XXB	周圍俾人囖.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	攞咁多做乜嘢啊?	喺邊度搞唧?	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00093	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	93	1997-07-26	XXA	哦!你方便嘅咪俾兩張我囖到時.	"[{""token_index_zero_based"":6,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	露天個人造足-唔係,草地足球場.	好,好,好,好.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00233	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	233	1997-07-26	XXA	阿木佢揾到工,不過呢就俾人哋壓價囖聽聞.	"[{""token_index_zero_based"":9,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	揾到工未啊?	揾到乜嘢啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00236	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	236	1997-07-26	XXA	噉樣佢同阿Lily一齊去in嘅,跟住後尾-不過Lily講俾我聽𡃉咋.	"[{""token_index_zero_based"":16,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	佢嗰陣時去in間中學,好似私校嘅.	佢話-即係阿Lily又係唔知聽-可能聽阿Jenny講噉樣喇,跟住就話阿木做,聖瑪嘉烈就請佢做GM,GM即係graduatemaster,即係教高年班嗰啲.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00345	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	345	1997-07-26	XXB	讓出個位置俾人喇應該.	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	好老咩?	有邊個可以吖?	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00348	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	348	1997-07-26	XXB	梗係恩斯喇,不過俾利物浦買咗.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	舒靈咸?	好啊!恩斯吖,佢好人啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00431	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	431	1997-07-26	XXA	你都冇講過俾我聽.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	我都唔知.	好明顯係德國喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00461	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	461	1997-07-26	XXB	係唔係俾人話佢乜嘢喎.	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	廿歲啊.	乜嘢啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00495	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	495	1997-07-26	XXA	但係我覺得佢會輸俾德國隊囖.	"[{""token_index_zero_based"":6,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	誒,除咗巴西我都諗唔到邊隊腳法好,冇乜邊-冇乜邊個腳法好啊基本上.	唔會,唔會.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00508	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	508	1997-07-26	XXB	奇連士文三𠻺歲等陣間又俾人話.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	奇連士文囖.	得喇,得,得.	UNSCREENED_LEXICAL_CANDIDATE
HKC-15-00510	exact_token	FC-028_v2.cha	1c64c3e02fa481dcad61f4e9c85b8efe724799e910fc96fc24504bf15be32d2a	15	510	1997-07-26	XXB	俾人話乜嘢啊?	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	得喇,得,得.	你老爺好遲啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00032	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	32	1997-07-28	XXS	係喇,真係,嗰條粉腸又唔俾人試車,不知所謂啊,所以出邊買車真係唔好囖,我覺得.	"[{""token_index_zero_based"":10,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	咦,你講過喇,嗰架係你喺雜誌度睇𠺢嗎.	哦.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00061	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	61	1997-07-28	XXS	唔係啊,冇乜所謂啊,主要係俾我𡃉啫.	"[{""token_index_zero_based"":10,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	哦,唔鍾意.	"""好""鮓啊."	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00091	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	91	1997-07-28	XXA	邊個俾啊?	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	好慘啊.	大佬,出來做咗幾多年嘢啊,真係.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00094	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	94	1997-07-28	XXA	諗住邊個俾啊,架車?	"[{""token_index_zero_based"":3,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	四十五年.	一人一半囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00098	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	98	1997-07-28	XXA	即係一人一半之後都-都重有好多錢要俾𡃉喎.	"[{""token_index_zero_based"":13,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係啊.	一人一半之後?	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00113	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	113	1997-07-28	XXA	揸嗰個梗係知喇,要俾𡃉喎.	"[{""token_index_zero_based"":7,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	揸嗰個就知𡃉嘞.	睇下先,三千幾蚊一年牌費,跟住燕梳睇下你買乜嘢咋喎.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00135	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	135	1997-07-28	XXA	都係要歸還返俾阿張𡃉嚹.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	第時有乜嘢事架車都唔係你𠸏.	係啊.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00182	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	182	1997-07-28	XXS	起碼俾我揸熟咗先喇.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	但係我諗暫時唔會,即係唔會一開學𠻺揸嗰隻𡃉.	噉你攞車咪好麻煩,返屋企呢又泊返架車喺沙田嗰度,跟住又搭火車返馬會.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00215	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	215	1997-07-28	XXA	即係真係俾晒佢咁滯啊真係.	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	係啊.	我諗如果我肯定唔會買新車,噉即係一筆過俾晒,跟住每個月就係俾停車場同埋油囖.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00216	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	216	1997-07-28	XXS	我諗如果我肯定唔會買新車,噉即係一筆過俾晒,跟住每個月就係俾停車場同埋油囖.	"[{""token_index_zero_based"":14,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""},{""token_index_zero_based"":23,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	即係真係俾晒佢咁滯啊真係.	你自己俾呀?	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00217	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	217	1997-07-28	XXA	你自己俾呀?	"[{""token_index_zero_based"":2,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	我諗如果我肯定唔會買新車,噉即係一筆過俾晒,跟住每個月就係俾停車場同埋油囖.	梗係唔係喇,都係share𡃉咋.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00234	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	234	1997-07-28	XXS	唔知,佢係一笪地方,跟住係專登俾人泊車,但係唔使錢𡃉囖.	"[{""token_index_zero_based"":12,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	點解𠸏?	係呀?	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00294	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	294	1997-07-28	XXS	真係,又要俾錢屋企.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	我都知難揾食.	哦,我夠要喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00337	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	337	1997-07-28	XXS	當俾停車場囖.	"[{""token_index_zero_based"":1,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	我又供車𡃉.	俾返政府𡃉不過.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00338	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	338	1997-07-28	XXA	俾返政府𡃉不過.	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	當俾停車場囖.	唉,應該喇,真係吖,使𠻺-使鑊甘嘅.	UNSCREENED_LEXICAL_CANDIDATE
HKC-16-00450	exact_token	FC-029_v.cha	f2a94065a152941f5cea9ec552fd343fb65c0c8532dda4c7b5b914b449d06f86	16	450	1997-07-28	XXS	即刻-好香囖,但係唔好俾個香字來引誘到我啊,要慳錢至上啊.	"[{""token_index_zero_based"":9,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	即刻唔好嚹,係唔係啊?	你同你啲同事好唔好啊啲關係?	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00040	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	40		XXA	點會養缸魚俾你哋啲員工睇吖?	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	香港啲人咁市儈.	嘿,我舊陣時養,細路哥養魚嗰陣時呀,我去買魚啊,你知唔知啲魚舖俾啲乜嘢幫你裝住條魚拎返屋企𡃉?	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00041	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	41		XXB	嘿,我舊陣時養,細路哥養魚嗰陣時呀,我去買魚啊,你知唔知啲魚舖俾啲乜嘢幫你裝住條魚拎返屋企𡃉?	"[{""token_index_zero_based"":24,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	點會養缸魚俾你哋啲員工睇吖?	俾乜嘢啊?	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00042	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	42		XXA	俾乜嘢啊?	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	嘿,我舊陣時養,細路哥養魚嗰陣時呀,我去買魚啊,你知唔知啲魚舖俾啲乜嘢幫你裝住條魚拎返屋企𡃉?	吓?	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00044	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	44		XXA	俾乜嘢啊?	"[{""token_index_zero_based"":0,""word"":""俾"",""pos"":""v"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	吓?	而家呢就攞個膠袋袋住佢,打啲氧氣俾你吖,你拎返屋企喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00045	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	45		XXB	而家呢就攞個膠袋袋住佢,打啲氧氣俾你吖,你拎返屋企喇.	"[{""token_index_zero_based"":13,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	俾乜嘢啊?	舊陣時呀.	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00051	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	51		XXB	嗰啲魚舖攞嗰啲罐頭嘜來裝魚俾你𡃉.	"[{""token_index_zero_based"":9,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	六幾年啊真係.	罐頭嘜?	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00091	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	91		XXB	我幫你整好俾你睇嚹.	"[{""token_index_zero_based"":5,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	ei3,噉咪好囖你而家.	噉你重想點樣?	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00123	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	123		XXB	你拎去賣俾人噉樣,你要有窿路先至得𠿪.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	"我""都""唔係,我又唔識得人."	好多人好麻煩𡃉.	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00125	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	125		XXB	我都送晒俾人嚹.	"[{""token_index_zero_based"":4,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	好多人好麻煩𡃉.	算喇.	UNSCREENED_LEXICAL_CANDIDATE
HKC-17-00234	exact_token	FC-033_v2.cha	4a54d83cb2e8b32b1979c53bdf11706516fb3e1b8c6caa4bc72662a1e5fbf4e5	17	234		XXB	人哋話,如果你唔鍾意就俾你都嫌麻煩喇.	"[{""token_index_zero_based"":8,""word"":""俾"",""pos"":""p"",""jyutping"":""bei2"",""query_type"":""exact_token""}]"	其實唔係需要成日換水𠸏養魚.	噉養魚有一度好,又唔使點理.	UNSCREENED_LEXICAL_CANDIDATE
