runtime_label	lane	claim_layer	current_status	origin_status	legacy_source_link_status	legacy_pattern_edge_count	claim_source_row_count	mapped_external_source_count	mapped_external_source_ids	mapping_batch	cumulative_mapping	mapping_status	mapping_disposition	research_priority	next_action
DegreeModifiedLexicalStative	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-LAM-LAU-LEE-2024-SEGMENTATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	GENERAL_COMPONENTS_LINKED_EXACT_COMBINATION_GAP	LEXICAL_UNIT_SUPPORTED_EXACT_COMBINATION_GAP	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep quarantined or lexically enumerated until exact corpus examples establish degree + lexicalized property combinations such as 好好食 and their context conditions.
DegreeStativePredicate	LANE-10	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LAM-LAU-LEE-2024-SEGMENTATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	COMPLETE_WITH_MODIFIER_INVENTORY_AND_STACKING_GAPS	SOURCE_LINKED_NARROWING_REQUIRED	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain overt degree tokens; research 太, 有啲, degree stacking, and discourse-sensitive bare predicates separately before productive licensing.
DelimitedVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	3	SRC-CUHK-CANTONESE-EXPRESS-DAILY09,SRC-SIO-BOND-2025,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R21	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R21.tsv	COMPLETE_WITH_FORM_SEMANTIC_AND_CONTEXT_SPLIT_BOUNDARIES	SOURCE_LINKED_DELIMITATIVE_FORM_WITH_ACTIVITY_SELECTION_AND_ANALYSIS_REALIGNMENT_REQUIRED	R21_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R21 source map to split overt form, event class, 返 polysemy, prior-state licensing, and argument composition before any implementation.
DemonstrativeClassifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	4	SRC-BOND-SIO-2024-CLASSIFIERS,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_SPLIT_AND_VARIATION	SOURCE_LINKED_SPLIT_REQUIRED	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep overt-head D-(X)-C-N and headless D-C-Ø distinct; record variation over overt one and prohibit hidden numeral insertion.
DemonstrativeHeadNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	3	2	SRC-BOND-SIO-2024-CLASSIFIERS,SRC-LAM-LAU-LEE-2024-SEGMENTATION	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_RETIRE_MISANALYSIS	LANGUAGE_CLAIM_RETIRE_TEMPLATE_MISANALYSIS	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retire the current template/example mismatch; route 呢個蘋果-type forms through demonstrative+classifier+noun analysis.
DemonstrativeQuantifiedClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-BOND-SIO-2024-CLASSIFIERS,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_DORMANT_NARROW_OR_MERGE	SOURCE_LINKED_DORMANT_NARROW_OR_MERGE	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep dormant and narrow to overt D+Num+CL+N only if a separate node remains useful after design review.
DesiderativeVP	LANE-08	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R14.tsv	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS	SOURCE_LINKED_SPLIT_AND_LEXICAL_SEMANTIC_NARROWING_REQUIRED	R14_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Separate 想 and 要 readings, NP versus VP complementation, and desire versus necessity polarity; quarantine the generic degree/cooccurrence fallback.
DiMarkedNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	1	SRC-WINTERSTEIN-ETAL-2023-NOMINAL-EXPRESSIONS	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_PLURAL_CLASSIFIER_RELABEL_BOUNDARY	SOURCE_LINKED_NARROWING_AND_RELABEL_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Relabel theory-neutrally as an overt di1-marked nominal expression; preserve plural interpretation while keeping gloss and clause role context-dependent.
DirectedMannerMotionVP	LANE-09	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-LEUNG-2014-COVERBS,SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	NARROWING_SPLIT_REQUIRED	SOURCE_LINKED_NARROWING_REQUIRED	P0_NARROW_AND_SPLIT	Keep postverbal manner-direction profiles separate from preverbal 向 phrases and caused-motion participant mappings.
DirectionalCausedMotionVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-LAI-PANG-2023,SRC-YIU-2005-DIRECTIONAL-VERBS	CP021B-R33	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R33.tsv	CAUSED_MOTION_FAMILY_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE	SOURCE_LINKED_CAUSED_MOTION_DIRECTIONAL_COMPOUND_FAMILY_BUT_DORMANT_LABEL_HAS_NO_RUNTIME_TEMPLATE_MERGE_OR_RETIRE	R33_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge or retire the dormant label; represent sourced causative directional compounds only through independently typed caused-motion/result and directional relations, preserving the causative-versus-directional boundary.
DirectionalMotionVP	LANE-09	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	PARTIAL_SPLIT_REQUIRED	SOURCE_LINKED_SPLIT_REQUIRED	P0_SPLIT_BEFORE_ANY_PROMOTION	Use the R4 matrix to split independent path predicates, manner-directional sequences, postverbal directionals, and caused-motion subspans before any implementation design.
DiscourseParticleFrame	LANE-03	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	RENAME_INTERNAL_PARTICLE_SCOPE_WRAPPER_SUBTYPE_SEMANTICS_INHERIT_SOURCE_MAP	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Retain only as an internal particle-scope wrapper; rename away from a standalone construction claim and require each particle/cluster subtype to inherit mapped evidence.
DisposalChangeIntoResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	COMPONENTS_SOURCE_LINKED_TRANSPARENT_MODAL_DISPOSAL_CHANGE_COMPOSITION_WRAPPER_MERGE_OR_RETIRE	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge/retire as modal/disposal/object/change composition; directly source the combined template before preserving a dedicated frame.
DitransitiveSpeechVP	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-MATTHEWS-2006-SVC,SRC-YIP-MATTHEWS-2017-INTERMEDIATE	CP021B-R31	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R31.tsv	EXACT_LEXICAL_SEQUENCE_LINKED_CATEGORY_CROSSPRODUCT_NARROWING	SOURCE_LINKED_COMMUNICATION_EFFECT_SERIAL_SEQUENCE_WITH_LEXICAL_PAIRING_AND_DITRANSITIVE_REALIGNMENT_REQUIRED	R31_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain exact 話+recipient+知 evidence, preserve both verbs, and prohibit category-wide cross-product generation.
DurativeVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	4	SRC-FAN-2024-JAU-VP-ASPECT,SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-SIO-BOND-2025	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_SPLIT_AND_LEXICAL_SELECTION_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split continuing-state, transitive, and accompanying/subordinate V住 profiles and add lexical restrictions before implementation.
EvaluationWithDouSyun	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-LAM-2014-SURPASS-COMPARATIVE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R29	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R29.tsv	COMPONENTS_PARTLY_LINKED_EXACT_DOU1_SYUN3_PRICE_WRAPPER_SOURCE_GAP_MERGE_OR_RETIRE	COMPONENTS_PARTLY_LINKED_EXACT_DOU1_SYUN3_PRICE_WRAPPER_SOURCE_GAP_MERGE_OR_RETIRE	R29_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R29 source boundaries; any merge, split, retirement, or runtime change requires a separately authorized implementation and validation event.
ExistentialClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-FAN-2026-JAU-VP,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	COMPLETE_WITH_POSSESSION_EXISTENCE_PRESENTATION_AND_AUXILIARY_SPLITS	SOURCE_LINKED_SPLIT_REQUIRED	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split overt possessor + 有 + NP, location-domain + 有 + NP, participant-introducing 有 + NP + predicate, and 有 + VP auxiliary profiles before implementation.
ExistentialPresentationalClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	GENERAL_FAMILY_LINKED_EXACT_LOCATIVE_CODA_UNMAPPED	GENERAL_PRESENTATIONAL_FORM_LINKED_EXACT_LOCATIVE_CODA_GAP	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Research exact 有/冇 + NP + 喺-coda order and polarity using natural corpora and construction-specific analysis; do not extrapolate from general 有+NP+predicate presentation.
ExistentialQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-HARA-2023-POLAR,SRC-LIANG-MAI-2026-GRAMMAR-CODING,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	COMPLETE_WITH_POSSESSION_EXISTENCE_AVAILABILITY_EVENT_AND_ELLIPSIS_SPLITS	SOURCE_LINKED_SPLIT_REQUIRED	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Separate possessive NP, locative existential NP, availability, event/experiential VP, and discourse-elliptical 有冇; preserve suppletive marker status.
ExistentialWhQuestion	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	3	1	SRC-LIANG-MAI-2026-GRAMMAR-CODING	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	GENERAL_WH_COMPONENTS_LINKED_EXACT_YAU-ME_TEMPLATE_UNMAPPED	GENERAL_COMPONENTS_LINKED_EXACT_TEMPLATE_GAP	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Find exact 有咩(+NP) examples and analysis; replace co-occurrence fallback with source-backed order and complement boundaries only after authorization.
ExperientialClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	4	SRC-FAN-2024-JAU-VP-ASPECT,SRC-SIO-BOND-2025,SRC-ZHANG-1970-PREDICATIVE-SUFFIXES,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R24	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R24.tsv	COMPLETE_WITH_TRANSPARENT_WRAPPER_REALIGNMENT	SOURCE_LINKED_TRANSPARENT_CLAUSE_WRAPPER_MERGE_OR_REALIGN_TO_EXPERIENTIAL_VP	R24_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; apply R24 directional-aspect composition, wrapper transparency, negator-type, not-yet, and question/statement boundaries before implementation.
ExperientialMotionGoalVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_NARROWING_AND_MOTION_SUBTYPE_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to independently licensed motion predicates with overt goals; do not generalize from 去過.
ExperientialQuestion	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_FINAL_MEI_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Require an interrogative final-未 profile after overt experiential material; separate negative statements.
ExperientialVP	LANE-05	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	4	SRC-FAN-2024-JAU-VP-ASPECT,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-SIO-BOND-2025,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain overt V過 narrowly and research lexical/event compatibility rather than promoting action_verb + 過 productivity.
ExperientialYesNoQuestion	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	4	SRC-FAN-2024-JAU-VP-ASPECT,SRC-HARA-2023-POLAR,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_SUPPLETIVE_QUESTION_SPLIT_AND_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep suppletive 有冇+V過 separate from ordinary A-not-A and prevent duplicate object/topic relations.
FocusParticleFrame	LANE-03	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	RENAME_INTERNAL_RESTRICTIVE_FOCUS_SCOPE_WRAPPER_REQUIRE_OVERT_LICENSED_HOST	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Retain as internal scope/coverage structure only; require an overt licensed host and independently mapped restrictive-particle subtype.
FormulaDiscourseUnit	LANE-03	language	lexicalized_only	legacy_origin_not_proven	no_pattern_specific_external_edge	0	16	4	SRC-CHENG-2022-HAI6-RESPONSE,SRC-HUANG-HER-KONG-2025-INTERROGATIVES,SRC-LI-2006-FINAL-PARTICLES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R17	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R17.tsv	COMPLETE_WITH_LEXICAL_RESPONSE_AND_REPETITION_SPLIT_BOUNDARY	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED	R17_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split individually sourced lexical formulae, response-particle 係, repetition/acknowledgement heuristics, and transparent reaction/acceptance clauses; leave unsourced list members and repetition cross-products lexicalized or quarantined.
FragmentAnswer	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	15	5	SRC-HUANG-HER-KONG-2025-INTERROGATIVES,SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-SIO-2011-GE3,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R17	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R17.tsv	COMPLETE_WITH_CONTEXT_ELLIPSIS_LEXEME_AND_NOMINAL_SPLIT_BOUNDARY	SOURCE_LINKED_ELLIPSIS_SUBTYPE_SPLIT_AND_POSSESSIVE_REALIGNMENT_REQUIRED	R17_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Separate response particles, predicate/aspect repetition, lexeme-specific modal replies, and discourse-linked stance answers; realign possessor+嘅 with headless nominal analysis and preserve context without inserting hidden words.
FragmentQuestion	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	1	SRC-LI-2006-FINAL-PARTICLES	CP021B-R17	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R17.tsv	THEMATIC_NP_NE_LINKED_EXACT_PRONOUN_AND_BARE_FORM_GAPS	SOURCE_LINKED_THEMATIC_NE_NARROWING_WITH_BARE_FORM_GAP	R17_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain context-linked thematic topic+呢 narrowly; obtain direct full-source evidence for exact 你呢 and bare 呢 before promotion, and preserve other ne1 question/declarative analyses.
GoalAttainmentMotionVP	LANE-09	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	NARROWING_REQUIRED	SOURCE_LINKED_NARROWING_REQUIRED	P0_NARROW_BEFORE_PROMOTION	Separate main arrival 到, spatial attainment V-到-goal, nonspatial result/extent, and ability-related uses.
HeadNP	LANE-06	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	RENAME_INTERNAL_BARE_NOMINAL_SPAN_NO_ARGUMENT_OR_FRAGMENT_LICENSE	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Rename to a neutral nominal-span wrapper; do not let it independently license argument status, definiteness, ellipsis, or standalone utterance use.
IdentificationFragment	LANE-03	language	lexicalized_only	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-KWONG-2018-DEMONSTRATIVES,SRC-TANG-2015-UTTERANCE-PARTICLES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPONENTS_LINKED_EXACT_FRAGMENT_AND_PARTICLE_SLOT_GAP	COMPONENTS_LINKED_EXACT_FRAGMENT_AND_PARTICLE_SLOT_GAP	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split ordinary copular/focus 就係 from particle-bound utterance uses; require direct context for fragment status and do not make the final-particle slot freely optional.
IdentityWhQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	2	SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	GENERAL_IDENTITY_WH_SOURCE_LINKED_EXACT_BIN1GO3_LAI4_TEMPLATE_GAP_AND_COPULA_SPLIT_REQUIRED	GENERAL_IDENTITY_WH_SOURCE_LINKED_EXACT_BIN1GO3_LAI4_TEMPLATE_GAP_AND_COPULA_SPLIT_REQUIRED	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
ImpersonalEnvironmentalClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-TSUNO-2021-VOICE-TRANSITIVITY,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R22	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R22.tsv	COMPLETE_WITH_ENVIRONMENTAL_LOCATIVE_AND_ASPECT_BOUNDARIES	SOURCE_LINKED_ENVIRONMENTAL_EVENT_TRANSITION_AMBIENT_SPLIT_AND_SUBJECTLESS_STATUS_NARROWING_REQUIRED	R22_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve frozen behavior; use the R22 source map to split environmental events, lexical transitions, ambient properties, locative inversion, place properties, posture locatives, and spatial/progressive 喺度 before implementation.
IntendedFunctionRelation	LANE-01	language	provisional	legacy_source_linked_posthoc	scoped_edges_recorded	4	6	2	SRC-MATTHEWS-2006-SVC,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R33.tsv	JUNG6LEI4_FUNCTION_LINKED_INSTRUMENTAL_SVC_AND_TOPIC_SPLIT	SOURCE_LINKED_JUNG6LEI4_INSTRUMENT_FUNCTION_RELATION_WITH_INSTRUMENTAL_SVC_POLYSEMY_AND_TOPIC_CONTROL_NARROWING_REQUIRED	R33_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow 用嚟 to sourced instrumental/function serial-verb profiles; preserve overt resource/topic structure and split actual-use events, intended function, affordance, and ordinary lexical 用.
IntentionFrame	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-KEDZIOR-2023,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R31	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R31.tsv	LEXICALIZED_INTENTION_LINKED_POLYSEMY_AND_CLASS_NARROWING	SOURCE_LINKED_LEXICALIZED_NAM2ZYU6_INTENTION_WITH_CONTINUATIVE_POLYSEMY_AND_COMPLEMENT_NARROWING_REQUIRED	R31_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to lexicalized 諗住 senses and typed complements; split planning from cognition/assumption and ordinary V住.
IntransitiveVP	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	15	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS;SRC-YIP-MATTHEWS-2000-SYNTACTIC-TRANSFER;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R26	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R26.tsv	COMPLETE_WITH_SPLIT_AND_REALIGNMENT_BOUNDARIES	SOURCE_LINKED_LEXEME_VALENCY_AND_NULL_ARGUMENT_SPLIT_WITH_GENERIC_TEMPLATE_REALIGNMENT_REQUIRED	R26_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Replace the generic action_verb-only template with sourced lexeme/use valency and typed omission diagnostics; preserve genuine one-place predicates without fabricating objects.
LocativeExistentialClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-LAM-2018-NEGATION-ASPECT,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	LANGUAGE_FORM_LINKED_ACTIVE_FALLBACK_DORMANT_TEMPLATE_MISMATCH	SOURCE_LINKED_NARROWING_DORMANT_TEMPLATE_RETIRE	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retire or replace the dormant mismatched template; retain only overt location-domain + 有/冇 + NP as the source-linked target for future authorized remediation.
LocativeFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-KWAN-2010-LOCATIVE,SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Represent the overt locative phrase compositionally; require discourse context for standalone-answer status and preserve spatial/progressive ambiguity without hidden figures.
