runtime_label	lane	claim_layer	current_status	origin_status	legacy_source_link_status	legacy_pattern_edge_count	claim_source_row_count	mapped_external_source_count	mapped_external_source_ids	mapping_batch	cumulative_mapping	mapping_status	mapping_disposition	research_priority	next_action
ExperientialMotionGoalVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_NARROWING_AND_MOTION_SUBTYPE_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to independently licensed motion predicates with overt goals; do not generalize from 去過.
ExperientialQuestion	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_FINAL_MEI_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Require an interrogative final-未 profile after overt experiential material; separate negative statements.
ExperientialVP	LANE-05	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	4	SRC-FAN-2024-JAU-VP-ASPECT,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-SIO-BOND-2025,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain overt V過 narrowly and research lexical/event compatibility rather than promoting action_verb + 過 productivity.
ExperientialYesNoQuestion	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	4	SRC-FAN-2024-JAU-VP-ASPECT,SRC-HARA-2023-POLAR,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R13	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R13.tsv	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES	SOURCE_LINKED_SUPPLETIVE_QUESTION_SPLIT_AND_NARROWING_REQUIRED	R13_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep suppletive 有冇+V過 separate from ordinary A-not-A and prevent duplicate object/topic relations.
FocusParticleFrame	LANE-03	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
FormulaDiscourseUnit	LANE-03	language	lexicalized_only	legacy_origin_not_proven	no_pattern_specific_external_edge	0	16	4	SRC-CHENG-2022-HAI6-RESPONSE,SRC-HUANG-HER-KONG-2025-INTERROGATIVES,SRC-LI-2006-FINAL-PARTICLES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R17	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R17.tsv	COMPLETE_WITH_LEXICAL_RESPONSE_AND_REPETITION_SPLIT_BOUNDARY	SOURCE_LINKED_LEXICAL_AND_RESPONSE_SUBTYPE_SPLIT_REQUIRED	R17_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split individually sourced lexical formulae, response-particle 係, repetition/acknowledgement heuristics, and transparent reaction/acceptance clauses; leave unsourced list members and repetition cross-products lexicalized or quarantined.
FragmentAnswer	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	15	5	SRC-HUANG-HER-KONG-2025-INTERROGATIVES,SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-SIO-2011-GE3,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R17	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R17.tsv	COMPLETE_WITH_CONTEXT_ELLIPSIS_LEXEME_AND_NOMINAL_SPLIT_BOUNDARY	SOURCE_LINKED_ELLIPSIS_SUBTYPE_SPLIT_AND_POSSESSIVE_REALIGNMENT_REQUIRED	R17_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Separate response particles, predicate/aspect repetition, lexeme-specific modal replies, and discourse-linked stance answers; realign possessor+嘅 with headless nominal analysis and preserve context without inserting hidden words.
FragmentQuestion	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	1	SRC-LI-2006-FINAL-PARTICLES	CP021B-R17	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R17.tsv	THEMATIC_NP_NE_LINKED_EXACT_PRONOUN_AND_BARE_FORM_GAPS	SOURCE_LINKED_THEMATIC_NE_NARROWING_WITH_BARE_FORM_GAP	R17_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain context-linked thematic topic+呢 narrowly; obtain direct full-source evidence for exact 你呢 and bare 呢 before promotion, and preserve other ne1 question/declarative analyses.
GoalAttainmentMotionVP	LANE-09	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	NARROWING_REQUIRED	SOURCE_LINKED_NARROWING_REQUIRED	P0_NARROW_BEFORE_PROMOTION	Separate main arrival 到, spatial attainment V-到-goal, nonspatial result/extent, and ability-related uses.
HeadNP	LANE-06	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
IdentificationFragment	LANE-03	language	lexicalized_only	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-KWONG-2018-DEMONSTRATIVES,SRC-TANG-2015-UTTERANCE-PARTICLES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPONENTS_LINKED_EXACT_FRAGMENT_AND_PARTICLE_SLOT_GAP	COMPONENTS_LINKED_EXACT_FRAGMENT_AND_PARTICLE_SLOT_GAP	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split ordinary copular/focus 就係 from particle-bound utterance uses; require direct context for fragment status and do not make the final-particle slot freely optional.
IdentityWhQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	2	SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	GENERAL_IDENTITY_WH_SOURCE_LINKED_EXACT_BIN1GO3_LAI4_TEMPLATE_GAP_AND_COPULA_SPLIT_REQUIRED	GENERAL_IDENTITY_WH_SOURCE_LINKED_EXACT_BIN1GO3_LAI4_TEMPLATE_GAP_AND_COPULA_SPLIT_REQUIRED	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
ImpersonalEnvironmentalClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ImpersonalEnvironmentalClause?
IntendedFunctionRelation	LANE-01	language	provisional	legacy_source_linked_posthoc	scoped_edges_recorded	4	0	0				UNMAPPED		P1_RECONSTRUCT_LEGACY_CLAIM_FROM_EXISTING_SOURCES	Extract source propositions first, then rewrite or narrow the parser claim.
IntentionFrame	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
IntransitiveVP	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
LocativeExistentialClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-LAM-2018-NEGATION-ASPECT,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	LANGUAGE_FORM_LINKED_ACTIVE_FALLBACK_DORMANT_TEMPLATE_MISMATCH	SOURCE_LINKED_NARROWING_DORMANT_TEMPLATE_RETIRE	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retire or replace the dormant mismatched template; retain only overt location-domain + 有/冇 + NP as the source-linked target for future authorized remediation.
LocativeFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-KWAN-2010-LOCATIVE,SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Represent the overt locative phrase compositionally; require discourse context for standalone-answer status and preserve spatial/progressive ambiguity without hidden figures.
LocativeFrameClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativeFrameClause?
LocativeModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
LocativePlacePhrase	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-KWAN-2010-LOCATIVE,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	PARTIAL_SPLIT_REQUIRED	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED	P0_SPLIT_OR_NARROW_BEFORE_PROMOTION	Use the R4 source matrix to split or narrow supported subtypes; keep unmapped subtypes quarantined.
LocativePostureVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
LocativeWhQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	4	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-YIP-MATTHEWS-2000-BASIC;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
MalformedCandidate	LANE-10	heuristic	parser_heuristic	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
MannerAdverbialVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
MeasureExpression	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
ModalANotAQuestion	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LAW-2001-ANOTA,SRC-LI-2017-ANOTA	CP021B-R7	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R7.tsv	COMPLETE_WITH_LEXICAL_RESTRICTIONS	SOURCE_LINKED_NARROWING_AND_SUBTYPE_SPLIT_REQUIRED	R7_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep only independently sourced lexical modal subtypes; distinguish exact-copy 想唔想 from reduced/fused 可唔可以 and research other listed modals separately.
ModalChangeIntoResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ModalResponseFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-LUKE-NANCARROW-1998-AUXILIARIES	CP021B-R18	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R18.tsv	COMPLETE_WITH_SELECTIVE_ELLIPSIS_MERGE_AND_DORMANT_LABEL_RETIRE_BOUNDARY	SELECTIVE_AUXILIARY_ELLIPSIS_LINKED_DORMANT_LABEL_MERGE_OR_RETIRE	R18_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge into lexical ModalVP/Auxiliary structure plus selectively licensed complement ellipsis and a separate response relation; retire the dormant duplicate.
ModalVP	LANE-07	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	12	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R14.tsv	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS	SOURCE_LINKED_SPLIT_AND_LEXICAL_SCOPE_NARROWING_REQUIRED	R14_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical auxiliary subtypes, suppletive negative/question forms, clause wrappers, and modal scope over independently licensed VP chains; remove broad modal × VP-family inference before implementation.
ModifiedNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_HETEROGENEOUS_UMBRELLA_SPLIT_BOUNDARY	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split bare, ge3-marked, wh-determiner, demonstrative/classifier, and relative/verbal modifier branches before implementation; keep ModifiedNP internal only.
ModifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_BARE_MODIFIER_RESTRICTION	SOURCE_LINKED_NARROWING_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to externally supported bare-modifier classes and preserve the interpretation difference from ge3-marked modification.
ModifierPhrase	LANE-06	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
MotionDelimitedVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
MotionGoalVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LEUNG-2026-MOTION,SRC-SZETO-2015-PERFECTIVE	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
MotionPurposeChain	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LEUNG-2026-MOTION,SRC-MATTHEWS-2006-SVC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_REVIEW_BOUNDARY	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_REVIEW_BOUNDARY until behavior review.
NamingClause	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	PERSONAL_NAMING_RELATION_SOURCE_LINKED_GIU1_VERSUS_GIU3ZOU6_SPLIT_AND_EXACT_TEMPLATE_GAP	PERSONAL_NAMING_RELATION_SOURCE_LINKED_GIU1_VERSUS_GIU3ZOU6_SPLIT_AND_EXACT_TEMPLATE_GAP	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
NeedsContext	LANE-10	heuristic	parser_heuristic	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
NegatedDirectionalMotionVP	LANE-09	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-LIANG-MAI-2025-GRAMMAR-CODING,SRC-WONG-2023-LANGUAGE-SAMPLE,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	LANGUAGE_CLAIM_RETIRED_INTERNAL_ONLY	LANGUAGE_CLAIM_RETIRE_KEEP_INTERNAL_COMPOSITION	P0_RETIRE_LANGUAGE_CLAIM	Treat ordinary directional negation as general VP negation and keep postverbal potential V-唔-directional as a separate construction.
NegatedExistentialClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-LAM-2018-NEGATION-ASPECT,SRC-YIP-1988-NEGATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	COMPLETE_WITH_POSSESSIVE_EXISTENTIAL_AND_EVENT_NEGATION_SPLITS	SOURCE_LINKED_SPLIT_REQUIRED	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split negative possession, locative nonexistence, and 冇 + VP event/perfective negation; preserve visible 冇 and do not insert hidden 有.
NegatedExistentialFragment	LANE-03	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	2	SRC-LAM-2018-NEGATION-ASPECT,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R9.tsv	SHORT_RESPONSE_LINKED_EXTENDED_FRAGMENT_PROVISIONAL	SOURCE_LINKED_CONTEXT_ELLIPSIS_REQUIRED	R9_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain context-required status; independently validate subject, focus, repetition, and particle extensions before promotion.
NegatedLexicalizedStative	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	3	SRC-CHIN-2018-PROHIBITIVES,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-1988-NEGATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	COMPLETE_WITH_LEXICAL_NEGATION_PROHIBITIVE_SPLIT	SOURCE_LINKED_SPLIT_AND_LABEL_RETIRE_REQUIRED	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retire the homogeneous language label in a future authorized implementation; split lexical 難食, compositional 唔+好食, and prohibitive 唔好+食 while preserving ambiguity.
NegatedStativePredicate	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-YIP-1988-NEGATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	COMPLETE_FOR_M4_WITH_OTHER_NEGATORS_UNMAPPED	SOURCE_LINKED_NEGATOR_NARROWING_REQUIRED	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow the sourced construction to 唔 + independently licensed property predicate; map 冇, 未, 咪, and other negative profiles separately.
NegatedVP	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativeCognitionFragment	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	1	SRC-YAP-WONG-CHOR-2014-STANCE	CP021B-R15	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R15.tsv	COMPLETE_WITH_POLYFUNCTIONALITY_AND_CONTEXT_BOUNDARIES	SOURCE_LINKED_POLYFUNCTIONALITY_AND_CONTEXT_SPLIT_REQUIRED	R15_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical negative cognition, overt-content sequences, stance markers, and standalone answer fragments; preserve context requirement and overt particles.
NegativeExperiential	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativeHaveClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativePotentialComplement	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_POLARITY_AND_RESULT_HEAD_SPLIT	SOURCE_LINKED_SPLIT_AND_NARROWING_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain overt V-唔-R; split result heads, constrain objects, and keep potential polarity separate from ordinary negation.
NegativePotentialDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_WITH_NEGATIVE_DIRECTIONAL_NARROWING	SOURCE_LINKED_NARROWING_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Validate negative directional combinations and object boundaries while preserving overt V-唔-R polarity.
NominalModifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NominalPredicateClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	10	2	SRC-YIP-MATTHEWS-2000-BASIC;SRC-TAM-2021-DOZE	CP021B-R19	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R19.tsv	AGE_MEASURE_PROFILE_SOURCE_LINKED_PRICE_AREA_LENGTH_SPLIT_AND_EXACT_TEMPLATE_GAPS	AGE_MEASURE_PROFILE_SOURCE_LINKED_PRICE_AREA_LENGTH_SPLIT_AND_EXACT_TEMPLATE_GAPS	R19_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R19 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
OpinionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
OpinionStanceFrame	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-YAP-WONG-CHOR-2014-STANCE,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R15	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R15.tsv	COMPLETE_WITH_LEXICAL_COMPLEMENT_AND_STANCE_POSITION_SPLIT	SOURCE_LINKED_LEXICAL_COMPLEMENT_AND_STANCE_MARKER_SPLIT_REQUIRED	R15_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexeme-specific matrix complement frames from clause-initial, parenthetical, and right-peripheral stance uses; quarantine generic focus and complement-ellipsis shortcuts.
OrdinalClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
