runtime_label	lane	claim_layer	current_status	origin_status	source_link_status	edge_count	external_source_ids	r1_mapping	research_priority	next_action	r2_mapping	r3_mapping
NegativeHaveClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
NegativePotentialComplement	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
NegativePotentialDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
NominalModifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
NominalPredicateClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NominalPredicateClause?		
OpinionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
OpinionStanceFrame	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
OrdinalClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PathPhrase	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	partial_claim_level_edges_split_required	1	SRC-LEUNG-2014-COVERBS		R2_PARTIAL_MAPPING_SOURCE_GAP	Split orientation, route, and goal claims; independently source 沿住 before promotion.	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R2.tsv	
PerfectiveDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PerfectiveObjectResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PerfectiveResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PerfectiveVP	LANE-05	language	provisional	legacy_source_linked_posthoc	scoped_edges_recorded	4	SRC-CHEUNG-1970;SRC-FAN-CHAN-2022;SRC-SIO-BOND-2025;SRC-SYBESMA-2013		P1_RECONSTRUCT_LEGACY_CLAIM_FROM_EXISTING_SOURCES	Extract source propositions first, then rewrite or narrow the parser claim.		
PolarQuestionFrame	LANE-07	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
PoliteImperativeClause	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PossessiveClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PossessiveNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PossessiveNominalFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PossessiveTransferClause	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PostposedExistentialQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PotentialDirectionalVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PotentialDirectionalVP?		
PotentialResultVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PotentialResultVP?		
PreferenceVP	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
PriorityMarkerClause	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProductiveVO	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProductiveVO?		
ProgressiveDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProgressivePlaceQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProgressivePurposeClause	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProgressiveTransitivePredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProgressiveVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressiveVP?		
ProgressiveWhObjectQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProhibitiveFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ProhibitiveImperative	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProhibitiveImperative?		
PurposePredicate	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
QuantifiedClassifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantifiedClassifierNP?		
QuantifiedPersonNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
QuantifiedTimeNP	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantifiedTimeNP?		
QuantityNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantityNP?		
PostThemeParticipantRelation	LANE-01	language	provisional	external_evidence_originated	authority_origin_scoped_edges_recorded	13	BODOMO_LAM_YU_2003;CHIN_2011;WONG_2023_2024;XU_PEYRAUBE_1997	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R1.tsv	R1_CLAIM_LEVEL_MAPPING_COMPLETE	Use the R1 source matrix; keep implementation provisional until behavior review.		
ReduplicatedVP	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ReduplicatedVP?		
RelativeClauseNP	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by RelativeClauseNP?		
RepetitiveComplementVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ReportedSpeech	LANE-08	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ReportedSpeech?		
RestorativeComplementVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ResultComplement	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultComplement?		
ResultComplementVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultComplementVP?		
ResultStateClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ScalarEvaluation	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ScalarRangeFragment	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
ScalarValueQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
SchedulingQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
SeemingPerfectiveResultClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
SerialVerbPurposeChain	LANE-09	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SerialVerbPurposeChain?		
SourceMotionClause	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	claim_level_edges_recorded_provisional	2	SRC-LEUNG-2014-COVERBS;SRC-LEUNG-2026-MOTION		R2_CLAIM_LEVEL_MAPPING_COMPLETE_PROVISIONAL	Use the R2 matrix; require overt 由-source plus an independently licensed motion predicate.	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R2.tsv	
SpeechTransferClause	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
StativeNominalComplement	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by StativeNominalComplement?		
StativePredicate	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
SubjectModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
SubjectPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
SuggestionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
TemporalAdverbialClause	LANE-02	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
TemporalClause	LANE-10	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TemporalClause?		
TimeNP	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TimeNP?		
TimeToActionFrame	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
Topic	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
TopicComment	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
TopicCommentClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
TopicModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
LexicalGiveRelation	LANE-08	language	provisional	external_evidence_originated	authority_origin_scoped_edges_recorded	10	CHEUNG_2007;CHIN_2011;LAM_RESEARCH_FAMILY;LI_LEE_2021	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R1.tsv	R1_CLAIM_LEVEL_MAPPING_COMPLETE	Use the R1 source matrix; keep implementation provisional until behavior review.		
TransformationResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
TransformationResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
TransitiveVP	LANE-10	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TransitiveVP?		
VPComplementFrame	LANE-08	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0			INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.		
VerbComplementVP	LANE-05	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by VerbComplementVP?		
VocativeAddressTerm	LANE-10	language	lexicalized_only	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by VocativeAddressTerm?		
WhClassifierQuestion	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0			P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.		
