runtime_label	lane	claim_layer	current_status	origin_status	legacy_source_link_status	legacy_pattern_edge_count	claim_source_row_count	mapped_external_source_count	mapped_external_source_ids	mapping_batch	cumulative_mapping	mapping_status	mapping_disposition	research_priority	next_action
MalformedCandidate	LANE-10	heuristic	parser_heuristic	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
MannerAdverbialVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
MeasureExpression	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
ModalANotAQuestion	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LAW-2001-ANOTA,SRC-LI-2017-ANOTA	CP021B-R7	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R7.tsv	COMPLETE_WITH_LEXICAL_RESTRICTIONS	SOURCE_LINKED_NARROWING_AND_SUBTYPE_SPLIT_REQUIRED	R7_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep only independently sourced lexical modal subtypes; distinguish exact-copy 想唔想 from reduced/fused 可唔可以 and research other listed modals separately.
ModalChangeIntoResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ModalResponseFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ModalVP	LANE-07	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModalVP?
ModifiedNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModifiedNP?
ModifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModifierNP?
ModifierPhrase	LANE-06	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
MotionDelimitedVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
MotionGoalVP	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LEUNG-2026-MOTION,SRC-SZETO-2015-PERFECTIVE	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
MotionPurposeChain	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LEUNG-2026-MOTION,SRC-MATTHEWS-2006-SVC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_REVIEW_BOUNDARY	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_REVIEW_BOUNDARY until behavior review.
NamingClause	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NeedsContext	LANE-10	heuristic	parser_heuristic	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
NegatedDirectionalMotionVP	LANE-09	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-LIANG-MAI-2025-GRAMMAR-CODING,SRC-WONG-2023-LANGUAGE-SAMPLE,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R3	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	LANGUAGE_CLAIM_RETIRED_INTERNAL_ONLY	LANGUAGE_CLAIM_RETIRE_KEEP_INTERNAL_COMPOSITION	P0_RETIRE_LANGUAGE_CLAIM	Treat ordinary directional negation as general VP negation and keep postverbal potential V-唔-directional as a separate construction.
NegatedExistentialClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegatedExistentialFragment	LANE-03	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedExistentialFragment?
NegatedLexicalizedStative	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegatedStativePredicate	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegatedVP	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativeCognitionFragment	LANE-03	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegativeCognitionFragment?
NegativeExperiential	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativeHaveClause	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativePotentialComplement	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NegativePotentialDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NominalModifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
NominalPredicateClause	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NominalPredicateClause?
OpinionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
OpinionStanceFrame	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
OrdinalClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PathPhrase	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	2	SRC-LEUNG-2014-COVERBS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	PARTIAL_SPLIT_REQUIRED	PARTIAL_SOURCE_LINK_SPLIT_REQUIRED	P0_SPLIT_OR_NARROW_BEFORE_PROMOTION	Use the R4 source matrix to split or narrow supported subtypes; keep unmapped subtypes quarantined.
PerfectiveDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PerfectiveObjectResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PerfectiveResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PerfectiveVP	LANE-05	language	provisional	legacy_source_linked_posthoc	scoped_edges_recorded	4	9	4	SRC-FAN-CHAN-2022,SRC-SIO-BOND-2025,SRC-SYBESMA-2013,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R6	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R6.tsv	COMPLETE_WITH_SUBTYPE_SPLIT_BOUNDARY	SOURCE_LINKED_SPLIT_REQUIRED	R6_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve overt simple V-咗-O and V完咗O evidence, but split simple overt-object, overtly objectless, perfective-over-inner-result, placement, and motion-goal profiles before any implementation; never fabricate omitted arguments.
PolarQuestionFrame	LANE-07	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
PoliteImperativeClause	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PossessiveClassifierNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	4	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_NARROWING	SOURCE_LINKED_NARROWING_REQUIRED	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Narrow to possessor+overt-classifier+noun or independently licensed ellipsis; remove result-frame ownership from the nominal construction in future design.
PossessiveNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PossessiveNominalFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PossessiveTransferClause	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PostposedExistentialQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PotentialDirectionalVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PotentialDirectionalVP?
PotentialResultVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PotentialResultVP?
PreferenceVP	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
PriorityMarkerClause	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProductiveVO	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProductiveVO?
ProgressiveDirectionalVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProgressivePlaceQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProgressivePurposeClause	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProgressiveTransitivePredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProgressiveVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressiveVP?
ProgressiveWhObjectQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProhibitiveFragment	LANE-03	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ProhibitiveImperative	LANE-07	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProhibitiveImperative?
PurposePredicate	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
QuantifiedClassifierNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-BOND-SIO-2024-CLASSIFIERS,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS	CP021B-R5	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_SPLIT_BOUNDARY	SOURCE_LINKED_SPLIT_REQUIRED	R5_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep overt-head X-C-N and context-dependent X-C-Ø distinct in any future design; preserve overt classifier and never fabricate the missing noun.
QuantifiedPersonNP	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
QuantifiedTimeNP	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantifiedTimeNP?
QuantityNP	LANE-06	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantityNP?
PostThemeParticipantRelation	LANE-01	language	provisional	external_evidence_originated	authority_origin_scoped_edges_recorded	13	10	5	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL_THEORY_NEUTRAL	R1_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL_THEORY_NEUTRAL until behavior review.
ReduplicatedVP	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ReduplicatedVP?
RelativeClauseNP	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by RelativeClauseNP?
RepetitiveComplementVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ReportedSpeech	LANE-08	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ReportedSpeech?
RestorativeComplementVP	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ResultComplement	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultComplement?
ResultComplementVP	LANE-05	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ResultComplementVP?
ResultStateClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ScalarEvaluation	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ScalarRangeFragment	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
ScalarValueQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
SchedulingQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
SeemingPerfectiveResultClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
SerialVerbPurposeChain	LANE-09	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by SerialVerbPurposeChain?
SourceMotionClause	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-LEUNG-2014-COVERBS,SRC-LEUNG-2026-MOTION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
SpeechTransferClause	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
StativeNominalComplement	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by StativeNominalComplement?
StativePredicate	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
SubjectModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
SubjectPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
SuggestionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
TemporalAdverbialClause	LANE-02	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
TemporalClause	LANE-10	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P2_RESEARCH_BEFORE_PROMOTION	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TemporalClause?
TimeNP	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P1_RESEARCH_CONSTRUCTION_AND_BOUNDARIES	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by TimeNP?
TimeToActionFrame	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
Topic	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
TopicComment	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
TopicCommentClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
TopicModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0				UNMAPPED		INTERNAL_NO_EXTERNAL_LANGUAGE_CLAIM_REQUIRED	Document implementation provenance; do not present the internal label as Cantonese fact.
LexicalGiveRelation	LANE-08	language	provisional	external_evidence_originated	authority_origin_scoped_edges_recorded	10	10	6	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-NGAI-2023-BEI,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R1_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
TransformationResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	0	0				UNMAPPED		P0_FIND_AUTHORITY_OR_RETIRE	Search primary research for the exact form/meaning claim; retire or quarantine if unsupported.
