claim_id	runtime_label	lane	claim_layer	primary_claim_type	current_status	current_action	origin_status	source_link_status	external_source_ids	claim_source_edge_ids	edge_count	required_disposition	grammar_promotion_eligible	promotion_blocker	next_research_form
GCLAIM::ImpersonalEnvironmentalClause::language	ImpersonalEnvironmentalClause	LANE-10	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ImpersonalEnvironmentalClause?
GCLAIM::IntendedFunctionRelation::language	IntendedFunctionRelation	LANE-01	language	cantonese_language_claim	provisional	retain_one_narrow_provisional_use_function_relation_pending_rerendered_and_native_analysis_validation	legacy_source_linked_posthoc	scoped_edges_recorded	SRC-CHOR-2018-DIRECTIONAL-PARTICLES;SRC-HKCANCOR-PYCANTONESE-CP015;SRC-WONG-2023-LSA;SRC-WORDSHK-USE-LAI	EDGE-CP021A-FUNC-CHOR;EDGE-CP021A-FUNC-CORPUS;EDGE-CP021A-FUNC-WONG;EDGE-CP021A-FUNC-WORDSHK	4	retain_current_nonproductive_status_pending_source_reconstruction	false	legacy claim was not demonstrably derived from the recorded sources; reconstruct the claim from screened propositions first	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by IntendedFunctionRelation?
GCLAIM::IntentionFrame::language	IntentionFrame	LANE-08	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by IntentionFrame?
GCLAIM::IntransitiveVP::language	IntransitiveVP	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by IntransitiveVP?
GCLAIM::LocativeExistentialClause::language	LocativeExistentialClause	LANE-10	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativeExistentialClause?
GCLAIM::LocativeFragment::language	LocativeFragment	LANE-03	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativeFragment?
GCLAIM::LocativeFrameClause::language	LocativeFrameClause	LANE-10	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativeFrameClause?
GCLAIM::LocativeModalPredicateClause::representation	LocativeModalPredicateClause	LANE-10	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::LocativePlacePhrase::language	LocativePlacePhrase	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativePlacePhrase?
GCLAIM::LocativePostureVP::language	LocativePostureVP	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativePostureVP?
GCLAIM::LocativeWhQuestion::language	LocativeWhQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by LocativeWhQuestion?
GCLAIM::MalformedCandidate::heuristic	MalformedCandidate	LANE-10	heuristic	parser_heuristic	parser_heuristic	retain_as_parser_disposition_only	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::MannerAdverbialVP::language	MannerAdverbialVP	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by MannerAdverbialVP?
GCLAIM::MeasureExpression::representation	MeasureExpression	LANE-10	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::ModalANotAQuestion::language	ModalANotAQuestion	LANE-07	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModalANotAQuestion?
GCLAIM::ModalChangeIntoResultFrame::language	ModalChangeIntoResultFrame	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModalChangeIntoResultFrame?
GCLAIM::ModalResponseFragment::language	ModalResponseFragment	LANE-03	language	cantonese_language_claim	unsupported_generalization	quarantine_dormant_label_and_consider_retirement	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModalResponseFragment?
GCLAIM::ModalVP::language	ModalVP	LANE-07	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModalVP?
GCLAIM::ModifiedNP::language	ModifiedNP	LANE-06	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModifiedNP?
GCLAIM::ModifierNP::language	ModifierNP	LANE-06	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ModifierNP?
GCLAIM::ModifierPhrase::representation	ModifierPhrase	LANE-06	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::MotionDelimitedVP::language	MotionDelimitedVP	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by MotionDelimitedVP?
GCLAIM::MotionGoalVP::language	MotionGoalVP	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by MotionGoalVP?
GCLAIM::MotionPurposeChain::language	MotionPurposeChain	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by MotionPurposeChain?
GCLAIM::NamingClause::language	NamingClause	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NamingClause?
GCLAIM::NeedsContext::heuristic	NeedsContext	LANE-10	heuristic	parser_heuristic	parser_heuristic	retain_as_parser_disposition_only	internal_heuristic_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::NegatedDirectionalMotionVP::language	NegatedDirectionalMotionVP	LANE-09	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedDirectionalMotionVP?
GCLAIM::NegatedExistentialClause::language	NegatedExistentialClause	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedExistentialClause?
GCLAIM::NegatedExistentialFragment::language	NegatedExistentialFragment	LANE-03	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedExistentialFragment?
GCLAIM::NegatedLexicalizedStative::language	NegatedLexicalizedStative	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedLexicalizedStative?
GCLAIM::NegatedStativePredicate::language	NegatedStativePredicate	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedStativePredicate?
GCLAIM::NegatedVP::language	NegatedVP	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_native_rejected_subtype_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegatedVP?
GCLAIM::NegativeCognitionFragment::language	NegativeCognitionFragment	LANE-03	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegativeCognitionFragment?
GCLAIM::NegativeExperiential::language	NegativeExperiential	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegativeExperiential?
GCLAIM::NegativeHaveClause::language	NegativeHaveClause	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_dormant_label_and_consider_retirement	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegativeHaveClause?
GCLAIM::NegativePotentialComplement::language	NegativePotentialComplement	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegativePotentialComplement?
GCLAIM::NegativePotentialDirectionalVP::language	NegativePotentialDirectionalVP	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NegativePotentialDirectionalVP?
GCLAIM::NominalModifierNP::language	NominalModifierNP	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_dormant_label_and_consider_retirement	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NominalModifierNP?
GCLAIM::NominalPredicateClause::language	NominalPredicateClause	LANE-10	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by NominalPredicateClause?
GCLAIM::OpinionQuestion::language	OpinionQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by OpinionQuestion?
GCLAIM::OpinionStanceFrame::language	OpinionStanceFrame	LANE-08	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by OpinionStanceFrame?
GCLAIM::OrdinalClassifierNP::language	OrdinalClassifierNP	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by OrdinalClassifierNP?
GCLAIM::PathPhrase::language	PathPhrase	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PathPhrase?
GCLAIM::PerfectiveDirectionalVP::language	PerfectiveDirectionalVP	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PerfectiveDirectionalVP?
GCLAIM::PerfectiveObjectResultPredicate::language	PerfectiveObjectResultPredicate	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PerfectiveObjectResultPredicate?
GCLAIM::PerfectiveResultPredicate::language	PerfectiveResultPredicate	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PerfectiveResultPredicate?
GCLAIM::PerfectiveVP::language	PerfectiveVP	LANE-05	language	cantonese_language_claim	provisional	retain_provisional_outer_perfective_analysis_with_V完咗O_evidence_and_native_surface_variation	legacy_source_linked_posthoc	scoped_edges_recorded	SRC-CHEUNG-1970;SRC-FAN-CHAN-2022;SRC-SIO-BOND-2025;SRC-SYBESMA-2013	EDGE-CP021A-PERF-CHEUNG;EDGE-CP021A-PERF-FAN;EDGE-CP021A-PERF-SIO;EDGE-CP021A-PERF-SYB	4	retain_current_nonproductive_status_pending_source_reconstruction	false	legacy claim was not demonstrably derived from the recorded sources; reconstruct the claim from screened propositions first	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PerfectiveVP?
GCLAIM::PolarQuestionFrame::representation	PolarQuestionFrame	LANE-07	representation	parser_representation_decision	parser_heuristic	retain_as_representation_only	internal_representation_only	external_language_source_not_applicable_to_internal_claim			0	retain_only_as_internal_engineering_claim_with_internal_provenance	false	internal engineering claim cannot by itself establish Cantonese grammar	record implementation provenance and keep separate from Cantonese-language evidence
GCLAIM::PoliteImperativeClause::language	PoliteImperativeClause	LANE-10	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PoliteImperativeClause?
GCLAIM::PossessiveClassifierNP::language	PossessiveClassifierNP	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PossessiveClassifierNP?
GCLAIM::PossessiveNP::language	PossessiveNP	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_dormant_label_and_consider_retirement	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PossessiveNP?
GCLAIM::PossessiveNominalFragment::language	PossessiveNominalFragment	LANE-03	language	cantonese_language_claim	unsupported_generalization	quarantine_dormant_label_and_consider_retirement	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PossessiveNominalFragment?
GCLAIM::PossessiveTransferClause::language	PossessiveTransferClause	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PossessiveTransferClause?
GCLAIM::PostposedExistentialQuestion::language	PostposedExistentialQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PostposedExistentialQuestion?
GCLAIM::PotentialDirectionalVP::language	PotentialDirectionalVP	LANE-05	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PotentialDirectionalVP?
GCLAIM::PotentialResultVP::language	PotentialResultVP	LANE-05	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PotentialResultVP?
GCLAIM::PreferenceVP::language	PreferenceVP	LANE-08	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PreferenceVP?
GCLAIM::PriorityMarkerClause::language	PriorityMarkerClause	LANE-03	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PriorityMarkerClause?
GCLAIM::ProductiveVO::language	ProductiveVO	LANE-10	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProductiveVO?
GCLAIM::ProgressiveDirectionalVP::language	ProgressiveDirectionalVP	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressiveDirectionalVP?
GCLAIM::ProgressivePlaceQuestion::language	ProgressivePlaceQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressivePlaceQuestion?
GCLAIM::ProgressivePurposeClause::language	ProgressivePurposeClause	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressivePurposeClause?
GCLAIM::ProgressiveTransitivePredicate::language	ProgressiveTransitivePredicate	LANE-05	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressiveTransitivePredicate?
GCLAIM::ProgressiveVP::language	ProgressiveVP	LANE-05	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressiveVP?
GCLAIM::ProgressiveWhObjectQuestion::language	ProgressiveWhObjectQuestion	LANE-07	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProgressiveWhObjectQuestion?
GCLAIM::ProhibitiveFragment::language	ProhibitiveFragment	LANE-03	language	cantonese_language_claim	unsupported_generalization	quarantine_dormant_label_and_consider_retirement	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProhibitiveFragment?
GCLAIM::ProhibitiveImperative::language	ProhibitiveImperative	LANE-07	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by ProhibitiveImperative?
GCLAIM::PurposePredicate::language	PurposePredicate	LANE-09	language	cantonese_language_claim	unsupported_generalization	quarantine_unexercised_runtime_path	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by PurposePredicate?
GCLAIM::QuantifiedClassifierNP::language	QuantifiedClassifierNP	LANE-06	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantifiedClassifierNP?
GCLAIM::QuantifiedPersonNP::language	QuantifiedPersonNP	LANE-06	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantifiedPersonNP?
GCLAIM::QuantifiedTimeNP::language	QuantifiedTimeNP	LANE-06	language	cantonese_language_claim	research_pending	retain_but_quarantine_from_new_grammar_acceptance	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantifiedTimeNP?
GCLAIM::QuantityNP::language	QuantityNP	LANE-06	language	cantonese_language_claim	provisional	retain_provisional_pending_pattern_specific_attestation_and_heldout_review	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by QuantityNP?
GCLAIM::RecipientFrame::language	RecipientFrame	LANE-01	language	cantonese_language_claim	unsupported_generalization	quarantine_and_research_before_retention	legacy_origin_not_proven	no_pattern_specific_external_edge			0	downgrade_or_quarantine_pending_authority_origin_research	false	no explicit external claim-source edge	Which externally documented Cantonese constructions, if any, justify the scope and boundaries currently represented by RecipientFrame?
