candidate_id	source_file	source_file_sha256	file_index_zero_based	turn_index_zero_based	token_index_zero_based	participant	matched_surface_span	query_lexeme	segmentation_profile	negation_profile	matched_hkcancor_tags	matched_ud_tags	immediate_left_form	immediate_left_hkcancor_pos	immediate_left_ud_pos	immediate_right_form	immediate_right_hkcancor_pos	immediate_right_ud_pos	following_lexical_form	following_lexical_hkcancor_pos	following_lexical_ud_pos	following_lexical_token_index_zero_based	intervening_token_count_before_following_lexical	overlap_deduplication_json	duplicate_group_inputs_json	text	previous_text	next_text	token_context_json	tokens_json	annotation_status
aa89-9372500c5319e53451eb	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	134	2	XXB	可以	可以	single_token	unnegated_surface	v	VERB	乜嘢	r	PRON	做	v	VERB	做	v	VERB	3	0	"{""sourceAnchorTokenIndexZeroBased"":2,""representedProfiles"":[""single:可以"",""surface:可以""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""可以""}"	有乜嘢可以做?	重有乜嘢可以點?	"""同埋,""想做乜囖."	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":5,""tokens"":[{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""可以"",""pos"":""v"",""jyutping"":""ho2ji5""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""可以"",""pos"":""v"",""jyutping"":""ho2ji5""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-1b3f3c18c25194c0ce85	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	137	3	XXD	要	要	single_token	unnegated_surface	vu	AUX	如果	c	CCONJ	有	v1	VERB	有	v1	VERB	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	亞視其實如果要有成-做到成功.	其實我成日覺得吓,即係我哋哩啲局外人睇呢.	好似你而家講TVB嘅殺着就係哩個.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":11,""tokens"":[{""word"":""亞視"",""pos"":""nt"",""jyutping"":""aa3si6""},{""word"":""其實"",""pos"":""d"",""jyutping"":""kei4sat6""},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""成"",""pos"":""Ag"",""jyutping"":""sing4""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou3""},{""word"":""成功"",""pos"":""a"",""jyutping"":""sing4gung1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""亞視"",""pos"":""nt"",""jyutping"":""aa3si6""},{""word"":""其實"",""pos"":""d"",""jyutping"":""kei4sat6""},{""word"":""如果"",""pos"":""c"",""jyutping"":""jyu4gwo2""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""有"",""pos"":""v1"",""jyutping"":""jau5""},{""word"":""成"",""pos"":""Ag"",""jyutping"":""sing4""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou3""},{""word"":""成功"",""pos"":""a"",""jyutping"":""sing4gung1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-292248ebf64d68930f2a	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	141	6	XXD	要	要	single_token	unnegated_surface	vu	AUX	係	v	VERB	做	v	VERB	做	v	VERB	7	0	"{""sourceAnchorTokenIndexZeroBased"":6,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	"""噉即係話你哋係要做一啲TVB做唔到嘅,或者TVB,喀,即係做唔到嚹."	"""我就做得好過你𡃉嘞."	唔係.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":15,""tokens"":[{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""你哋"",""pos"":""r"",""jyutping"":""nei5dei6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""一啲"",""pos"":""m"",""jyutping"":""jat1di1""},{""word"":""TVB"",""pos"":""xnt"",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""噉"",""pos"":""c"",""jyutping"":""gam2""},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""話"",""pos"":""v"",""jyutping"":""waa6""},{""word"":""你哋"",""pos"":""r"",""jyutping"":""nei5dei6""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""一啲"",""pos"":""m"",""jyutping"":""jat1di1""},{""word"":""TVB"",""pos"":""xnt"",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""TVB"",""pos"":""xnt"",""jyutping"":null},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""喀"",""pos"":""e"",""jyutping"":""haak6""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""即係"",""pos"":""c"",""jyutping"":""zik1hai6""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou2""},{""word"":""嚹"",""pos"":""y"",""jyutping"":""laa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-0ba3b55c07f4e7e7f865	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	146	4	XXC	會	會	single_token	unnegated_surface	vu	AUX	佢	r	PRON	早	a	ADJ	早	a	ADJ	5	0	"{""sourceAnchorTokenIndexZeroBased"":4,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	知道呢,佢會早過我哋出街,做殘條橋𡃉.	"""喂喂,唔好俾佢知道啊."	變咗做死我哋𡃉.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":13,""tokens"":[{""word"":""知道"",""pos"":""v"",""jyutping"":""zi1dou3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""早"",""pos"":""a"",""jyutping"":""zou2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""出街"",""pos"":""v"",""jyutping"":""ceot1gaai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""殘"",""pos"":""a"",""jyutping"":""caan4""},{""word"":""條"",""pos"":""q"",""jyutping"":""tiu4""}]}"	"[{""word"":""知道"",""pos"":""v"",""jyutping"":""zi1dou3""},{""word"":""呢"",""pos"":""y1"",""jyutping"":""ne1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""早"",""pos"":""a"",""jyutping"":""zou2""},{""word"":""過"",""pos"":""u"",""jyutping"":""gwo3""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""出街"",""pos"":""v"",""jyutping"":""ceot1gaai1""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""殘"",""pos"":""a"",""jyutping"":""caan4""},{""word"":""條"",""pos"":""q"",""jyutping"":""tiu4""},{""word"":""橋"",""pos"":""n"",""jyutping"":""kiu2""},{""word"":""𡃉"",""pos"":""y"",""jyutping"":""gaa3""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-8bbde66cba2582c1e8aa	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	154	1	XXC	唔會	會	adjacent_m4_plus_modal_tokens	adjacent_m4_negation	d+vu	ADV+AUX	都	d	ADV	用	v	VERB	用	v	VERB	3	0	"{""sourceAnchorTokenIndexZeroBased"":1,""representedProfiles"":[""adjacent:唔+會"",""surface:唔會""],""overlappingRepresentationsDeduplicated"":1}"	"{""normalizedSurface"":""唔會""}"	都唔會用哩招喇.	噉有冇?	冇嚹.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""用"",""pos"":""v"",""jyutping"":""jung6""},{""word"":""哩"",""pos"":""r"",""jyutping"":""ni1""},{""word"":""招"",""pos"":""n"",""jyutping"":""ziu1""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""都"",""pos"":""d"",""jyutping"":""dou1""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""用"",""pos"":""v"",""jyutping"":""jung6""},{""word"":""哩"",""pos"":""r"",""jyutping"":""ni1""},{""word"":""招"",""pos"":""n"",""jyutping"":""ziu1""},{""word"":""喇"",""pos"":""y"",""jyutping"":""laa1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-41df62b90b2b1f05abff	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	170	3	XXD	要	要	single_token	unnegated_surface	vu	AUX	唔係	v	VERB	做	v	VERB	做	v	VERB	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	你係唔係要做一啲TVB做唔到嘅嘢,你哋先能夠成功呢?	我問返嗰樣嘢.	我哋-我哋想.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":12,""tokens"":[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""一啲"",""pos"":""m"",""jyutping"":""jat1di1""},{""word"":""TVB"",""pos"":""xnt"",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""}]}"	"[{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""唔係"",""pos"":""v"",""jyutping"":""m4hai6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""一啲"",""pos"":""m"",""jyutping"":""jat1di1""},{""word"":""TVB"",""pos"":""xnt"",""jyutping"":null},{""word"":""做"",""pos"":""v"",""jyutping"":""zou6""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""到"",""pos"":""v"",""jyutping"":""dou2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":"","",""pos"":"""",""jyutping"":null},{""word"":""你哋"",""pos"":""r"",""jyutping"":""nei5dei6""},{""word"":""先"",""pos"":""d"",""jyutping"":""sin1""},{""word"":""能夠"",""pos"":""vu"",""jyutping"":""nang4gau3""},{""word"":""成功"",""pos"":""a"",""jyutping"":""sing4gung1""},{""word"":""呢"",""pos"":""y"",""jyutping"":""ne1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-3e4074a13056214a8aeb	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	172	4	XXB	會	會	single_token	unnegated_surface	vu	AUX	我哋	r	PRON	死	v	VERB	死	v	VERB	5	0	"{""sourceAnchorTokenIndexZeroBased"":4,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	或者佢跟我哋會死嘅嘢囖.	我哋-我哋想.	喀.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":10,""tokens"":[{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""或者"",""pos"":""c"",""jyutping"":""waak6ze2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""嘅"",""pos"":""u"",""jyutping"":""ge3""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-0e9d984ed4d1e0dd3bc8	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	174	2	XXD	會	會	single_token	unnegated_surface	vu	AUX	嘢	n	NOUN	係	v	VERB	係	v	VERB	3	0	"{""sourceAnchorTokenIndexZeroBased"":2,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	嗰樣嘢會係啲乜嘢呢?	喀.	即係你一定諗過𠺝?	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""嗰樣"",""pos"":""r"",""jyutping"":""go2joeng6""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""啲"",""pos"":""m"",""jyutping"":""di1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""呢"",""pos"":""y"",""jyutping"":""ne1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""嗰樣"",""pos"":""r"",""jyutping"":""go2joeng6""},{""word"":""嘢"",""pos"":""n"",""jyutping"":""je5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""啲"",""pos"":""m"",""jyutping"":""di1""},{""word"":""乜嘢"",""pos"":""r"",""jyutping"":""mat1je5""},{""word"":""呢"",""pos"":""y"",""jyutping"":""ne1""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-77ebb4fd0cdc58091ffe	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	177	12	XXB	會	會	single_token	unnegated_surface	vu	AUX	我哋	r	PRON	死	v	VERB	死	v	VERB	13	0	"{""sourceAnchorTokenIndexZeroBased"":12,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	"我哋開頭咪-咪覺得""睇真Ｄ""佢跟我哋會死囖."	唔係.	點解佢會跟你會死?	"{""startTokenIndexZeroBased"":4,""endTokenIndexExclusive"":16,""tokens"":[{""word"":""咪"",""pos"":""d"",""jyutping"":""mai6""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""睇真Ｄ"",""pos"":""nz"",""jyutping"":""tai2zan1di1""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""開頭"",""pos"":""t"",""jyutping"":""hoi1tau4""},{""word"":""咪"",""pos"":""d"",""jyutping"":""mai6""},{""word"":""-"",""pos"":"""",""jyutping"":null},{""word"":""咪"",""pos"":""d"",""jyutping"":""mai6""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""睇真Ｄ"",""pos"":""nz"",""jyutping"":""tai2zan1di1""},{""word"":""\"""",""pos"":"""",""jyutping"":null},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""我哋"",""pos"":""r"",""jyutping"":""ngo5dei6""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-5e862c512c6d63e21dc7	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	178	2	XXD	會	會	single_token	unnegated_surface	vu	AUX	佢	r	PRON	跟	v	VERB	跟	v	VERB	3	0	"{""sourceAnchorTokenIndexZeroBased"":2,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	點解佢會跟你會死?	"我哋開頭咪-咪覺得""睇真Ｄ""佢跟我哋會死囖."	即係我哋覺得因為其實等於-因為其實係好辛苦𡃉.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-c290670b99f58b2befc1	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	178	5	XXD	會	會	single_token	unnegated_surface	vu	AUX	你	r	PRON	死	v	VERB	死	v	VERB	6	0	"{""sourceAnchorTokenIndexZeroBased"":5,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	點解佢會跟你會死?	"我哋開頭咪-咪覺得""睇真Ｄ""佢跟我哋會死囖."	即係我哋覺得因為其實等於-因為其實係好辛苦𡃉.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""點解"",""pos"":""r"",""jyutping"":""dim2gaai2""},{""word"":""佢"",""pos"":""r"",""jyutping"":""keoi5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""跟"",""pos"":""v"",""jyutping"":""gan1""},{""word"":""你"",""pos"":""r"",""jyutping"":""nei5""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""死"",""pos"":""v"",""jyutping"":""sei2""},{""word"":""?"",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-22a03cfcca763792918f	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	186	3	XXB	會	會	single_token	unnegated_surface	vu	AUX	佢哋	r	PRON	係	v	VERB	係	v	VERB	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:會"",""surface:會""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""會""}"	我覺得佢哋會係噉囖.	係啊.	但係我哋就,誒,爛-爛做囖.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":8,""tokens"":[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""我"",""pos"":""r"",""jyutping"":""ngo5""},{""word"":""覺得"",""pos"":""v"",""jyutping"":""gok3dak1""},{""word"":""佢哋"",""pos"":""r"",""jyutping"":""keoi5dei6""},{""word"":""會"",""pos"":""vu"",""jyutping"":""wui5""},{""word"":""係"",""pos"":""v"",""jyutping"":""hai6""},{""word"":""噉"",""pos"":""r"",""jyutping"":""gam2""},{""word"":""囖"",""pos"":""y"",""jyutping"":""lo1""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
aa89-27e1891ca713555f7326	FC-R013a_v.cha	e95e436cf3f1eaf52a0fe1eb185c54f1813068a922fb1b22734b9237a6681a9d	53	200	3	XXA	要	要	single_token	unnegated_surface	vu	AUX	耐	a	ADJ	唔	d	ADV	唔	d	ADV	4	0	"{""sourceAnchorTokenIndexZeroBased"":3,""representedProfiles"":[""single:要"",""surface:要""],""overlappingRepresentationsDeduplicated"":0}"	"{""normalizedSurface"":""要""}"	諗好耐要唔要咁辛苦.	但係其實係諗好耐.	要唔要咁辛苦.	"{""startTokenIndexZeroBased"":0,""endTokenIndexExclusive"":9,""tokens"":[{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""耐"",""pos"":""a"",""jyutping"":""noi6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""辛苦"",""pos"":""a"",""jyutping"":""san1fu2""},{""word"":""."",""pos"":"""",""jyutping"":null}]}"	"[{""word"":""諗"",""pos"":""v"",""jyutping"":""nam2""},{""word"":""好"",""pos"":""d"",""jyutping"":""hou2""},{""word"":""耐"",""pos"":""a"",""jyutping"":""noi6""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""唔"",""pos"":""d"",""jyutping"":""m4""},{""word"":""要"",""pos"":""vu"",""jyutping"":""jiu3""},{""word"":""咁"",""pos"":""d"",""jyutping"":""gam3""},{""word"":""辛苦"",""pos"":""a"",""jyutping"":""san1fu2""},{""word"":""."",""pos"":"""",""jyutping"":null}]"	REQUIRES_EXPERT_CONTEXT_REVIEW
