candidate_id	query_id	profile_kind	tokenization_kind	matched_surface_span	source_file	turn_index_zero_based	participant	utterance_initial	utterance_final	following_predicate_candidate	nearest_left_lexical_word	nearest_left_lexical_ud_pos	nearest_right_lexical_word	nearest_right_lexical_ud_pos	text	previous_text	next_text	expert_class	semantic_subtype	composition_status	polarity_or_clause_profile	decision_confidence	decision_reason
jmd-31643095d702be0777e3	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R011_v.cha	71	XXA	false	false	true	真係	ADV	計	VERB	即係哩個真係冇得計喎.	可以噉樣講𡃉喎.	嗯.						
jmd-56ffad37bd471f2083d6	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R011_v.cha	103	XXB	false	false	true	根本	ADV	講	VERB	根本冇得講𡃉喎.	又或者預言到我以後呢就將會冇,或者係返返轉頭啊噉樣.	"""唉,哩一劫我係要硬食𡃉嚹."						
jmd-0fca42095493105f46d4	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-R011_v.cha	108	XXC	false	false	true	呢	PART	諗	VERB	係四十五萬呢,有得諗.	同埋多係唔求得𡃉.	嗱,我唔攞四十六.						
jmd-759a88c315a290e7cc2a	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R013a_v.cha	109	XXB	false	false	false	你	PRON	你	PRON	因為你冇得-你其實冇乜點停𡃉.	其實係,誒,對-對創作人來講其實好𡃉.	即係你,譬如你一衰呢,你就要諗即係除咗你當然可以唔諗.						
jmd-073168411eb7f659ec5e	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R013a_v.cha	117	XXB	false	false	true	你	PRON	選擇	VERB	誒,第一,因為你冇得選擇去停步囖.	係點樣乜嘢令你覺得好玩?	即係你唔可以停𡃉其實.						
jmd-ac700a9984d7700c18b6	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R013a_v.cha	119	XXD	true	false	false			原地踏步	X	冇得原地踏步.	即係你唔可以停𡃉其實.	你冇得話,喂,不如揞眼,閂埋門,鎖閘放狗.						
jmd-427728e6702c1992d3d9	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R013a_v.cha	120	XXB	false	false	true	你	PRON	話	VERB	你冇得話,喂,不如揞眼,閂埋門,鎖閘放狗.	冇得原地踏步.	然後,誒,打下麻雀先.						
jmd-ca926364d76ea781e87c	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R013b_v.cha	25	XXD	false	false	true	冇	VERB	俾	VERB	冇-冇得俾你創作咁滯𠻹啊.	你做電影就死嚹而家.	唔係.						
jmd-d25ed0de349187480d68	HKCANCOR-JAU-MOU-DAK-R1	affirmative_yau_dak	single_token_yau_dak	有得	FC-R013b_v.cha	54	XXC	false	false	true	即係	CCONJ	做	VERB	即係有得做嘅?	噉你點睇哩個大趨勢𡃉?	係𡃉.						
jmd-6e9197c8a15312c643f6	HKCANCOR-JAU-MOU-DAK-R1	polar_yau_mou_dak	yau_plus_single_token_mou_dak	有冇得	FC-R013b_v.cha	115	XXC	false	false	false	內地	NOUN	即係	CCONJ	但係市場上邊呢,譬如內地有冇得即係諗下呢?	好正啊.	譬如我聽呢,沿海城市呢就話收亞視係清晰𡃉喎.						
jmd-57b9b2e3d8ae1826fb40	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R016_v.cha	51	XXA	true	false	true			講	VERB	冇得講.	嗰個沸點.	我哋細個讀健教成日都讀錯音.						
jmd-2c0d7963a1df74385176	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R017_v.cha	38	XXB	true	false	true			搞	VERB	冇得搞𡃉嚹.	係啊.	噉點呢?						
jmd-78b3d8509838a8095692	HKCANCOR-JAU-MOU-DAK-R1	negative_mou_dak	single_token_mou_dak	冇得	FC-R017_v.cha	58	XXB	false	false	true	囖	PART	講	VERB	請問米請佢上來囖,冇得講𡃉.	死晒嚹班主任.	老到睇唔到字啊可能.						
