runtime_label	claim_layer	current_linguistic_status	runtime_embedded_status	status_alignment	linguistic_confidence_state	implementation_lifecycle	runtime_code_reference_count	accepted_fixture_count	accepted_fixture_origin_count	visible_or_focused_test_status	render_review_status	held_out_status	regression_status	code_document_alignment_status	productive_acceptance_eligible	note
LocativeFragment	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
LocativeFrameClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	10	4	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
LocativePlacePhrase	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	16	14	6	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
LocativePostureVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
LocativeWhQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	4	5	6	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
MalformedCandidate	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_with_accepted_fixtures	13	15	14	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
MannerAdverbialVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
MeasureExpression	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_with_accepted_fixtures	4	12	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
ModalANotAQuestion	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	15	2	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ModalChangeIntoResultFrame	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ModalVP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	17	15	16	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
ModifiedNP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	21	37	14	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
ModifierNP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	3	2	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
MotionDelimitedVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
MotionGoalVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	20	40	14	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
MotionPurposeChain	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	16	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NamingClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NeedsContext	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_with_accepted_fixtures	29	74	25	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
NegatedDirectionalMotionVP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	5	10	8	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
NegatedExistentialClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	7	2	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegatedExistentialFragment	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	6	11	4	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
NegatedLexicalizedStative	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	10	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegatedStativePredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	8	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegatedVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	7	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegativeCognitionFragment	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegativeExperiential	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegativePotentialComplement	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	10	5	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NegativePotentialDirectionalVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	1	2	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
NominalHeadSpan	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_with_accepted_fixtures	18	27	21	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
NominalPredicateClause	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	3	12	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
OpinionQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	2	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
OpinionStanceFrame	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	10	15	9	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
OrdinalClassifierNP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	12	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
OvertHeadDemonstrativeClassifierNP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	v0.5.183_render_candidate	14	30	9	9_of_9_exact_positive;0_of_8_forbidden_leakage;0_of_3_unresolved_promoted	pending_user_render_review	sealed_checksum_verified_unopened	543_of_543_pass_with_two_intentional_headless_label_transitions_tracked	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
PassivePermissiveRelation	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	CP020_FROZEN_60_ROW_HEADLESS_REVIEW_PENDING_RENDERED_ACCEPTANCE	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
PathPhrase	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	7	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PerfectiveDirectionalVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	1	2	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PerfectiveObjectResultPredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PerfectiveResultPredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PerfectiveVP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	23	37	21	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	CANDIDATE_HEADLESS_4_OF_4_INDEPENDENT_COMPLETION_PERFECTIVE_POSITIVES_PASS_RENDERED_PENDING	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
PolarQuestionFrame	internal	parser_heuristic	parser_heuristic	ALIGNED	not_applicable_internal	runtime_referenced_with_accepted_fixtures	10	6	6	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	not_applicable_or_internal	false	Linguistic status and embedded runtime metadata currently agree.
PoliteImperativeClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PossessiveClassifierNP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PossessiveTransferClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PostThemeParticipantRelation	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
PostposedExistentialQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PostverbalZoPerfectiveVP	language	provisional_reaudit	supported_productive	LEGACY_RUNTIME_METADATA_STALE	not_assigned_reaudit_found_material_evidence_gaps	frozen_runtime_reaudit_found_source_linked_object_lexicon_and_question_integration_gaps	5	12	10	CP025_CONTROLLED_POSITIVES_2_OF_6_TARGET_PRESENT;BOUNDARIES_7_ABSENT_PLUS_1_BLOCKED	historical_render_pass_retained_software_only	PROSPECTIVE_7_OF_7_PASS_CONSUMED_SOFTWARE_ONLY	historical_release_regression_pass_retained	FAIL_CP025_RUNTIME_ACTION_VERB_SELECTION_AND_SEMANTIC_WORDING_MISMATCH	false	CP025: four sources reverified; published examples manually reviewed; old six-hit corpus count untraceable; only one exact prior speaker judgment; frozen runtime covers 2/6 controlled positive probes; two controlled independent speaker forms and a corrected narrowed runtime candidate are required.
PotentialDirectionalVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	1	2	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PotentialResultVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	5	3	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PreferenceVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	4	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PriorityMarkerClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	6	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProductiveVO	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	44	20	19	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProgressiveDirectionalVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	1	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProgressivePlaceQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	3	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProgressivePurposeClause	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProgressiveTransitivePredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProgressiveVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	5	6	3	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProgressiveWhObjectQuestion	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	3	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ProhibitiveImperative	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	6	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
PurposePredicate	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_without_accepted_fixtures	5	0	0	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
QuantifiedClassifierNP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	22	23	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
QuantifiedPersonNP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	10	1	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
QuantifiedTimeNP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	10	13	7	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
QuantityNP	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	5	3	2	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
ReduplicatedVP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	4	3	11	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
RelativeClauseNP	language	research_pending	research_pending	ALIGNED	not_assigned_research_pending	runtime_referenced_with_accepted_fixtures	6	3	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
RepetitiveComplementVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	4	3	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
ReportedSpeech	language	research_pending	provisional	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	runtime_referenced_with_accepted_fixtures	8	7	12	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
ResourceUseLaiFunctionRelation	language	provisional_reaudit	supported_productive	LEGACY_RUNTIME_METADATA_STALE	not_assigned_pending_reaudit	accepted_runtime_behavior_v0.5.182;linguistic_status_withdrawn_for_reaudit	5	29	3	historical_focused_validation_record_retained	historical_render_pass_record_retained	PROSPECTIVE_8_OF_8_PASS_CONSUMED	historical_release_regression_pass_record_retained	pending_current_definition_of_done_line_by_line_review	false	Current governance status is authoritative; runtime metadata will be corrected in a future candidate without treating the change as parser evidence.
RestorativeComplementVP	language	unsupported_generalization	unsupported_generalization	ALIGNED	unsupported_current_claim	runtime_referenced_with_accepted_fixtures	3	1	1	not_assessed_in_current_definition_of_done_review	not_assessed_in_current_definition_of_done_review	NOT_ESTABLISHED	not_assessed_in_current_definition_of_done_review	pending_current_definition_of_done_line_by_line_review	false	Linguistic status and embedded runtime metadata currently agree.
