id	ordinal	item_type	turn	speaker	vocabulary_ordinal	source_cantonese	source_jyutping	source_english	source_hash	previous_turn_id	next_turn_id	deduplication_relation	ingress_classification	runtime_lexical_owners	canonical_exact_owners	supporting_exact_owners	review_flags	review_state
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I042	42	lexical_entry			4	好似	hou2 ci5	seems like, appears to be	sha256:641def4b6414af88be95b775fabeda74d527d068d137ebcbb96ca9d23e95af2f			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	src/parser/detectors/opinion/stance.js|src/parser/features/token-features.js|src/runtime-resources/constructions/runtime-label-registry.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/source.json|docs/research/CP036-P1-RESULT-CHANGE-STATE-WRAPPER-AUDIT-R1.md|docs/research/CP036-P1-RESULT-CHANGE-STATE-WRAPPER-INVENTORY-R1.tsv|docs/research/CP057-P1-NEGATED-STATIVE-PREDICATE-RECONCILIATION-R1.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-003-JYUT6-SCALAR-PROGRESSION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-007-HEI2SOENG5LAI4-INCHOATIVE-ASPECT-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-007-HEI2SOENG5LAI4-INCHOATIVE-ASPECT-RESEARCH-R1.md|docs/research/QUANTITY-SCALAR-ACTION-BOUNDARIES-SOURCE-MAP-CP021B-R29.md|docs/research/RESULT-CHANGE-WRAPPERS-SOURCE-MAP-CP021B-R28.md|docs/research/UC-RQ-004-005-COMPARISON-HKCANCOR-ATTESTATION-R1.md|docs/research/UC-RQ-004-CANTONESE-EQUATIVE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-004-CANTONESE-EQUATIVE-CONSTRUCTION-RESEARCH-R1.md|docs/research/UC-RQ-004-CANTONESE-EQUATIVE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-014-015-SEPARABLE-COMPOUND-HKCANCOR-ATTESTATION-R1.md|grammar/research_pending/NegatedStativePredicate.md|test-data/review-only-readiness.tsv|test-data/w17-corpus-semantic-disposition.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv|test-data/w17-naturalized-alternatives.tsv|tests/constructions/NegatedStativePredicate.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I043	43	lexical_entry			5	幾錢	gei2 cin2	how much money	sha256:08db6f9a99fe8f2d38b4ddb17cb13d9d4389cb04819a3f7563ff49b9aa9dff30			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	src/parser/detectors/questions/wh-scalar.js|src/parser/orchestration/wrap-core.js|src/plugin-entry.js|src/runtime-resources/constructions/runtime-label-registry.js|src/runtime-resources/grammar/templates/slot-generation-rules.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	data/construction-adjudication-batches/batch-06.json|data/construction-identities.json|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-06.md|docs/research/CP039-P1-EVALUATION-SCALAR-QUESTION-WRAPPER-AUDIT-R1.md|docs/research/CP061-P1-HIGH-FANOUT-BOUNDARY-CLOSURE-R1.md|docs/research/LANE-10-MEASURE-SCALAR-SOURCE-MAP-CP021B-R19.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|grammar/research_pending/ScalarValueQuestion.md|tests/constructions/ANotAQuestion.json|tests/constructions/ClauseRelationMemberSpan.json|tests/constructions/ClauseSpan.json|tests/constructions/ComplementEllipsisFragment.json|tests/constructions/CompletionQuestion.json|tests/constructions/ExistentialQuestion.json|tests/constructions/ExistentialWhQuestion.json|tests/constructions/FormulaDiscourseUnit.json|tests/constructions/FragmentQuestion.json|tests/constructions/LocativeWhQuestion.json|tests/constructions/ModalANotAQuestion.json|tests/constructions/NominalHeadSpan.json|tests/constructions/PolarQuestionFrame.json|tests/constructions/ProgressiveWhObjectQuestion.json|tests/constructions/ScalarValueQuestion.json|tests/constructions/WhClassifierQuestion.json|tests/fixtures/boundary-closure-v1.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I044	44	lexical_entry			6	蚊	man1	Hong Kong dollar (colloquial)	sha256:f8fba9faa6a4811aec40682b7a713e24a8c75a2acc6e1608096a18b1014e5b8d			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/things.js	src/parser/context/descriptors.js|src/parser/detectors/nominal-predication/clauses.js|src/parser/detectors/transfer/passive-permissive.js|src/parser/features/token-features.js|src/runtime-resources/grammar/templates/slot-generation-rules.js|src/runtime-resources/lexicon/token-lexicon/places-and-times.js|src/runtime-resources/lexicon/token-lexicon/things.js	data/construction-adjudication-batches/batch-17.json|data/construction-identities.json|data/natural-corpus/wechat-father-daughter-001.txt|docs/research/AB30-ZO-R-HKCANCOR-CLAIM-CROSS-REFERENCE-R2.md|docs/research/CP021B-NATIVE-NATURALNESS-INGESTION.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/LANE-10-MEASURE-SCALAR-SOURCE-MAP-CP021B-R19.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-RESEARCH-R1.md|docs/research/PRQ2-033-JAU6-JAU6-COEXISTENT-PREDICATE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-004-005-COMPARISON-HKCANCOR-ATTESTATION-R1.md|grammar/research_pending/NominalPredicateClause.md|grammar/research_pending/ScalarEvaluation.md|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|tests/constructions/FocusParticleFrame.json|tests/constructions/MeasureExpression.json|tests/constructions/ModifiedNP.json|tests/constructions/NominalPredicateClause.json|tests/constructions/OvertHeadDemonstrativeClassifierNP.json|tests/constructions/QuantityNP.json|tests/fixtures/regression-snapshots.json	hong_kong_specific_currency_gloss	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I045	45	lexical_entry			7	有啲	jau5 di1	a bit, somewhat	sha256:3a1472feede916860faa58eb0d7253999f9af563e615507de52934dfa6f861c7			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	src/parser/orchestration/wrap-predicate.js|src/runtime-resources/lexicon/token-lexicon/degree-and-formulas.js	docs/research/CP022-IMPLEMENTATION-BACKLOG-CP021B-R37.tsv|docs/research/LANE-10-STATIVE-PREDICATION-SOURCE-MAP-CP021B-R8.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-COVERAGE-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PRQ2-035-NING4JYUN6-DOU1-COMMITTED-PREFERENCE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-001-GENERAL-ZOENG1-DISPOSAL-NATURAL-ATTESTATION-R1.tsv|docs/research/UC-RQ-014-015-SEPARABLE-COMPOUND-HKCANCOR-ATTESTATION-R1.md|docs/research/UC-RQ-026-DI1-DEGREE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-026-DI1-DEGREE-DISPOSITION-R1.md|tests/constructions/ClauseRelationGraph.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I046	46	lexical_entry			8	值	zik6	worth it, valuable	sha256:6b16041f4b92d852efb28c181e5b615c70598664f7f1a8159d3733d4f7a506b1			exact_duplicate_candidate	exact_duplicate			docs/research/PRQ2-013-JYU5KEI4-BAT1JYU4-ORDERED-PREFERENCE-COLLISION-AUDIT-R1.tsv|tests/constructions/ClauseRelationGraph.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I047	47	lexical_entry			9	士多啤梨	si6 do1 be1 lei2	strawberry	sha256:6e9f784f613d82d5deacacaede2f6a62f62882b3646b57fb36a87346bdf74154			no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I048	48	lexical_entry			10	忌廉	gei6 lim4	cream	sha256:6cae9dacb6aa2ad124da2c5f2adde37f08e3ab6984193e2f3aaa3803893e6966			no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I049	49	lexical_entry			11	朱古力	zyu1 gu2 lik1	chocolate	sha256:77247107d3e4ee1c1be43c6fd6acde4de31c0506263c6e1f77c29c47bf19cf5e			no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I050	50	lexical_entry			12	今朝	gam1 ziu1	this morning	sha256:99593ecabd4a78781e101f385195b41ce784b83e95a9257061708fd2649a77f2			no_project_match	new_attestation					REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I051	51	lexical_entry			13	先	sin1	just, only then	sha256:b59e29c2a5a2b777110d937735275453cfe353e16b322e7c9db3808687596e45			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js	src/parser/clause-relations/graph.js|src/parser/clause-relations/markers.js|src/parser/context/descriptors.js|src/parser/detectors/address/vocative.js|src/parser/detectors/coverbs/frames.js|src/parser/detectors/discourse/priority.js|src/parser/detectors/questions/a-not-a.js|src/runtime-resources/grammar/templates/category-span-templates.js|src/runtime-resources/lexicon/address-terms.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js|src/runtime-resources/lexicon/token-lexicon/people-and-address.js|src/runtime-resources/lexicon/token-lexicon/study-suite.js|src/runtime-resources/lexicon/token-lexicon/verbs.js|src/runtime-resources/pronunciation/jyutping-review-expectations.js	data/construction-adjudication-batches/batch-05.json|data/construction-identities.json|data/natural-corpus/wechat-father-daughter-001.txt|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W17-20260712/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/crosswalk.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W18-20260719/source.json|data/research-ledgers/glossika-week18-claim-source.json|data/research-ledgers/glossika-week18-followup-candidates.json|docs/research/CONDITIONAL-CLAUSE-LINKING-SOURCE-MAP-CP021B-R25.md|docs/research/CONSTRUCTION-ADJUDICATION-BATCH-05.md|docs/research/CP022-IMPLEMENTATION-BACKLOG-CP021B-R37.tsv|docs/research/CP023-P1-PROG01-REMEDIATION-DEPENDENCIES-R2.tsv|docs/research/CP025-P1-PFV01-SPEAKER-A-RAW-R2.md|docs/research/CP026-P1-RUL01-SPEAKER-A-FORM-R1.md|docs/research/CP039-P1-EVALUATION-SCALAR-QUESTION-WRAPPER-AUDIT-R1.md|docs/research/CP049-P1-ANOTA-ACCEPTABILITY-RECONCILIATION-R1.md|docs/research/CP049-P1-ANOTA-ACCEPTABILITY-SOURCE-VERIFICATION-R1.tsv|docs/research/DIRECTIVE-SUGGESTION-PRIORITY-SOURCE-MAP-CP021B-R27.md|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/GLOSSIKA-YUEHK-A1-W18-20260719-RESEARCH.md|docs/research/LANE-05-PERFECTIVE-COMPLETION-SOURCE-MAP-CP021B-R6.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-COVERAGE-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-REGISTER-CP021B-R37.tsv|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-RESEARCH-R1.md|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-SOURCE-VERIFICATION-R1.tsv|docs/research/PRQ2-004-CAA1DI1-NEAR-MISS-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-004-CAA1DI1-NEAR-MISS-RESEARCH-R1.md|docs/research/PRQ2-004-CAA1DI1-NEAR-MISS-SOURCE-VERIFICATION-R1.tsv|docs/research/PRQ2-006-LOK6HEOI3-CONTINUATIVE-ASPECT-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-006-LOK6HEOI3-CONTINUATIVE-ASPECT-RESEARCH-R1.md|docs/research/PRQ2-007-HEI2SOENG5LAI4-INCHOATIVE-ASPECT-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-007-HEI2SOENG5LAI4-INCHOATIVE-ASPECT-RESEARCH-R1.md|docs/research/PRQ2-008-ZI2JIU3-ZAU6-SUFFICIENT-CONDITION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-008-ZI2JIU3-ZAU6-SUFFICIENT-CONDITION-RESEARCH-R1.md|docs/research/PRQ2-014-ZI2JAU5-SIN1ZI3-NECESSARY-CONDITION-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-014-ZI2JAU5-SIN1ZI3-NECESSARY-CONDITION-RESEARCH-R1.md|docs/research/PRQ2-014-ZI2JAU5-SIN1ZI3-NECESSARY-CONDITION-SOURCE-VERIFICATION-R1.tsv|docs/research/PRQ2-015-MUI5-GO3GO3-DOU1-DISTRIBUTIVE-QUANTIFICATION-RESEARCH-R1.md|docs/research/RESEARCH-PROVENANCE-REPAIR-PLAN-R1.md|docs/research/survey-derived/SV-RQ-008/SV-RQ-008-RESEARCH-NOTE.md|docs/research/survey-derived/SV-RQ-008/SV-RQ-008-SOURCE-LEDGER.json|docs/research/UC-RQ-016-HAI6-GE3-CLEFT-FOCUS-RESEARCH-R1.md|docs/research/UC-RQ-018-ALTERNATIVE-QUESTION-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-018-ALTERNATIVE-QUESTION-RESEARCH-R1.md|docs/research/UC-RQ-018-ALTERNATIVE-QUESTION-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-029-ZYU6-DURATIVE-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-029-ZYU6-DURATIVE-DISPOSITION-R1.md|docs/research/UC-RQ-029-ZYU6-DURATIVE-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-031-MAAI4-VERBAL-PARTICLE-FAMILY-RESEARCH-R1.md|docs/research/UC-RQ-038-CEOI4FEI1-EXCEPTION-CONDITIONAL-COLLISION-AUDIT-R1.tsv|docs/research/UC-RQ-038-CEOI4FEI1-EXCEPTION-CONDITIONAL-RESEARCH-R1.md|docs/research/UC-RQ-038-CEOI4FEI1-EXCEPTION-CONDITIONAL-SOURCE-VERIFICATION-R1.tsv|docs/research/WH-IDENTITY-NAMING-ADDRESS-SOURCE-MAP-CP021B-R20.md|grammar/parser_heuristic/ClauseRelationGraph.md|grammar/research_pending/CompletionVP.md|grammar/research_pending/PerfectiveVP.md|grammar/research_pending/PostverbalZoPerfectiveVP.md|grammar/research_pending/PriorityMarkerClause.md|grammar/research_pending/ProhibitiveImperative.md|grammar/unsupported_generalization/AcceptabilityANotA.md|grammar/unsupported_generalization/DelimitedVP.md|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/CP023-P1-PROG01-visible-research-packet.tsv|test-data/native-naturalness-conflict-dispositions.tsv|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|test-data/pre-intermediate-gold-corpus.tsv|test-data/review-only-readiness.tsv|test-data/w17-corpus-semantic-disposition.tsv|test-data/w17-functional-corpus.tsv|test-data/w17-glossika-corpus.tsv|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.json|test-data/WECHAT-GX-TRAVEL-002-ADJUDICATION-MATRIX.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-D-context_disfluency_research.tsv|test-data/WECHAT-GX-TRAVEL-002-QUEUE-G-grammar_research_external_evidence.tsv|tests/constructions/AcceptabilityANotA.json|tests/constructions/ClauseRelationEdge.json|tests/constructions/ClauseRelationGraph.json|tests/constructions/ClauseRelationMemberSpan.json|tests/constructions/DegreeStativePredicate.json|tests/constructions/NominalHeadSpan.json|tests/constructions/PriorityMarkerClause.json|tests/constructions/ProductiveVO.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I052	52	lexical_entry			14	芒果	mong1 gwo2	mango	sha256:d5fee1802531c9b52330eafb9137458e80e49c04dc8d44dc813c1238d87005b7			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/things.js	src/parser/detectors/motion/purpose-chains.js|src/runtime-resources/grammar/templates/category-span-templates.js|src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/lexicon/token-lexicon/things.js|src/runtime-resources/lexicon/token-lexicon/verbs.js|src/runtime-resources/presentation/learner-glosses.js|src/runtime-resources/pronunciation/jyutping-review-expectations.js	docs/research/CP024-P0-L45-CODE-REFERENCE-INVENTORY-R1.tsv|docs/research/CP024-P0-L45-PRODUCTIVE-VO-SEED-INVENTORY-R1.tsv|docs/research/CP024-P0-L45-VERB-VALENCY-INVENTORY-R1.tsv|docs/research/EVALUATION-PACKET-BLUEPRINTS-CP021B-R37.json|docs/research/LANE-09-SERIAL-PURPOSE-SOURCE-MAP-CP021B-R16.md|docs/research/PARSER-CONSTRUCTION-CANONICAL-CONSOLIDATION-MATRIX-CP021B-R35.tsv|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|test-data/cp021b-lx1-construction-freeze-baseline.json|test-data/native-speaker-naturalness-evidence-v1.json|test-data/native-speaker-naturalness-evidence-v1.tsv|tests/constructions/ClauseSpan.json|tests/constructions/DirectionalMotionVP.json|tests/constructions/MalformedCandidate.json|tests/constructions/NeedsContext.json|tests/constructions/ProductiveVO.json|tests/constructions/SerialVerbPurposeChain.json|tests/fixtures/regression-snapshots.json		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I053	53	lexical_entry			15	嗰個	go2 go3	that one	sha256:e338f4825fcc4a00c72dc1513ff27e76b2c0207344922cb268f5f687b187294e			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	src/parser/detectors/np/token-splits.js|src/parser/features/token-features.js|src/parser/nodes/node-shape.js|src/parser/tokenization/contextual-overrides.js|src/plugin-entry.js|src/runtime-resources/grammar/templates/slot-generation-rules.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js	data/natural-corpus/wechat-father-daughter-001.txt|docs/research/AB30-ZO-R-HKCANCOR-CLAIM-CROSS-REFERENCE-R2.md|docs/research/LANE-06-CLASSIFIER-NP-SOURCE-MAP-CP021B-R5.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PRQ2-005-HOI1-HABITUAL-ESTABLISHED-ACTIVITY-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-005-HOI1-HABITUAL-ESTABLISHED-ACTIVITY-RESEARCH-R1.md|docs/research/PRQ2-005-HOI1-HABITUAL-ESTABLISHED-ACTIVITY-SOURCE-VERIFICATION-R1.tsv|docs/research/UC-RQ-001-GENERAL-ZOENG1-DISPOSAL-NATURAL-ATTESTATION-R1.tsv|docs/research/UC-RQ-003-DOUBLE-OBJECT-ORDER-ALTERNATION-RESEARCH-R1.md|docs/research/v0.5.181-RENDER-CORRECTION-CUP-AND-LAI.md|test-data/natural-corpus-wechat-father-daughter-001-turns.json|test-data/natural-corpus-wechat-father-daughter-001-turns.tsv|test-data/natural-corpus-wechat-father-daughter-001-units.json|test-data/natural-corpus-wechat-father-daughter-001-units.tsv|test-data/natural-corpus-wechat-guangxi-travel-002-turns.json|test-data/natural-corpus-wechat-guangxi-travel-002-turns.tsv|test-data/pre-intermediate-gold-corpus.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I054	54	lexical_entry			16	平	peng4	cheap	sha256:fa30537a09bf149ce2c59f40b674a28d58e062e64130e3af9b0ca33eea920834			exact_duplicate_candidate	lexical_only_attestation	src/runtime-resources/lexicon/token-lexicon/statives.js	src/parser/detectors/questions/wh-scalar.js|src/parser/features/token-features.js|src/runtime-resources/grammar/templates/category-span-templates.js|src/runtime-resources/grammar/templates/slot-generation-rules.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/function-words-and-particles.js|src/runtime-resources/lexicon/token-lexicon/statives.js|src/runtime-resources/lexicon/token-lexicon/verbs.js	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/source.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W16-20260705/source.json|data/slot-model.json|docs/research/CONDITIONAL-CLAUSE-LINKING-SOURCE-MAP-CP021B-R25.md|docs/research/COVERB-MANNER-EVENT-MODIFICATION-SOURCE-MAP-CP021B-R23.md|docs/research/CP025-P1-PFV01-SPEAKER-A-RAW-R2.md|docs/research/CP026-P1-RUL01-SPEAKER-A-FORM-R1.md|docs/research/CP032-P1-RUL01-CONTRAST-REQUIREMENTS-R1.tsv|docs/research/CP040-P1-FINAL-REACHABLE-WRAPPER-AUDIT-R1.md|docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-COLLISION-AUDIT-R1.tsv|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-RESEARCH-R1.md|docs/research/PRQ2-001-YAU5-MOU5-DAK1-AVAILABILITY-SOURCE-VERIFICATION-R1.tsv		REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I055	55	lexical_entry			17	細個	sai3 go3	smaller	sha256:b21c8fa829a951418eb9a4e06e5740eef1914689ad1be4473c841ea69e85b5f9			no_project_match	new_attestation				context_sensitive_comparative_gloss	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-DLG-002-20251207-I056	56	lexical_entry			18	少啲	siu2 di1	less, fewer	sha256:810a1236ab0bf6ada33d25fc58638aaf443584ebc17b1fd8865e72941d24ee6a			exact_duplicate_candidate	exact_duplicate			docs/research/UC-RQ-026-DI1-DEGREE-DISPOSITION-R1.md		REQUIRES_EXPERT_CONTEXT_REVIEW
