review_index	item_id	source_id	source_title	source_hash	ordinal	speaker	traditional	jyutping	previous_turn_id	previous_speaker	previous_traditional	next_turn_id	next_speaker	next_traditional	runtime_labels	review_class	review_subtype	terminal_disposition	linked_slots	routed_issue	confidence	rationale	nonfabrication_rule
35	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I014	GLOSSIKA-YUEHK-A1-DLG-011-20260215	知唔知去邊度買嘢	sha256:6efb79bc6a384df43fbcf4675e5682f6ae4e2475eea9c405cc6e80c992a7b699	14	李芳	得呀，我都想買啲嘢。		GLOSSIKA-YUEHK-A1-DLG-011-20260215-I013	陳明	好呀，不如而家一齊去啦。	GLOSSIKA-YUEHK-A1-DLG-011-20260215-I015	陳明	你想買咩呀？	ClauseRelationGraph|ClauseSpan|DiMarkedNP|ModalVP|NeedsContext|TransitiveVP	multi_clause_member_local	proposal_acceptance_plus_desire_statement	context_licensed	proposal_domain		high	得呀 accepts going together; 我都想買啲嘢 is overt and independent.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
36	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I002	GLOSSIKA-YUEHK-A1-DLG-012-20260222	你識唔識游水？	sha256:6e14cfe8fc546f849871dbf7537d926969178251cde4dd2be918a936f422d9f8	2	黃志明	識少少啫。你呢？		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I001	張美玲	志明，你識唔識游水？	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I003	張美玲	我都識少少。	FragmentQuestion|NeedsContext	continuation_or_fragment_question	skill_answer_plus_reciprocal_question	context_licensed	skill_question_domain|reciprocal_question_domain		high	識少少啫 answers the swimming-skill question; 你呢 asks the same domain of the other speaker.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
37	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I008	GLOSSIKA-YUEHK-A1-DLG-012-20260222	你識唔識游水？	sha256:f06d085abae226725da548d8223d3cd6f5065082e7375a87445d1b1097a42345	8	黃志明	鍾意呀，好好玩。		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I007	張美玲	你鍾唔鍾意游水？	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I009	張美玲	你識游邊種？	NeedsContext	multi_clause_member_local	preference_answer_plus_evaluation	context_licensed	preference_object_domain|activity_domain		high	鍾意呀 answers whether the speaker likes swimming; 好好玩 evaluates the established activity.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
38	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I030	GLOSSIKA-YUEHK-A1-DLG-012-20260222	你識唔識游水？	sha256:1f10a973575353c10add41c1e9136907133cf8ce4a498ae8837188c2b0a0a95f	30	黃志明	得呀，冇問題。		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I029	張美玲	下晝三點得唔得？	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I031	張美玲	我哋邊度見？	ClauseRelationGraph|FormulaDiscourseUnit|NeedsContext	multi_clause_member_local	time_acceptance_plus_formula	context_licensed	time_proposal_domain		high	得呀 accepts the proposed time; 冇問題 is formulaic.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
39	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I038	GLOSSIKA-YUEHK-A1-DLG-012-20260222	你識唔識游水？	sha256:686ec4b7c345f4dcc50a1fb3cfa74dd3c9e56e4b2e67e6faf80b8deafca339d5	38	黃志明	如果落雨點算？		GLOSSIKA-YUEHK-A1-DLG-012-20260222-I037	張美玲	好，我記住喇。	GLOSSIKA-YUEHK-A1-DLG-012-20260222-I039	張美玲	咁就改第二日囉。	ClauseRelationMemberSpan|ImpersonalEnvironmentalClause|NeedsContext	ordinary_parser_gap	complete_conditional_contingency_question	route_independent_parser_gap		423	high	如果落雨點算 is internally complete and repeats the same context-free profile as row 24.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
40	GLOSSIKA-YUEHK-A1-DLG-013-20260301-I018	GLOSSIKA-YUEHK-A1-DLG-013-20260301	唔該借借	sha256:b1343aaaeb698ffa08759329c63ec573ef24c56af9d9b7f6fcba6e473cbf1b14	18	李生	要呀。呢張係你嘅訪客證。		GLOSSIKA-YUEHK-A1-DLG-013-20260301-I017	陳先生	要唔要拎訪客證？	GLOSSIKA-YUEHK-A1-DLG-013-20260301-I019	陳先生	哦，多謝。	NeedsContext	multi_clause_member_local	need_answer_plus_identification_statement	context_licensed	need_question_domain		high	要呀 answers whether a visitor pass is needed; the following copular statement is overt.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
41	GLOSSIKA-YUEHK-A1-DLG-013-20260301-I035	GLOSSIKA-YUEHK-A1-DLG-013-20260301	唔該借借	sha256:7ffd236a6b206dec855176371dda13763c26f782864b97e5e86f5eaf85e33833	35	陳先生	如果搵唔到點算？		GLOSSIKA-YUEHK-A1-DLG-013-20260301-I034	李生	啱喇。	GLOSSIKA-YUEHK-A1-DLG-013-20260301-I036	李生	打電話畀我，我幫你。	ClauseRelationMemberSpan|NeedsContext|NegativePotentialComplement	ordinary_parser_gap	complete_conditional_contingency_question	route_independent_parser_gap		423	high	如果搵唔到點算 has an overt condition and overt contingency question; it does not lack a right relation member.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
42	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I002	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:2f13c47da586802f0d315447c50b22ac3516ed6402011b059a4d61072c97c2d0	2	詠琪	識少少啫，你呢？		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I001	家豪	詠琪，你識唔識煮飯呀？	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I003	家豪	我唔識煮飯。	ClauseRelationGraph|FragmentQuestion|NeedsContext	continuation_or_fragment_question	skill_answer_plus_reciprocal_question	context_licensed	skill_question_domain|reciprocal_question_domain		high	識少少啫 answers the cooking-skill question; 你呢 reuses the same domain.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
43	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I008	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:6ffc9d5846f77723ad83528e3bbe376630c81c7c39203c5cebcab3ebba110c5a	8	詠琪	識呀，你呢？		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I007	家豪	你識唔識游水？	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I009	家豪	我唔識，好驚水。	ClauseRelationGraph|FragmentQuestion|NeedsContext	continuation_or_fragment_question	skill_answer_plus_reciprocal_question	context_licensed	skill_question_domain|reciprocal_question_domain		high	識呀 answers the swimming-skill question; 你呢 reuses the same domain.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
44	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I013	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:bcec501c2afa542ef51e9998903ed93d5327f274893673831464b6a5ac8ee83f	13	家豪	得呀，好呀。		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I012	詠琪	星期六得唔得？	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I014	詠琪	你識唔識打波？	ClauseRelationGraph|FormulaDiscourseUnit|NeedsContext	recoverable_answer	time_acceptance_formula	context_licensed	time_proposal_domain		high	得呀 selects the positive alternative of 星期六得唔得; 好呀 is formulaic agreement.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
45	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I015	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:d28b683c3da1f6d1acc8b8f3977ded2564d55a2d4e04f62a1e1c1fedd2219628	15	家豪	識呀，我識打籃球。		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I014	詠琪	你識唔識打波？	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I016	詠琪	你打得好唔好？	ClauseRelationGraph|ModalVP|NeedsContext|ProductiveVO	multi_clause_member_local	skill_answer_plus_specific_skill_statement	context_licensed	skill_question_domain		high	識呀 answers the broad ball-skill question; 我識打籃球 overtly specifies the skill.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
46	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I022	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:3c32e6e886b10efb44aeb999766118c8fcc70ad92cdda472dc9a056f8585598d	22	詠琪	我想學彈結他。		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I021	家豪	你想學啲咩技能？	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I023	家豪	結他好難學㗎。	NeedsContext	ordinary_parser_gap	complete_desiderative_learning_clause	route_independent_parser_gap		425	high	我想學彈結他 has an overt subject, desiderative head, learning predicate, and skill complement. Adjacency is not needed to complete it.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
47	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I023	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:613eb6be818e590bfa72ce56b53a949d26100ef35cd7f0bd14d2eda53a74a5c4	23	家豪	結他好難學㗎。		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I022	詠琪	我想學彈結他。	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I024	詠琪	你識唔識彈結他？	NeedsContext	ordinary_parser_gap	complete_topic_evaluative_clause	route_independent_parser_gap		425	high	結他好難學㗎 has an overt topic and evaluative predicate. It is not a context fragment.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
48	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I024	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:63e20c0ffbbfc650ba5ea5fbc308c95b34623a785bf30d1aee51d3bce3650efc	24	詠琪	你識唔識彈結他？		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I023	家豪	結他好難學㗎。	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I025	家豪	我唔識，我識彈琴。	NeedsContext	ordinary_parser_gap	complete_skill_a_not_a_question	route_independent_parser_gap		425	high	你識唔識彈結他 is a complete skill A-not-A question with overt subject and complement.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
49	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I038	GLOSSIKA-YUEHK-A1-DLG-014-20260308	傾計講技能	sha256:915963f21f17609f7a2436fdc756f0b09094ec87fb6072be8b1c01993ca0276f	38	詠琪	得呀，我得閒。		GLOSSIKA-YUEHK-A1-DLG-014-20260308-I037	家豪	好呀，下星期得唔得？	GLOSSIKA-YUEHK-A1-DLG-014-20260308-I039	家豪	咁約好喇。	ClauseRelationGraph|ClauseSpan|NeedsContext	multi_clause_member_local	time_acceptance_plus_availability_statement	context_licensed	time_proposal_domain		high	得呀 accepts next week; 我得閒 overtly states availability.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
50	GLOSSIKA-YUEHK-A1-DLG-015-20260315-I015	GLOSSIKA-YUEHK-A1-DLG-015-20260315	信唔信得過？	sha256:379fe29e1f67d04403c5b84c1b5e36865f8df18ef22f37897205513b37129560	15	志明	但係佢哋話培訓完就會退返畀我。		GLOSSIKA-YUEHK-A1-DLG-015-20260315-I014	美玲	你千祈唔好畀錢佢哋呀！	GLOSSIKA-YUEHK-A1-DLG-015-20260315-I016	美玲	邊有咁大隻蛤乸隨街跳㗎？唔好信佢哋！	ClauseRelationMemberSpan|NeedsContext|ReportedSpeech	formula_or_discourse_response	prior_turn_concessive_report	context_licensed	discourse_contrast_antecedent		high	但係 links the reported refund claim to the warning not to pay. The reported-speech clause is overt and complete.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
51	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I022	GLOSSIKA-YUEHK-A1-DLG-017-20260329	更正電話號碼	sha256:89d60bd9e6ac196d4daf6c752968a95b4153d0c1ba3cccd3e9bf99bd5a08e803	22	王先生	冇問題，而家改番就得㗎喇。		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I021	陳小姐	明白喇，我寫錯咗。	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I023	陳小姐	我而家改，九七八四五六八七。	ClauseRelationEdge|ClauseRelationGraph|ClauseRelationMemberSpan|NeedsContext|TemporalClause	ordinary_parser_gap	formula_plus_overt_sufficiency_clause	route_independent_parser_gap		424	high	而家改番就得㗎喇 contains an overt change predicate and sufficiency relation; 冇問題 is a formula, not evidence for a hidden complement.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
52	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I031	GLOSSIKA-YUEHK-A1-DLG-017-20260329	更正電話號碼	sha256:be74f6cb4ca9febf99938ed3e09431ca12a5db66736e28b9ce3be440f65e1670	31	陳小姐	會呀，我會打呢個新號碼。		GLOSSIKA-YUEHK-A1-DLG-017-20260329-I030	王先生	如果有咩要改，你會打俾我？	GLOSSIKA-YUEHK-A1-DLG-017-20260329-I032	王先生	好，咁就最好喇。	ClauseRelationGraph|ClauseSpan|HeadlessDemonstrativeClassifierNP|ModalVP|NeedsContext|TopicComment|TransitiveVP	multi_clause_member_local	modal_answer_plus_explicit_restated_event	context_licensed	polar_question_domain		high	會呀 answers whether the caller will call; the following clause overtly restates the call and new number.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
53	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I013	GLOSSIKA-YUEHK-A1-DLG-018-20260405	邊個好啲?	sha256:4ce470b5154c26b42a71d6ed6f0a6f55ced2c82713157e75eab0d1d7c0f9d448	13	志偉	都係。但係茶餐廳平啲。		GLOSSIKA-YUEHK-A1-DLG-018-20260405-I012	詩敏	我覺得快啲，你覺得呢？	GLOSSIKA-YUEHK-A1-DLG-018-20260405-I014	詩敏	係喎，平幾多呀？	ClauseRelationMemberSpan|DegreeMannerAdverbial|NeedsContext|TopicComment	multi_clause_member_local	comparison_response_plus_concessive_clause	context_licensed	comparison_proposition|discourse_contrast_antecedent		medium	都係 responds to the immediately preceding comparison proposition; 但係 introduces an overt countervailing price comparison. The exact interpretation is context-linked but the antecedent is locally unique.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
54	GLOSSIKA-YUEHK-A1-DLG-019-20260412-I020	GLOSSIKA-YUEHK-A1-DLG-019-20260412	唔好意思聽到	sha256:2f95585c0b0855122833a08e1d3dd5ab8860950c38b71d945a7c42252c763007	20	美玲	有呀，影咗好多，尋日睇返晒。		GLOSSIKA-YUEHK-A1-DLG-019-20260412-I019	志明	你有冇影好多相？	GLOSSIKA-YUEHK-A1-DLG-019-20260412-I021	志明	至少有啲回憶可以留低。	ClauseRelationGraph|CompletionVP|NeedsContext|PerfectiveVP|TemporalClause	multi_clause_member_local	positive_existential_answer_plus_perfective_repetition	context_licensed	existential_question_domain|object_domain|speaker_continuity		high	有呀 answers 有冇影好多相; 影咗好多 and 睇返晒 retain overt predicates while their photo domain links to the question.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
55	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I015	GLOSSIKA-YUEHK-A1-DLG-020-20260419	問清楚巴士路線	sha256:e7d4194a3d0fb75e3df0c4f74bf083e2e5bfcc8b4cf149bc51886a0cd4c2641c	15	李太太	但係都會去到尖沙咀？		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I014	黃師傅	八號行彌敦道，慢啲。	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I016	黃師傅	會呀，最後都去到。	ClauseRelationMemberSpan|DirectionalMotionVP|ModalVP|NeedsContext	formula_or_discourse_response	prior_turn_concessive_confirmation_question	context_licensed	discourse_contrast_antecedent|route_subject_domain		high	但係 links the reachability question to the immediately preceding route description. The bus-route subject is overtly established and no clause member is fabricated.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
56	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I016	GLOSSIKA-YUEHK-A1-DLG-020-20260419	問清楚巴士路線	sha256:5d01c10a12f4192c5f00392105d0d457baf00ff31da36d196b1d8ed132190598	16	黃師傅	會呀，最後都去到。		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I015	李太太	但係都會去到尖沙咀？	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I017	李太太	我唔趕時間，搭八號得唔得？	ClauseRelationGraph|DirectionalMotionVP|NeedsContext	multi_clause_member_local	modal_answer_plus_directional_repetition	context_licensed	polar_question_domain|route_subject_domain|destination_domain		high	會呀 selects the positive alternative of the preceding reachability question; 最後都去到 repeats the overt motion predicate with the established route and destination domain.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
57	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I018	GLOSSIKA-YUEHK-A1-DLG-020-20260419	問清楚巴士路線	sha256:c1d517e07dad9c619e39b5cabd3fad18282043ef86d3908d6e7fc5a68ea57b3e	18	黃師傅	得呀，八號喺呢個站都有。		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I017	李太太	我唔趕時間，搭八號得唔得？	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I019	李太太	八號幾耐一班車？	ClauseRelationGraph|LocativePlacePhrase|NeedsContext|OvertHeadDemonstrativeClassifierNP	multi_clause_member_local	acceptability_answer_plus_route_availability_statement	context_licensed	proposal_domain		high	得呀 accepts taking route 8; 八號喺呢個站都有 is an overt follow-up statement.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
58	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I032	GLOSSIKA-YUEHK-A1-DLG-020-20260419	問清楚巴士路線	sha256:128fbef4878dc372e232f874fff8cbb8efe863bd24daf003f75c40141e2f2213	32	黃師傅	會呀，有廣播，唔使擔心。		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I031	李太太	車上面會唔會報站？	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I033	李太太	如果我唔記得落車點算？	ClauseRelationGraph|ModalVP|NeedsContext	multi_clause_member_local	modal_answer_plus_explanation_and_reassurance	context_licensed	polar_question_domain		high	會呀 answers whether stops are announced; 有廣播 and 唔使擔心 are overt explanation and reassurance.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
59	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I033	GLOSSIKA-YUEHK-A1-DLG-020-20260419	問清楚巴士路線	sha256:ece2995cf50d0e40b3ff0ade07c737ea20b31908c36acb5460c8ae98970e8dde	33	李太太	如果我唔記得落車點算？		GLOSSIKA-YUEHK-A1-DLG-020-20260419-I032	黃師傅	會呀，有廣播，唔使擔心。	GLOSSIKA-YUEHK-A1-DLG-020-20260419-I034	黃師傅	你可以問司機。	ClauseRelationMemberSpan|NeedsContext|NegatedVP|VerbComplementVP	ordinary_parser_gap	complete_conditional_contingency_question	route_independent_parser_gap		423	high	如果我唔記得落車點算 has an overt condition and overt contingency question; it is complete without the previous turn.	Link discourse metadata to overt source turns only; do not insert reconstructed words or synthetic syntax.
