construction	candidate_id	source_file	turn_index_zero_based	participant	matched_surface_span	matched_pos	text	previous_text	next_text
AA07	aa07-fd272a45fe1888df7f16	FC-035_v2.cha	81	XXX	嘅嘢	u+n	即係都唔會,即係你唔會發現有啲乜嘢大劫案啊嗰啲噉嘅嘢囖.	如果小心啲嘅話,其實,意大利都,即係OK喇.	即係同,只要小心自己啲財物噉樣,隨身跟返,噉都OK喇.
AA07	aa07-584a6ba426b7c8a33529	FC-035_v2.cha	93	XXX	嘅國家	u+n	成個國家,即係一個小型嘅國家都好鬼靚囖.	都幾靚𡃉係,同埋嗰度真係幾靚.	"跟住之後,我就去咗,即係搭夜車上咗哩個,我都唔記得佢點樣pronounce哩個字,唔知係唔係"""",定點樣喇."
AA07	aa07-e925d5065daa88817030	FC-035_v2.cha	105	XXX	嘅香港	u+ns	喺嗰度撞到嘅香港人都話其實,即係佢哋睇到嘅嘢同我哋睇到嘅嘢都差唔多囖.	所謂嘅,所以都係走馬看燈.	好彩就,但係我諗,即係停留喺嗰度會係開心啲囖,幾靚,好鬼靚啊嗰度.
AA07	aa07-4e1ca27ae786e7d1302f	FC-035_v2.cha	105	XXX	嘅嘢	u+n	喺嗰度撞到嘅香港人都話其實,即係佢哋睇到嘅嘢同我哋睇到嘅嘢都差唔多囖.	所謂嘅,所以都係走馬看燈.	好彩就,但係我諗,即係停留喺嗰度會係開心啲囖,幾靚,好鬼靚啊嗰度.
AA07	aa07-ad0da291507111dfe39b	FC-035_v2.cha	105	XXX	嘅嘢	u+n	喺嗰度撞到嘅香港人都話其實,即係佢哋睇到嘅嘢同我哋睇到嘅嘢都差唔多囖.	所謂嘅,所以都係走馬看燈.	好彩就,但係我諗,即係停留喺嗰度會係開心啲囖,幾靚,好鬼靚啊嗰度.
AA07	aa07-fc6172654494f5f6dc6d	FC-035_v2.cha	110	XXX	嘅博物館	u+n	重有其他好多嘅博物館啊,林林沈沈啊,凱旋門喇,嗰啲咁上下嘅名勝喇.	噉我哋都有去,同埋迪士尼喇,同埋都,即係點.	但係,即係啲人話,乜嘢羅浮宮嗰啲,或者話乜嘢,梵爾賽宮可以行成半日,或者一日嘅.
AA07	aa07-8b143f575cd46a48feaf	FC-035_v2.cha	110	XXX	嘅名勝	u+n	重有其他好多嘅博物館啊,林林沈沈啊,凱旋門喇,嗰啲咁上下嘅名勝喇.	噉我哋都有去,同埋迪士尼喇,同埋都,即係點.	但係,即係啲人話,乜嘢羅浮宮嗰啲,或者話乜嘢,梵爾賽宮可以行成半日,或者一日嘅.
AA07	aa07-7d627f09b8681749860f	FC-035_v2.cha	119	XXX	嘅嘢	u+n	我哋嗰日九點幾去到,跟住十一點幾先走,睇咗,即係點啊,基本上嗰啲熱門嘅嘢都玩晒,幾正下𡃉都.	嗯,迪士尼,迪士尼我哋特登就星期六去.	誒,重有巡遊喇.
AA07	aa07-63059609f1bae110261e	FC-035_v2.cha	127	XXX	嘅國家	u+n	又係,啲人好有文化囖,嗯,同埋真係好光鮮,可能比較有錢嘅國家.	跟住其他國家,其實度度都好好囖,我覺得.	其他嗰啲,我諗都咁上下喇.
AA07	aa07-baadb0ed444c2a443467	FC-035_v2.cha	136	XXX	嘅衫	u+n	同埋返到之後發現,可能都買咗少少無謂嘅衫囖,睇返都.	都唔知點掅囖,四袋嘢走噉樣.	咦,點解我會買?
AA07	aa07-bbb2c1ef445252893cdb	FC-035_v2.cha	138	XXX	嘅嘢	u+n	雖然係平,但係好似又買埋啲類似嘅嘢.	咦,點解我會買?	同埋都,好似香港嗰啲重正啲,所以下次呢,去旅行呢,都係,千祈唔好帶太多嘢去喇首先.
AA07	aa07-a6600feb380d80167203	FC-035_v2.cha	140	XXX	嘅餅乾	u+n	因為今次帶咗太多無謂嘅餅乾去,同埋太多哩個公仔麵去嚹.	同埋都,好似香港嗰啲重正啲,所以下次呢,去旅行呢,都係,千祈唔好帶太多嘢去喇首先.	搞到我冇得點食,即係嘗試下周圍嗰啲美食啊,好鬼,好鬼衰啊,冇得食.
AA07	aa07-a82f6a34ee09981ec54b	FC-038a_v2.cha	4	XXY	嘅學生	u+n	因為淨係forpostgrad嘅學生𡃉咋.	係啊,係啊.	係呀?
AA07	aa07-24d2a7408f59d2d634d3	FC-038a_v2.cha	32	XXY	嘅服務	u+vn	噉裏邊嘅服務呢,又非常之好啊.	單人房啊?	係單人房喇.
AA07	aa07-3b38af69de8aa1408c34	FC-038a_v2.cha	54	XXY	嘅人	u+n	間唔中都會有啲post出來呢,就係𠻺即係俾postgrad嘅人去申請噉樣嘅.	喀.	喀,喀.
AA07	aa07-26af80a39668ad72f4bc	FC-038a_v2.cha	104	XXY	嘅城市	u+n	而家香港係一個商業化嘅城市.	喀.	嗯.
AA07	aa07-f1e135f594e43be41ecd	FC-038a_v2.cha	152	XXY	嘅postgrad	u+xn	我想問下你,你嘅postgrad嘅project係做乜嘢話?	喀.	吓?
AA07	aa07-314d1c166052094e5a27	FC-038a_v2.cha	152	XXY	嘅project	u+xn	我想問下你,你嘅postgrad嘅project係做乜嘢話?	喀.	吓?
AA07	aa07-177262495c939413cada	FC-038a_v2.cha	157	XXX	嘅評論	u+vn	即係翻譯嘅評論喇,喀.	哦譯評.	噉就會揀一啲誒文學作品喇.
AA07	aa07-58e0fb416a5664294f13	FC-038a_v2.cha	159	XXX	嘅書	u+n	"噉我揀咗本叫做""天路歷程""嘅書𠸏."	噉就會揀一啲誒文學作品喇.	哦.
AA07	aa07-08c93ee644bc25f3505a	FC-038a_v2.cha	168	XXX	嘅作品	u+n	噉係十七世紀嘅作品來𠸏.	講乜嘢呀?	噉就係關於,誒,一個,書中嘅主角叫做基督徒喇.
AA07	aa07-b799caa34d941af27db5	FC-038a_v2.cha	169	XXX	嘅主角	u+n	噉就係關於,誒,一個,書中嘅主角叫做基督徒喇.	噉係十七世紀嘅作品來𠸏.	喀.
AA07	aa07-6b2911b603f63e17dfdd	FC-038a_v2.cha	172	XXX	嘅鄉下	u+n	噉佢,誒,離開自己嘅鄉下,噉呢就去哩個,誒,書-書入邊講嘅天城喇,喀.	哦.	講佢整條路上邊遇到嘅嘢啊,同埋佢,係喇,面對嘅困難啊各方面喇,喀.
AA07	aa07-20259f66d6c7aaeee4ec	FC-038a_v2.cha	172	XXX	嘅天城	u+nz	噉佢,誒,離開自己嘅鄉下,噉呢就去哩個,誒,書-書入邊講嘅天城喇,喀.	哦.	講佢整條路上邊遇到嘅嘢啊,同埋佢,係喇,面對嘅困難啊各方面喇,喀.
AA07	aa07-231f8b97a58b9fcf5e85	FC-038a_v2.cha	173	XXX	嘅嘢	u+n	講佢整條路上邊遇到嘅嘢啊,同埋佢,係喇,面對嘅困難啊各方面喇,喀.	噉佢,誒,離開自己嘅鄉下,噉呢就去哩個,誒,書-書入邊講嘅天城喇,喀.	哦.
AA07	aa07-967b1685d824f9636688	FC-038a_v2.cha	173	XXX	嘅困難	u+an	講佢整條路上邊遇到嘅嘢啊,同埋佢,係喇,面對嘅困難啊各方面喇,喀.	噉佢,誒,離開自己嘅鄉下,噉呢就去哩個,誒,書-書入邊講嘅天城喇,喀.	哦.
AA07	aa07-a85245b01df864ad6aa1	FC-038a_v2.cha	179	XXX	嘅譯本	u+n	噉啊,有唔同嘅譯本喇.	嗯.	聽講係繼聖經之後呢,有最多譯本嘅一本書來.
AA07	aa07-0a237f72ae3b6840b144	FC-038a_v2.cha	191	XXX	嘅譯本	u+n	噉𠻺最近喺中大借咗本好得意嘅譯本喎.	哦.	喀.
AA07	aa07-f5faa271bf95a36cdb45	FC-038a_v2.cha	202	XXX	嘅譯本	u+n	噉,誒,同埋到二十世紀都有不同嘅譯本囖.	係嘞.	我自己手頭上都有幾個譯本,喀.
AA07	aa07-3ab4b07cace3237c2f7b	FC-038a_v2.cha	239	XXY	嘅樣	u+n	人哋覺得我呢,好似幾日未沖涼啊,冇洗頭噉嘅樣囖.	有乜嘢成績噉啊?	喀.
AA07	aa07-6307526b2b0352dff2b6	FC-038a_v2.cha	242	XXY	嘅論文	u+n	要發到三份嘅論文,班三份嘅論文出去囖.	因為都幾辛苦喇,一點至兩點先走啊.	喀.
AA07	aa07-7df642e3de104a24bb92	FC-038a_v2.cha	242	XXY	嘅論文	u+n	要發到三份嘅論文,班三份嘅論文出去囖.	因為都幾辛苦喇,一點至兩點先走啊.	喀.
AA07	aa07-99092a8ed9f1f3390075	FC-038a_v2.cha	244	XXY	嘅論文	u+n	噉樣就係啲國際性嘅論文噉樣囖.	喀.	好威啊.
AA07	aa07-3daa7a602b56ad6fb6d5	FC-038a_v2.cha	285	XXX	嘅名單	u+n	噉啊,嗯,不過就先生話八月尾就會開會囖,收集晒啲名單啊,讀嘅名單,再-再睇下政府有幾多quota俾囖.	哎吔.	嗯.
AA07	aa07-51b3157c2ed0d2a9ff5d	FC-038a_v2.cha	288	XXY	嘅studentship	u+xn	因為我記得我嗰個年代呢,只要讀上去嘅話呢,就一定有𠻺嗰啲所謂嘅studentship啊噉樣啊.	喀.	喀,喀.
AA07	aa07-9929c0d999a9878e437c	FC-038b_v2.cha	0	XXY	嘅仔	u+n	吖錦威,聽聞呢好似話,新聞話呢,誒有個考官呢,誒佢作弊喎,幫佢嘅仔定女話?		個仔.
AA07	aa07-5602259b01c11cd26a7a	FC-038b_v2.cha	10	XXX	嘅考官	u+n	噉其中一個九A狀元呢,噉原來係一個,誒,考官,唔知係,唔知高級喇,幾高級嘅考官.	噉𠻺有好多狀元出咗來喇.	"""""一級考官來𡃉𡃓."
AA07	aa07-0a61fe0a2cbe64339bac	FC-038b_v2.cha	17	XXX	嘅消息	u+n	我聽講嘅消息就係,嗱,噉考試局裏邊有啲即係唔同類型嘅考官喇.	喀.	係啊係啊.
AA07	aa07-a511bb0d6cf3cca31b4e	FC-038b_v2.cha	17	XXX	嘅考官	u+n	我聽講嘅消息就係,嗱,噉考試局裏邊有啲即係唔同類型嘅考官喇.	喀.	係啊係啊.
AA07	aa07-bb0b37ffe836d960389a	FC-038b_v2.cha	34	XXX	嘅技巧	u+n	噉可能哩個考官,佢嘅技巧就唔係咁高𡃉.	即係泄-泄露咗哩啲考試題目同埋啲答案俾佢聽喇,喀.	我唔知點解呢.
AA07	aa07-3f93405a8bdb5f02f135	FC-038b_v2.cha	53	XXX	嘅新聞	u+n	噉好似呢,就噚日,唔知係唔係噚日嘅新聞呢,就講誒,嗰個考官就承認控罪喇,就要判哩個社會服務令嘅.	後尾點樣處置啊哩件事?	哦.
AA07	aa07-0bf1024f4df2741b0bb2	FC-038b_v2.cha	56	XXX	嘅職位	u+n	噉𠻺,我唔知佢嘅職位可能都會被取消喇.	喀.	應該要喇.
AA07	aa07-fee6d2cb71dec1c0db88	FC-038b_v2.cha	73	XXX	嘅情況	u+n	社會風氣唔多唔少都有影響哩個嘅情況,我覺得.	嗯.	即係作弊啊,或者噉樣,喀,泄露一啲嘅考試題目噉樣.
AA07	aa07-4821326f3a26b3e18ab9	FC-038b_v2.cha	74	XXX	嘅考試	u+vn	即係作弊啊,或者噉樣,喀,泄露一啲嘅考試題目噉樣.	社會風氣唔多唔少都有影響哩個嘅情況,我覺得.	因為逢親考試結果出來嘅時候呢,就社會人士啊,傳媒呢,都會大力渲染喇.
AA07	aa07-39e817eb538df8d09999	FC-038b_v2.cha	75	XXX	嘅時候	u+n	因為逢親考試結果出來嘅時候呢,就社會人士啊,傳媒呢,都會大力渲染喇.	即係作弊啊,或者噉樣,喀,泄露一啲嘅考試題目噉樣.	係啊.
AA07	aa07-4925635fb11590384a2e	FC-038b_v2.cha	92	XXX	嘅意思	u+n	我-我嘅意思就係,你嘅能力都未到嗰個地步喇.	如果我係個仔,就算我攞咗九A喇,發現噉樣我自己都覺得,其實好快會露出馬腳啫.	喀.
AA07	aa07-f39bfdbccb7bbba3a09f	FC-038b_v2.cha	92	XXX	嘅能力	u+n	我-我嘅意思就係,你嘅能力都未到嗰個地步喇.	如果我係個仔,就算我攞咗九A喇,發現噉樣我自己都覺得,其實好快會露出馬腳啫.	喀.
AA07	aa07-51c45d8452f3c2ced3b6	FC-038b_v2.cha	94	XXX	嘅課程	u+n	噉你將來升到中六,或者,噉中六嘅課程又深咗好多喇.	喀.	唔緊要𠺝.
AA07	aa07-75e10a0bb884e1b30fca	FC-038b_v2.cha	103	XXX	嘅時候	u+n	噉我阿哥呢,噚日傾開哩個問題嘅時候,噉我又唔知我阿哥定爸爸有另外一個講法就話.	始終都係要自己努力喇,係唔係先?	噉應該呢就係,叫佢努力啲去讀書先,臨到最尾,先俾啲題目佢,俾啲答案佢望一望,即係話呢,即係佢本身已經有一個好好嘅基礎,你明唔明啊?
AA07	aa07-3ad33193768afb0448ef	FC-038b_v2.cha	104	XXX	嘅基礎	u+n	噉應該呢就係,叫佢努力啲去讀書先,臨到最尾,先俾啲題目佢,俾啲答案佢望一望,即係話呢,即係佢本身已經有一個好好嘅基礎,你明唔明啊?	噉我阿哥呢,噚日傾開哩個問題嘅時候,噉我又唔知我阿哥定爸爸有另外一個講法就話.	明白,明白.
AA07	aa07-288362eb43de1e39d533	FC-038b_v2.cha	109	XXX	嘅意見	u+n	哩個係我屋企人嘅意見.	噉又冇咁容易泄露嗎,露出馬腳喎.	你屋企人同你嘅意見真係好唔同喎.
AA07	aa07-7e800d97f9d8ba411d21	FC-038b_v2.cha	110	XXY	嘅意見	u+n	你屋企人同你嘅意見真係好唔同喎.	哩個係我屋企人嘅意見.	噉𠻺係.
AA07	aa07-f38097a2c0cad2d3f8a2	FC-038b_v2.cha	121	XXY	嘅態度	u+n	不過如果俾着我,我都會,誒,用返忠直嘅態度去對待返嘅我覺得都.	嗯.	都啱𠸏,我覺得就.
AA07	aa07-f0fbd7d5d6d2fb224ec1	FC-038b_v2.cha	125	XXY	嘅事	u+n	全部紅又唔係乜嘢罪不了嘅事,係唔係?	係嘞.	同埋而家我覺得你入中六都唔係咁難啫,唔使攞九A啫.
AA07	aa07-98a2f2561dd46f2eed80	FC-038b_v2.cha	131	XXX	嘅人	u+n	十四分,好似都佢啲學位都即係點講呢,十四分嘅人都fill唔晒所有嘅學位.	喀.	係啊係啊,係啊.
AA07	aa07-7cabccd8bfadcca929c5	FC-038b_v2.cha	131	XXX	嘅學位	u+n	十四分,好似都佢啲學位都即係點講呢,十四分嘅人都fill唔晒所有嘅學位.	喀.	係啊係啊,係啊.
AA07	aa07-a4493a3dd733522d2bc7	FC-038b_v2.cha	141	XXY	嘅時候	u+n	佢放榜嘅時候,噉我同學呢打電話呢返來我實驗室喎.	喀.	喀.
AA07	aa07-7e245c7172f2c9cbb1ae	FC-038b_v2.cha	165	XXY	嘅人	u+n	所以我覺得誒一般嘅人呢我覺得就睇成績睇得太過緊要囖.	噉樣喇.	喀,喀.
AA07	aa07-0c48e2758a9c325b1064	FC-038b_v2.cha	167	XXY	嘅風氣	u+n	噉所以我覺得就係誒哩方面我覺得真係唔係咁正常嘅風氣噉樣囖.	喀,喀.	係囖.
AA07	aa07-7a491ec54df2555ab978	FC-038b_v2.cha	172	XXX	嘅雜誌	u+n	打開本啲普通嘅雜誌成十幾版都係嗰啲補習嗰啲廣告啊.	乜嘢補習天王嗰啲,唉,真係.	係喇.
AA07	aa07-8b2b011ed94a25c50026	FC-038b_v2.cha	178	XXX	嘅學校	u+n	即係正常嘅學校-學校教育呢,好似已經去到次等噉樣喇.	即係而家搞到社會嘅教育風氣呢,好-好唔正常我覺得.	係囖.
AA07	aa07-674031f97df17007cb8c	FC-038b_v2.cha	193	XXY	嘅品格	u+n	建立到一啲你個人嘅品格,係唔係?	嗯.	係喇.
AA07	aa07-c41e9f6334614fa5f34d	FC-038b_v2.cha	195	XXY	嘅取向	u+n	人生嘅取向.	係喇.	哩啲先至係最緊要吖嗎,係唔係先?
AA07	aa07-e1c472fa800e9e4daa0c	FC-038b_v2.cha	197	XXX	嘅訓練	u+vn	教育係應該係一個全人嘅訓練.	哩啲先至係最緊要吖嗎,係唔係先?	係喇係喇.
AA07	aa07-543491a14bcca16f1ad8	FC-038b_v2.cha	232	XXY	嘅PhD	u+xjn	又HongKongU嘅PhD畢業𡃉喎.	喀.	喀.
AA07	aa07-ca32f5a93b33ca89095a	FC-038b_v2.cha	266	XXY	嘅學生	u+n	應該有啲你咁清貧嘅學生.	搞成噉真係.	係啊.
AA07	aa07-8e931b99f4bd5ca56d9a	FC-042_v.cha	2	XXH	嘅時候	u+n	嗰陣時我八,九歲嘅時候呢,唔知點解蒲去-成日去書局蒲.	誒,其實我好細個已經睇好多飛碟嗰啲書𡃉嚹.	買埋好多嗰啲飛碟嗰啲不明飛行物啊,百慕達三角洲之類嗰啲書呢.
AA07	aa07-b67d86101244c1914d1f	FC-042_v.cha	8	XXH	嘅形式	u+n	係唔係用飛碟嘅形式我唔敢肯定囖.	噉亦都梗有一,兩粒係可能啲科技先進,可以來到地球噉.	但係我自細我都信.
AA07	aa07-871842a27b57498eec66	FC-042_v.cha	10	XXH	嘅願望	u+n	噉即係希望見到飛碟係我一個好大嘅願望.	但係我自細我都信.	但係而家未實現.
AA07	aa07-26952d8e0a802ef5a126	FC-042_v.cha	15	XXH	嘅中心	u+n	會唔會係即係如果有人基督教嗰啲呢,你好似會覺得即係地球就好似宇宙嘅中心噉,上帝就創造咗人類.	唔知呢.	個聖經好似冇提過上帝創造宇宙人.
AA07	aa07-9560ea88b3134220327f	FC-042_v.cha	31	XXH	嘅樣	u+n	因為其實就算有星球人啊,其實都唔知點嘅樣𡃉囖.	噉我都相信.	即係如果用科學家啲角度,佢哋話覺得應該只可以一個好窄嘅生命進化環境入邊先可以有生物.
AA07	aa07-673bede208a944d013c2	FC-042_v.cha	32	XXH	嘅生命	u+n	即係如果用科學家啲角度,佢哋話覺得應該只可以一個好窄嘅生命進化環境入邊先可以有生物.	因為其實就算有星球人啊,其實都唔知點嘅樣𡃉囖.	於是啲生物嘅形-嘅形態係唔會相差太遠嘅.
AA07	aa07-8eb9544a50a2c91a9d73	FC-042_v.cha	33	XXH	嘅形	u+Ng	於是啲生物嘅形-嘅形態係唔會相差太遠嘅.	即係如果用科學家啲角度,佢哋話覺得應該只可以一個好窄嘅生命進化環境入邊先可以有生物.	"但係你好似""MIB""嗰啲噉喎."
AA07	aa07-f125b4cd32e335d2264d	FC-042_v.cha	33	XXH	嘅形態	u+n	於是啲生物嘅形-嘅形態係唔會相差太遠嘅.	即係如果用科學家啲角度,佢哋話覺得應該只可以一個好窄嘅生命進化環境入邊先可以有生物.	"但係你好似""MIB""嗰啲噉喎."
AA07	aa07-a061961970e515aa9732	FC-042_v.cha	53	XXH	嘅能力	u+n	噉話美軍已經掌握到足夠嘅能力去改變磁場.	因為嗰陣時睇過,誒,講費城計劃嗰本書呢.	可以將人由一笪地方-佢哋叫乜嘢?
AA07	aa07-35c8a961edfbf314b449	FC-042_v.cha	71	XXH	嘅問題	u+n	係嘞!哩個就係好奇怪嘅問題嘞.	講真.	即係大家都係因為覺得係碟,所以造相嗰個人就造隻碟出來.
AA07	aa07-aa42be9921c66c05035f	FC-042_v.cha	73	XXH	嘅時候	u+n	誒,好似係一-一九四三年有條友做空軍嘅時候,佢report,誒,揸飛機嘅時候見到一個飛碟形嘅物體.	即係大家都係因為覺得係碟,所以造相嗰個人就造隻碟出來.	噉嗰時第一次出現飛碟哩個字,噉叫flying_saucer.
AA07	aa07-6d57aff9cba687eb40c9	FC-042_v.cha	73	XXH	嘅時候	u+n	誒,好似係一-一九四三年有條友做空軍嘅時候,佢report,誒,揸飛機嘅時候見到一個飛碟形嘅物體.	即係大家都係因為覺得係碟,所以造相嗰個人就造隻碟出來.	噉嗰時第一次出現飛碟哩個字,噉叫flying_saucer.
AA07	aa07-7ff5ffe86efdb890d7aa	FC-042_v.cha	73	XXH	嘅物體	u+n	誒,好似係一-一九四三年有條友做空軍嘅時候,佢report,誒,揸飛機嘅時候見到一個飛碟形嘅物體.	即係大家都係因為覺得係碟,所以造相嗰個人就造隻碟出來.	噉嗰時第一次出現飛碟哩個字,噉叫flying_saucer.
AA07	aa07-39ff8a9af79c58cd1ec6	FC-042_v.cha	76	XXH	嘅形狀	u+n	但係其實原來重有少少唔同嘅形狀𡃉.	噉唔知點解之後見親啲嘢都係碟形.	有隻好common嘅雪茄形囖.
AA07	aa07-c2cec7e870ff28f685c6	FC-042_v.cha	77	XXH	嘅雪茄	u+n	有隻好common嘅雪茄形囖.	但係其實原來重有少少唔同嘅形狀𡃉.	即係我成日覺得點飛得起啊?
AA07	aa07-0a9d21c4059b8d3797df	FC-042_v.cha	80	XXH	嘅形狀	u+n	但係碟的確係幾靚嘅形狀𠸏.	雪茄形一碌冇翼冇嘢.	噉𠻺係.
AA07	aa07-76fa3925260939f6afc1	FC-042_v.cha	96	XXH	嘅嘢	u+n	係囖!可能全部真係有啲可以令你腦電波產生幻覺嘅嘢啫.	噉又係.	好吖.
AA07	aa07-4f87075a649dcf22d74f	FC-044_v2.cha	11	XXM	嘅嘢	u+n	我哋講啲行貨啲嘅嘢喇.	算喇.	吓?
AA07	aa07-9e8501ee9a01fa41a6ab	FC-044_v2.cha	53	XXE	嘅地方	u+n	係啲-誒,不過我成日覮住屯門呢係啲好雜嘅地方來𡃉.	張有全.	噉中學就肯定唔使講喇.
AA07	aa07-ad208ddab81f7da5aebd	FC-044_v2.cha	56	XXM	嘅學校	u+n	但係個校長聲稱話佢哩間係好好嘅學校.	我驚小學都會有啲入侵𡃉可能會.	佢聲稱啫.
AA07	aa07-3c3808110de025263a4b	FC-044_v2.cha	59	XXM	嘅學校	u+n	程-,程度好高嘅學校囖.	梗係喇,佢校長吖嗎.	程度好高,但係聽都未聽過囖.
AA07	aa07-811c48bc12dbcec0cfa4	FC-044_v2.cha	160	XXE	嘅時候	u+n	噉開心嘅時候就乜嘢都易話為啲𡃉喇.	而且佢當日我諗會幾開心𠺢嗎.	係囖.
AA07	aa07-2f5c02b7c95b5309d4cc	FC-044_v2.cha	169	XXE	嘅嘢	u+n	生日流流真係講埋啲噉嘅嘢.	係喇.	阿老爺,借問聲你買咗啲衰人禮物未啊?
AA07	aa07-b63c95ce6fcc4d66d490	FC-044_v2.cha	187	XXE	嘅時候	u+n	就話時話呢我哋嗰陣時-前晚食飯嘅時候呢,噉就有阿艾爾頓喇,Raymond喇,豬仔同埋我四個食飯噉樣.	冇-冇乜嘢information可以攞到𡃉咋喎基本上.	噉食食下飯呢噉阿-阿艾爾頓呢講開-即係唔知邊個講開,我講開定艾爾頓講開呢.
AA07	aa07-4c3c4d75246c08ebe2a8	FC-044_v2.cha	211	XXM	嘅嘢	u+n	我哋點解講埋啲噉嘅嘢?	心想但係都唔會做到咁出面吖,係唔係先?	哎吔!又跌咗.
AA07	aa07-0e8528ffb21b130c3566	FC-044_v2.cha	280	XXE	嘅tuxedo	u+xn	跟住佢-佢又着埋件白色嘅tuxedo呢,喺度唱歌噉樣.	嗰啲生日歌啊真係.	"佢又-千祈唔好整個蛋糕出來要我夾錢噉樣""""."
AA07	aa07-18bdf2cf00e675ee2596	FC-044_v2.cha	310	XXM	嘅嘢	u+n	唔怪之你咁大逆不道講啲噉嘅嘢𠸏,如果唔係都唔會喇.	同阿南哥傾𡁵偈吖嗎,應該都得𠸏.	唔係喎我諗阿Maggie佢都-喂,你都幾齊𡃉喎.
AA07	aa07-a965b6c9aa5401f1c12c	FC-044_v2.cha	391	XXM	嘅人	u+n	為咗啲生日嘅人都冇辦法𠸏.	冇得特價𠻹.	但係睇場戲又幾無聊𡃉喎我驚.
AA07	aa07-43e5e441433dcfe2bd71	FC-044_v2.cha	414	XXM	嘅阿婆	u+n	阿婆對面嗰個又係阿婆嘅阿婆喇.	係啊.	都重係單身嗰啲呢.
AA07	aa07-f3cc58759f8f7182598e	FC-044_v2.cha	418	XXE	嘅將來	u+n	我-我突然間predict到呢阿Lily嘅將來會係點.	好邪啊.	都恐怕都係咁上下𡃉嚹,我諗都係.
AA07	aa07-c8b1f937710b0f2ebabe	FC-045_v2.cha	46	XXM	嘅嘢	u+n	做乜嘢搞張噉嘅嘢啊?	以為係哩樣嘢.	"係唔係啱啱跣低哩-嗰位,""""揸機嗰個?"
AA07	aa07-2c0253bb22a2b4b5a1e4	FC-045_v2.cha	105	XXK	嘅樣	u+n	到佢,到你-到你成熟嘅時候,佢可能已經阿婆噉嘅樣嚹.	啱你喇噉就.	真嘅一樣喎.
AA07	aa07-ba2b94c8fc56d0ab3eb4	FC-045_v2.cha	134	XXK	嘅事實	u+n	哩個已經係不容置疑嘅事實.	咦.	意會,意會佢哋係兩姊妹.
AA07	aa07-f4ab74f89eb23ad512b5	FC-045_v2.cha	142	XXK	嘅事實	u+n	好明顯嘅事實.	陳慧君你肯定做阿媽喇.	咦,Gordon嗰件衫來𠸏.
AA07	aa07-b7a6435ecb2a0bc3265f	FC-045_v2.cha	154	XXM	嘅相	u+n	我要快-快速地睇晒所有嘅相.	同你隻手兩截色𠸏,喂.	睇咗嚹哩啲.
AA07	aa07-bdb425a1ffd211ab3d20	FC-045_v2.cha	318	XXE	嘅時候	u+n	啊,正想起返上來嘅時候就啪一聲啊,聽到.	唔係Miss啊.	"""阿Sir我真係感覺到隻手已經klak4klak4klak4."
AA07	aa07-86b187050ededb8f6ed3	FC-046_v2.cha	13	XXA	嘅電話	u+n	買個噉嘅電話,跟住返來要刨咁多說明書,你制唔制?	所以youcansayanythingyoulike啊.	唔係啊,其實唔係好難𡃉咋,不過係唔識睇啊啲人.
AA07	aa07-86f33b0c24f3763a7182	FC-046_v2.cha	27	XXA	嘅電話	u+n	唔係啊,買個要返來咪書嘅電話啊?	自己寫呀?	誒,我通常都唔會𠸏.
AA07	aa07-f052545660d5ca41853b	FC-046_v2.cha	83	XXB	嘅方式	u+n	即係因為佢個操作係可能有,嗯,有好多種唔同嘅方式操作嘅.	唔係.	乜唔係通常佢即係一個掣,噉跟住有幾個mode噉俾你撳𡃉喇.
AA07	aa07-e7cc3cc71b34c2dc313e	FC-046_v2.cha	88	XXA	嘅傻瓜機	u+n	話明傻瓜機咯,如果都要教嘅咪傻瓜都唔識用嘅傻瓜機囖.	噉但係你嘅-一般人影相影得少吖嗎,噉所以嗰個人通常會教多啲嘢囖.	誒,噉佢,如果佢教要用傻瓜機又好快教得完嘅啫.
AA07	aa07-58db9b4c89a5b3049000	FC-046_v2.cha	92	XXB	嘅傻瓜機	u+n	即係比較-比較,誒,比較高級嘅傻瓜機.	F九零X.	個modelnumber來嘅.
AA07	aa07-ba8989d703281f80e774	FC-046_v2.cha	104	XXB	嘅機	u+n	"係啊,係好專業嘅機來𡃉都""""."	哦.	即係非一般傻瓜機喇.
AA07	aa07-606742bb1331e917e880	FC-046_v2.cha	109	XXB	嘅傻瓜機	u+n	唔同嘅傻瓜機可能用唔同嘅電呢.	你開啱topic喇.	同埋呢又-又唔同嘅function,或者個閃燈會唔會要自己撳掣先至識得閃出來呢.
AA07	aa07-671b94a61f8f119d06b4	FC-046_v2.cha	109	XXB	嘅電	u+n	唔同嘅傻瓜機可能用唔同嘅電呢.	你開啱topic喇.	同埋呢又-又唔同嘅function,或者個閃燈會唔會要自己撳掣先至識得閃出來呢.
AA07	aa07-ea38f5ce89de53fddf26	FC-046_v2.cha	110	XXB	嘅function	u+xn	同埋呢又-又唔同嘅function,或者個閃燈會唔會要自己撳掣先至識得閃出來呢.	唔同嘅傻瓜機可能用唔同嘅電呢.	係啊,有啲要遮住個鏡頭拍一下先𠺢嗎?
AA07	aa07-9ca64dedce37a19a4016	FC-046_v2.cha	138	XXB	嘅質素	u+n	嗰啲醫護人員嘅質素一樣.	嗰啲醫生一樣.	係喇.
