runtime_label	accounting_class	claim_layer	legitimacy_claim_type	legitimacy_status	mapped_external_source_count	mapped_external_source_ids	source_mapping_batch	source_mapping_status	design_provenance	productive_acceptance_eligible	note
ImpersonalEnvironmentalClause	external_source_mapped	language	cantonese_language_claim	research_pending	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-TSUNO-2021-VOICE-TRANSITIVITY,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R22	COMPLETE_WITH_ENVIRONMENTAL_LOCATIVE_AND_ASPECT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
IntendedFunctionRelation	external_source_mapped	language	cantonese_language_claim	provisional	2	SRC-MATTHEWS-2006-SVC,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	JUNG6LEI4_FUNCTION_LINKED_INSTRUMENTAL_SVC_AND_TOPIC_SPLIT		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
IntentionFrame	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-KEDZIOR-2023,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R31	LEXICALIZED_INTENTION_LINKED_POLYSEMY_AND_CLASS_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
IntransitiveVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS;SRC-YIP-MATTHEWS-2000-SYNTACTIC-TRANSFER;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R26	COMPLETE_WITH_SPLIT_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LexicalGiveRelation	external_source_mapped	language	cantonese_language_claim	provisional	6	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-NGAI-2023-BEI,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	COMPLETE_WITH_BOUNDARIES		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LocativeExistentialClause	external_source_mapped	language	cantonese_language_claim	research_pending	3	SRC-LAM-2018-NEGATION-ASPECT,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	LANGUAGE_FORM_LINKED_ACTIVE_FALLBACK_DORMANT_TEMPLATE_MISMATCH		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LocativeFragment	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-KWAN-2010-LOCATIVE,SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	COMPONENTS_LINKED_STANDALONE_FRAGMENT_ELLIPSIS_GAP		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LocativeFrameClause	external_source_mapped	language	cantonese_language_claim	research_pending	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LUI-2020-LOCATIVE-INVERSION,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R22	COMPLETE_WITH_ENVIRONMENTAL_LOCATIVE_AND_ASPECT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LocativePlacePhrase	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-KWAN-2010-LOCATIVE,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARTIAL_SPLIT_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LocativePostureVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LUI-2020-LOCATIVE-INVERSION,SRC-WONG-2023-LANGUAGE-SAMPLE,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R22	COMPLETE_WITH_ENVIRONMENTAL_LOCATIVE_AND_ASPECT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
LocativeWhQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	4	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-YIP-MATTHEWS-2000-BASIC;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	SOURCE_LINKED_WH_PLACE_SUBTYPE_SPLIT_AND_LOCATIVE_MARKER_BOUNDARY_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
MalformedCandidate	internal_representation_or_heuristic	internal	parser_heuristic	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; NARROW_HEURISTIC_TO_EXPLICIT_PARSER_CONFLICT_CODES_NOT_UNGRAMMATICALITY	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
MannerAdverbialVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LEUNG-2014-COVERBS,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R23	COMPLETE_WITH_MARKER_ORDER_SCOPE_AND_WRAPPER_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
MeasureExpression	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; KEEP_INTERNAL_OVERT_MEASURE_SPAN_NO_INDEPENDENT_PREDICATION	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
ModalANotAQuestion	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-LAW-2001-ANOTA,SRC-LI-2017-ANOTA	CP021B-R7	COMPLETE_WITH_LEXICAL_RESTRICTIONS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ModalChangeIntoResultFrame	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ModalResponseFragment	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LEE-PAN-2024-VP-ELLIPSIS,SRC-LUKE-NANCARROW-1998-AUXILIARIES	CP021B-R18	COMPLETE_WITH_SELECTIVE_ELLIPSIS_MERGE_AND_DORMANT_LABEL_RETIRE_BOUNDARY		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ModalVP	external_source_mapped	language	cantonese_language_claim	provisional	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ModifiedNP	external_source_mapped	language	cantonese_language_claim	provisional	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R11	COMPLETE_WITH_HETEROGENEOUS_UMBRELLA_SPLIT_BOUNDARY		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ModifierNP	external_source_mapped	language	cantonese_language_claim	provisional	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R11	COMPLETE_WITH_BARE_MODIFIER_RESTRICTION		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
MotionDelimitedVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-MATTHEWS-2006-SVC,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	PURPOSE_DELIMITATIVE_COMPONENTS_LINKED_EXACT_TEMPLATE_GAP		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
MotionGoalVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LEUNG-2026-MOTION,SRC-SZETO-2015-PERFECTIVE	CP021B-R2	COMPLETE_WITH_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
MotionPurposeChain	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LEUNG-2026-MOTION,SRC-MATTHEWS-2006-SVC	CP021B-R2	COMPLETE_WITH_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NamingClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PERSONAL_NAMING_RELATION_SOURCE_LINKED_GIU1_VERSUS_GIU3ZOU6_SPLIT_AND_EXACT_TEMPLATE_GAP		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NeedsContext	internal_representation_or_heuristic	internal	parser_heuristic	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; NARROW_HEURISTIC_TO_ENUMERATED_MISSING_CONTEXT_ARGUMENT_OR_ANALYSIS_CAUSES	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
NegatedDirectionalMotionVP	external_source_mapped	language	cantonese_language_claim	provisional	3	SRC-LIANG-MAI-2025-GRAMMAR-CODING,SRC-WONG-2023-LANGUAGE-SAMPLE,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R3	LANGUAGE_CLAIM_RETIRED_INTERNAL_ONLY		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegatedExistentialClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-2018-NEGATION-ASPECT,SRC-YIP-1988-NEGATION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	COMPLETE_WITH_POSSESSIVE_EXISTENTIAL_AND_EVENT_NEGATION_SPLITS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegatedExistentialFragment	external_source_mapped	language	cantonese_language_claim	provisional	2	SRC-LAM-2018-NEGATION-ASPECT,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	SHORT_RESPONSE_LINKED_EXTENDED_FRAGMENT_PROVISIONAL		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegatedLexicalizedStative	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-CHIN-2018-PROHIBITIVES,SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-YIP-1988-NEGATION	CP021B-R8	COMPLETE_WITH_LEXICAL_NEGATION_PROHIBITIVE_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegatedStativePredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-YIP-1988-NEGATION	CP021B-R8	COMPLETE_FOR_M4_WITH_OTHER_NEGATORS_UNMAPPED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegatedVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-2018-NEGATION-ASPECT;SRC-YIP-1988-NEGATION;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R30	SOURCE_LINKED_PREVERBAL_M4_NEGATION_WITH_VP_SELECTION_SCOPE_AND_COMPLETION_CONFLICT_NARROWING_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegativeCognitionFragment	external_source_mapped	language	cantonese_language_claim	research_pending	1	SRC-YAP-WONG-CHOR-2014-STANCE	CP021B-R15	COMPLETE_WITH_POLYFUNCTIONALITY_AND_CONTEXT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegativeExperiential	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	4	SRC-LAM-2018-NEGATION-ASPECT,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-ZHANG-1970-PREDICATIVE-SUFFIXES,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R24	COMPLETE_WITH_NEGATOR_TYPE_AND_NOT_YET_SPLIT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegativeHaveClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LAM-2018-NEGATION-ASPECT;SRC-YIP-1988-NEGATION	CP021B-R30	SOURCE_LINKED_NEGATIVE_POSSESSION_EXISTENCE_EVENT_SPLIT_DORMANT_DUPLICATE_MERGE_OR_RETIRE		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegativePotentialComplement	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	COMPLETE_WITH_POLARITY_AND_RESULT_HEAD_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NegativePotentialDirectionalVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	COMPLETE_WITH_NEGATIVE_DIRECTIONAL_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NominalHeadSpan	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0				EP-R37-I04; docs/research/CP022-I1A-I04-A1-ACCEPTANCE.md	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
NominalModifierNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-SIO-2011-GE3,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R32	MODIFIER_SUBTYPES_LINKED_DORMANT_DUPLICATE		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
NominalPredicateClause	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-YIP-MATTHEWS-2000-BASIC;SRC-TAM-2021-DOZE	CP021B-R19	AGE_MEASURE_PROFILE_SOURCE_LINKED_PRICE_AREA_LENGTH_SPLIT_AND_EXACT_TEMPLATE_GAPS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
OpinionQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R30	SOURCE_LINKED_COGNITION_QUESTION_COMPLEMENT_TYPES_WITH_DIM2JOENG6_EVALUATIVE_PREDICATE_AND_WRAPPER_REALIGNMENT_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
OpinionStanceFrame	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-YAP-WONG-CHOR-2014-STANCE,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R15	COMPLETE_WITH_LEXICAL_COMPLEMENT_AND_STANCE_POSITION_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
OrdinalClassifierNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R32	ORDINAL_DETERMINER_LINKED_HEAD_AND_LEXICAL_SPLIT		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
OvertHeadDemonstrativeClassifierNP	external_source_mapped	language	cantonese_language_claim	provisional	5	SRC-BOND-SIO-2024-CLASSIFIERS;SRC-LAM-LAU-LEE-2024-SEGMENTATION;SRC-XIA-2025-CLASSIFIERS;SRC-YU-2006-NOMINAL-MODIFIERS;SRC-HKCANCOR-PYCANTONESE-CP024-DEMO01	CP024-P1-DEMO01-R1	PATTERN_SPECIFIC_EVIDENCE_CLOSED_RENDER_AND_HELDOUT_PENDING		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PassivePermissiveRelation	external_source_mapped	language	cantonese_language_claim	provisional	6	SRC-BODOMO-LAM-YU-2003,SRC-CHAN-2021-BEI,SRC-CHIN-2011-BEI,SRC-CHOW-2018-INDIRECT-PASSIVE,SRC-CHOW-2019-PASSIVE-PERMISSIVE,SRC-WONG-2023-BEI	CP021B-R1	COMPLETE_WITH_BOUNDARIES		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PathPhrase	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LEUNG-2014-COVERBS,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARTIAL_SPLIT_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PerfectiveDirectionalVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	4	SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-SIO-BOND-2025,SRC-YIU-2016-DIRECTIONAL-ASPECT,SRC-ZHANG-1970-PREDICATIVE-SUFFIXES	CP021B-R24	COMPLETE_WITH_COMPONENT_SUPPORT_AND_EXACT_TEMPLATE_GAP		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PerfectiveObjectResultPredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-KEDZIOR-2023;SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PerfectiveResultPredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-FAN-CHAN-2022;SRC-KEDZIOR-2023	CP021B-R28	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PerfectiveVP	external_source_mapped	language	cantonese_language_claim	provisional	4	SRC-FAN-CHAN-2022,SRC-SIO-BOND-2025,SRC-SYBESMA-2013,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R6	COMPLETE_WITH_SUBTYPE_SPLIT_BOUNDARY		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PolarQuestionFrame	internal_representation_or_heuristic	internal	parser_representation_decision	parser_heuristic	0		CP021B-R34	COMPLETE_INTERNAL_DISPOSITION	CP021B-R34; PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv; RENAME_INTERNAL_POLAR_PARTICLE_SCOPE_WRAPPER_REQUIRE_SOURCE_LINKED_PARTICLE_PROFILE	false	Internal representation or heuristic; cannot independently license Cantonese grammar.
PoliteImperativeClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveClassifierNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-XIA-2025-CLASSIFIERS,SRC-YU-2006-NOMINAL-MODIFIERS	CP021B-R5	COMPLETE_WITH_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveNP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-SIO-2011-GE3,SRC-XIA-2025-CLASSIFIERS	CP021B-R32	POSSESSIVE_SUBTYPES_LINKED_DORMANT_DUPLICATE		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveNominalFragment	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-SIO-2011-GE3,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	COMPLETE_WITH_HEADLESS_NOMINAL_MERGE_AND_DORMANT_LABEL_RETIRE_BOUNDARY		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PossessiveTransferClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-LAM-LAU-LEE-2024-SEGMENTATION,SRC-LI-LEE-2021-DATIVE,SRC-LUKE-NANCARROW-1998-AUXILIARIES	CP021B-R32	COMPONENTS_LINKED_EXACT_COMBINED_CLAUSE_GAP		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PostThemeParticipantRelation	external_source_mapped	language	cantonese_language_claim	provisional	5	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	COMPLETE_WITH_BOUNDARIES		false	Provisional mapping requires retroactive source re-verification and two-speaker review before productive acceptance. External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PostposedExistentialQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R9	EXACT_FORM_UNMAPPED_QUARANTINE		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PostverbalZoPerfectiveVP	external_source_mapped	language	cantonese_language_claim	provisional_reaudit	4	SRC-FAN-CHAN-2022,SRC-SIO-BOND-2025,SRC-SYBESMA-2013,SRC-YIP-MATTHEWS-2000-BASIC	CP022-P1-PFV01	PATTERN_SPECIFIC_MULTI_SOURCE_PROMOTION_CANDIDATE_RETROACTIVE_REVERIFICATION_REQUIRED		false	Prior productive status withdrawn. Existing mappings are leads pending independent source re-verification, manual example review, code-document comparison, and two-speaker review.
PotentialDirectionalVP	external_source_mapped	language	cantonese_language_claim	research_pending	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	COMPLETE_WITH_DIRECTIONAL_POTENTIAL_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PotentialResultVP	external_source_mapped	language	cantonese_language_claim	research_pending	1	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK	CP021B-R10	COMPLETE_WITH_OVERT_RESULT_NARROWING		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PreferenceVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-LUKE-NANCARROW-1998-AUXILIARIES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R14	COMPLETE_WITH_AUXILIARY_CLASS_SCOPE_AND_COMPLEMENT_SPLITS		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
PriorityMarkerClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-SYBESMA-2013;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE;SRC-ZHOU-2018-POSTVERBAL-SIN1	CP021B-R27	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProductiveVO	external_source_mapped	language	cantonese_language_claim	research_pending	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	VO_ORDER_LINKED_PRODUCTIVITY_UMBRELLA_DECOMPOSITION_REQUIRED		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveDirectionalVP	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-SHAN-JIN-2025-MOTION-TYPOLOGY,SRC-YIU-2016-DIRECTIONAL-ASPECT	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressivePlaceQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-LIANG-MAI-2026-GRAMMAR-CODING	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressivePurposeClause	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LAM-BODOMO-2003-VERB-ORDER,SRC-MATTHEWS-2006-SVC	CP021B-R16	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveTransitivePredicate	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FAN-2024-JAU-VP-ASPECT	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveVP	external_source_mapped	language	cantonese_language_claim	research_pending	5	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FAN-2024-JAU-VP-ASPECT,SRC-KATAOKA-2018-PROGRESSIVE-GAN,SRC-MATTHEWS-YIP-2011-ASPECT-MULTIMEDIA,SRC-SIO-BOND-2025	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProgressiveWhObjectQuestion	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	1	SRC-ALDERETE-ETAL-2017-SYNOPSIS	CP021B-R13	COMPLETE_WITH_ASPECT_SELECTION_AND_COMPOSITION_BOUNDARIES		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
ProhibitiveFragment	external_source_mapped	language	cantonese_language_claim	unsupported_generalization	2	SRC-CHIN-2018-PROHIBITIVES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R18	COMPLETE_WITH_PROHIBITIVE_MARKER_MERGE_AND_DORMANT_DUPLICATE_RETIRE_BOUNDARY		false	External mapping is retained; exact productivity still depends on pattern-specific evidence and acceptance.
