rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
1717	對面	deoi3min6	opposite	3	1	"{""f"": 3}"	"{""ADV"": 3}"	"{""deoi3min6"": 3}"
1718	製造	zai3zou6	to manufacture/to make	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""zai3zou6"": 3}"
1719	增長	zang1zoeng2	to grow/to increase	0	0	{}	{}	{}
1720	黎明	lai4ming4	dawn/daybreak	0	0	{}	{}	{}
1721	橫線	waang4sin3	horizontal line/horizontal coordinate line	0	0	{}	{}	{}
1722	澳門	ou3mun2	Macao/Macau	7	1	"{""ns"": 7}"	"{""PROPN"": 7}"	"{""ou3mun2"": 7}"
1723	燒	siu1	to burn/to cook/to stew/to bake/to roast/fever	2	1	"{""v"": 2}"	"{""VERB"": 2}"	"{""siu1"": 2}"
1724	興	hing1|hing3	flourish/it is the fashion to/to become popular/interest	20	3	"{""a"": 1,""nr"": 1,""v"": 18}"	"{""ADJ"": 1,""PROPN"": 1,""VERB"": 18}"	"{""hing1"": 20}"
1725	龜	gwai1	tortoise/turtle/CL:隻[jek]/the police/cowardly	9	1	"{""n"": 9}"	"{""NOUN"": 9}"	"{""gwai1"": 9}"
1726	尷尬	gaam3gaai3	awkward/embarrassed	2	1	"{""a"": 2}"	"{""ADJ"": 2}"	"{""gaam3gaai3"": 2}"
1727	闊	fut3	rich/wide/broad/generous, big spending	0	0	{}	{}	{}
1728	邊有	*bin1jau5	NO DEF	0	0	{}	{}	{}
1729	響	hoeng2	echo/sound/noise/to make a sound/to sound/to ring/loud/classifier for noises (Mandarin)	4	2	"{""p"": 2,""v"": 2}"	"{""ADP"": 2,""VERB"": 2}"	"{""hoeng2"": 4}"
1730	爛	laan6	soft/mushy/well-cooked and soft/to rot/to decompose/rotten/worn out/chaotic/messy/utterly/thoroughly	13	4	"{""a"": 9,""d"": 2,""d1"": 1,""n"": 1}"	"{""ADJ"": 9,""ADV"": 3,""NOUN"": 1}"	"{""laan6"": 13}"
1731	聽過	*teng1|ting1|ting3gwo3	NO DEF	0	0	{}	{}	{}
1732	廳	teng1	(reception) hall/office	0	0	{}	{}	{}
1733	一句	jat1geoi3	a line of verse/a sentence	0	0	{}	{}	{}
1734	一號	jat1hou6	first day of the month	10	1	"{""t"": 10}"	"{""ADV"": 10}"	"{""jat1hou6"": 10}"
1735	九月	gau2jyut6	ninth month/September	10	1	"{""t"": 10}"	"{""ADV"": 10}"	"{""gau2jyut6"": 10}"
1736	人話	*jan4waa6|waa2	NO DEF	0	0	{}	{}	{}
1737	千祈	*cin1kei4	NO DEF	6	1	"{""d"": 6}"	"{""ADV"": 6}"	"{""cin1kei4"": 6}"
1738	工人	gung1jan4	worker	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""gung1jan4"": 5}"
1739	工業	gung1jip6	industry	3	1	"{""n"": 3}"	"{""NOUN"": 3}"	"{""gung1jip6"": 3}"
1740	五個	*ng5go3	NO DEF	0	0	{}	{}	{}
1741	及	kap6	and/to reach/up to/in time for	1	1	"{""d"": 1}"	"{""ADV"": 1}"	"{""kap6"": 1}"
1742	反對	faan2deoi3	to fight against/to oppose/to be opposed to/opposition	1	1	"{""v"": 1}"	"{""VERB"": 1}"	"{""faan2deoi3"": 1}"
1743	巴士	baa1si2	bus/motor coach	12	1	"{""n"": 12}"	"{""NOUN"": 12}"	"{""baa1si2"": 12}"
1744	心胸	sam1hung1	breadth of mind	0	0	{}	{}	{}
1745	比例	bei2lai6	proportion/scale	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""bei2lai6"": 4}"
1746	牛肉	ngau4juk6	beef	11	1	"{""n"": 11}"	"{""NOUN"": 11}"	"{""ngau4juk6"": 11}"
1747	冬天	dung1tin1	winter	11	1	"{""t"": 11}"	"{""ADV"": 11}"	"{""dung1tin1"": 11}"
1748	出版	ceot1baan2	to publish/to come off the press/to put out	8	2	"{""v"": 7,""vn"": 1}"	"{""NOUN"": 1,""VERB"": 7}"	"{""ceot1baan2"": 8}"
1749	半年	bun3nin4	half a year	0	0	{}	{}	{}
1750	卡	kaa1|kaat1	a carriage/to be stuck/customs station|card/CL:張[jēung]	0	0	{}	{}	{}
