pattern	lane	primary_claim_type	status	confidence	action	external_description_scope	lane_external_reference_count	pattern_specific_external_source_count	natural_attestation_status	external_corpus_candidate_hit_count	external_corpus_clean_root_hit_count	external_corpus_document_count	external_corpus_collection_count	exact_accepted_fixture_surface_match_count	accepted_fixture_count	accepted_fixture_origin_count	runtime_code_reference_count	research_master_label_mention_count	native_validation_scope	native_naturalness_source_count	native_naturalness_judgment_count	native_naturalness_acceptable_count	native_naturalness_rejected_count	native_naturalness_sentence_ids	native_naturalness_conflict_sentence_ids	native_analysis_validation_count	native_naturalness_scope	native_conflict_disposition	negative_boundary_evidence	held_out_performance	alternative_analyses	language_claim	parser_representation_decision	parser_heuristic	audit_trigger	audit_note
DelimitedVP	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	7	4	4	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-N076;CS160-N075;CS160-N074		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DelimitedVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DelimitedVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DelimitedVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DemonstrativeClassifierNP	LANE-06	parser_representation_decision	parser_heuristic	high	compatibility_alias_only_no_independent_licensing	lane_level	10	0	not_applicable_compatibility_alias	11	7	3	2	0	30	9	14	4	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	fixture_level_not_provenance_linked	NOT_APPLICABLE_COMPATIBILITY_ALIAS	LANE_LEVEL_ONLY	No independent Cantonese-language claim is attached to the broad compatibility name DemonstrativeClassifierNP.	DemonstrativeClassifierNP is retained only as the public diagnostic compatibility alias for internal OvertHeadDemonstrativeClassifierNP. It must not be emitted for headless D-CL.	No parser heuristic selects this compatibility name directly.	compatibility_alias_only	Broad label decomposed by CP024.
OvertHeadDemonstrativeClassifierNP	LANE-06	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	pattern_specific_multi_source	10	5	five_independent_hkcancor_recording_attestations_manually_adjudicated	5	5	5	1	0	30	9	14	4	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	6	6	0	CS160-P0-08;CS160-N016;CS160-N076;CS160-N006;CS160-N075;CS160-N074		0	acceptable_surface_judgments_only	none	source_linked_visible_packet_headless_overt_numeral_di_wh_and_incomplete_boundaries	SEALED_EXTERNAL_PACKET_VERIFIED_UNOPENED	D_C_N_vs_D_Num_C_N_vs_headless_D_C_vs_D_di_N_vs_wh_C_N_vs_modified_or_non_deictic_attachment	Contemporary Cantonese supports a narrow productive overt-head nominal schema with an overt proximal or distal demonstrative, an overt classifier, and an overt complete nominal head, with no overt numeral and no inserted hidden material.	Canto Span represents the exact visible D-CL-N subtype internally as OvertHeadDemonstrativeClassifierNP while retaining DemonstrativeClassifierNP only as a diagnostic compatibility alias. Headless D-CL receives a separate internal subtype.	Select only for three overt adjacent components licensed as demonstrative, classifier, and complete nominal head. Reject headless D-CL, D-Num-CL-N, D-啲-N, wh-C-N, D-N, and incomplete or unknown nominal heads. Insert no hidden numeral, noun, referent, or clause role.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Candidate remains provisional under the 2026-07 retroactive evidence standard. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. CP024 candidate runtime; promotion forbidden until render and one-shot held-out pass. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
HeadlessDemonstrativeClassifierNP	LANE-06	cantonese_language_claim	research_pending	medium	retain_separate_and_quarantine_from_productive_promotion	pattern_specific_single_source	10	1	one_published_exact_headless_form_not_natural_corpus_attestation	0	0	0	1	0	30	9	14	4	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	separated_from_overt_head_candidate	NOT_ESTABLISHED	D_C_N_vs_D_Num_C_N_vs_headless_D_C_vs_D_di_N_vs_wh_C_N_vs_modified_or_non_deictic_attachment	Cantonese independently permits headless demonstrative-classifier phrases in discourse-sensitive environments, but this runtime subtype does not assert unrestricted productivity or reconstruct an omitted noun.	Canto Span preserves the two overt tokens under HeadlessDemonstrativeClassifierNP and inserts no noun or antecedent.	Use only for an overt demonstrative plus overt classifier when no following complete nominal head is available. Do not treat this subtype as evidence for the overt-head family.	separate_future_packet_required	Not part of DEMO01 promotion.
DemonstrativeHeadNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	retire_misanalysis_do_not_emit	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	2	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	No independent demonstrative-pronoun-plus-noun construction is licensed here; forms such as 呢個蘋果 contain an overt classifier and belong to the overt D-CL-N subtype.	The runtime template is removed. Historical mentions remain archival only.	Never select DemonstrativeHeadNP for D-CL-N material.	retired_misanalysis	Removed by CP024 candidate.
DemonstrativeQuantifiedClassifierNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	0	3	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DemonstrativeQuantifiedClassifierNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DemonstrativeQuantifiedClassifierNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DemonstrativeQuantifiedClassifierNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DesiderativeVP	LANE-08	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	12	5	9	7	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	4	4	0	CS160-N076;CS160-N075;CS160-N073;CS160-N074		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DesiderativeVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DesiderativeVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DesiderativeVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DiMarkedNP	LANE-06	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	10	0	native_surface_acceptability_candidate_not_analysis_validated	6	3	4	2	0	5	5	9	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N010		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DiMarkedNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DiMarkedNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DiMarkedNP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
DirectedMannerMotionVP	LANE-09	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	6	1	13	6	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-N059;CS160-N054;CS160-N053		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DirectedMannerMotionVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DirectedMannerMotionVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DirectedMannerMotionVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DirectionalCausedMotionVP	LANE-09	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_dormant_label_and_consider_retirement	lane_level	8	0	none_recorded	0	0	0	0	0	0	0	0	2	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DirectionalCausedMotionVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DirectionalCausedMotionVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DirectionalCausedMotionVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DirectionalMotionVP	LANE-09	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	33	13	4	2	1	72	29	29	13	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	25	25	0	CS160-P0-02;CS160-N098;CS160-N039;CS160-N118;CS160-N057;CS160-N052;CS160-N097;CS160-N040;CS160-N058;CS160-N107;CS160-N108;CS160-N071;CS160-N069;CS160-N067;CS160-N004;CS160-N038;CS160-N041;CS160-N099;CS160-N109;CS160-N070;CS160-N110;CS160-N080;CS160-N068;CS160-N111;CS160-N073		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DirectionalMotionVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DirectionalMotionVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DirectionalMotionVP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
DiscourseParticleFrame	LANE-03	parser_representation_decision	parser_heuristic	medium	retain_as_representation_only	lane_level	16	0	native_surface_acceptability_candidate_not_analysis_validated	1	1	1	1	0	20	5	15	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	6	6	0	CS160-N098;CS160-N096;CS160-N097;CS160-N064;CS160-N099;CS160-FU1-03		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DiscourseParticleFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DiscourseParticleFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DiscourseParticleFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DisposalChangeIntoResultFrame	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	14	0	none_recorded	0	0	0	0	0	0	0	4	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DisposalChangeIntoResultFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DisposalChangeIntoResultFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DisposalChangeIntoResultFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DitransitiveSpeechVP	LANE-08	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	8	0	none_recorded	0	0	0	0	0	0	0	3	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DitransitiveSpeechVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DitransitiveSpeechVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DitransitiveSpeechVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DurativeVP	LANE-05	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	4	1	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N022		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DurativeVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DurativeVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DurativeVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
EvaluationWithDouSyun	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	2	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by EvaluationWithDouSyun; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses EvaluationWithDouSyun as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose EvaluationWithDouSyun; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExistentialClause	LANE-10	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	11	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	4	3	7	2	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N120;CS160-N117		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExistentialClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExistentialClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExistentialClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExistentialPresentationalClause	LANE-10	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	11	0	none_recorded	0	0	0	0	0	4	1	4	3	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExistentialPresentationalClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExistentialPresentationalClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExistentialPresentationalClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExistentialQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	7	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	5	5	19	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-N084;CS160-N083;CS160-N081		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExistentialQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExistentialQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExistentialQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExistentialWhQuestion	LANE-07	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	7	0	native_surface_acceptability_candidate_not_analysis_validated	1	0	1	1	0	5	6	4	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-N085;CS160-N087;CS160-N086		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExistentialWhQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExistentialWhQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExistentialWhQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExperientialClause	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	2	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N021		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExperientialClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExperientialClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExperientialClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExperientialMotionGoalVP	LANE-09	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	8	0	none_recorded	0	0	0	0	0	0	0	3	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExperientialMotionGoalVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExperientialMotionGoalVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExperientialMotionGoalVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExperientialQuestion	LANE-05	cantonese_language_claim	unsupported_generalization	low	quarantine_unexercised_runtime_path	lane_level	14	0	candidate_hits_unreviewed	1	1	1	1	0	0	0	3	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExperientialQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExperientialQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExperientialQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
ExperientialVP	LANE-05	cantonese_language_claim	research_pending	not_assigned_pending_reaudit	reaudit_against_definition_of_done_before_provisional	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	4	4	3	2	0	3	9	6	9	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N082;CS160-N021		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExperientialVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExperientialVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExperientialVP; this operational decision remains defeasible and must not be treated as language fact.	source reverification, manual corpus review, second independent speaker, code-document mismatch, boundary failure, or conflicting evidence	Provisional claim requires retroactive source re-verification and two-speaker review. Legacy source counts and internal test results retain historical value but carry no productive-acceptance weight until rechecked. Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline. Prior provisional status withdrawn until the current provisional Definition-of-Done checklist is reverified.
ExperientialYesNoQuestion	LANE-05	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	14	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	2	8	5	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N082		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ExperientialYesNoQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ExperientialYesNoQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ExperientialYesNoQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
FocusParticleFrame	LANE-03	parser_representation_decision	parser_heuristic	medium	retain_as_representation_only	lane_level	16	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	8	3	4	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-N008;CS160-N101;CS160-N018		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by FocusParticleFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses FocusParticleFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose FocusParticleFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
FormulaDiscourseUnit	LANE-03	lexicalized_language_claim	lexicalized_only	medium	retain_lexicalized_and_block_productive_generalization	lane_level	16	0	native_surface_acceptability_candidate_not_analysis_validated	10	9	3	2	25	31	14	23	10	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-P0-05;CS160-N095		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Particular conventional Cantonese expressions may instantiate the behavior represented by FormulaDiscourseUnit; productivity is not assumed.	Canto Span uses FormulaDiscourseUnit as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose FormulaDiscourseUnit; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
FragmentAnswer	LANE-03	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	16	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	8	1	10	12	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-P0-04;CS160-N121;CS160-N094		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by FragmentAnswer; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses FragmentAnswer as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose FragmentAnswer; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
