rank	word	cifu_jyutping	cifu_definition	hkcancor_hits	hkcancor_observed_bucket_count	hkcancor_pos_counts	hkcancor_ud_counts	hkcancor_jyutping_counts
1970	責任	zaak3jam6	responsibility/blame/duty	5	1	"{""n"": 5}"	"{""NOUN"": 5}"	"{""zaak3jam6"": 5}"
1971	連埋	*lin4maai4	NO DEF	1	1	"{""c"": 1}"	"{""CCONJ"": 1}"	"{""lin4maai4"": 1}"
1972	陰	jam1	overcast (weather)/cloudy/shady/to betray/to cheat/to trick/Yin (the negative principle of Yin and Yang)/negative (electric.)/feminine/moon/implicit/hidden/pudenda/surname Yam	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""jam1"": 4}"
1973	單位	daan1wai2	an apartment/a unit/unit (of measure)/work unit (one's workplace)/CL:個[go]	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""daan1wai2"": 6}"
1974	悶	mun6	bored/depressed/melancholy/stuffy	32	2	"{""a"": 31, ""v"": 1}"	"{""ADJ"": 31, ""VERB"": 1}"	"{""mun6"": 32}"
1975	期間	kei4gaan1	period of time/time/time period/period	2	1	"{""t"": 2}"	"{""ADV"": 2}"	"{""kei4gaan1"": 2}"
1976	無謂	mou4wai6	worthless/useless/pointless	8	1	"{""a"": 8}"	"{""ADJ"": 8}"	"{""mou4wai6"": 8}"
1977	發達	faat3daat6	developed (country etc)/flourishing/to develop	7	2	"{""a"": 2, ""v"": 5}"	"{""VERB"": 5, ""ADJ"": 2}"	"{""faat3daat6"": 7}"
1978	硬係	*ngaang6hai6	NO DEF	10	1	"{""d"": 10}"	"{""ADV"": 10}"	"{""ngaang2hai6"": 10}"
1979	量	loeng4|loeng6	to measure|capacity/quantity/amount/to estimate/abbr. for 量詞[leuhng chìh], classifier (in Chinese grammar)/measure word	1	1	"{""n"": 1}"	"{""NOUN"": 1}"	"{""loeng6"": 1}"
1980	開會	hoi1wui2	to hold a meeting/to attend a meeting	8	1	"{""v"": 8}"	"{""VERB"": 8}"	"{""hoi1wui2"": 8}"
1981	傳	cyun4|zyun6	biography/to pass on/to spread/to transmit/to infect/to transfer/to circulate/to conduct (electricity)	6	2	"{""Ng"": 1, ""v"": 5}"	"{""VERB"": 5, ""NOUN"": 1}"	"{""cyun4"": 6}"
1982	傳媒	cyun4mui4	media	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""cyun4mui4"": 6}"
1983	傾計	*king1gai3	NO DEF	4	1	"{""v"": 4}"	"{""VERB"": 4}"	"{""king1gai2"": 4}"
1984	會有	*wui5|wui6|wui2jau5	NO DEF	0	0	{}	{}	{}
1985	煩	faan4	to feel vexed/to bother/to trouble/superfluous and confusing/edgy	14	1	"{""a"": 14}"	"{""ADJ"": 14}"	"{""faan4"": 14}"
1986	猷	jau4	to plan/to scheme	0	0	{}	{}	{}
1987	運動	wan6dung6	movement/CL: 場|场[chang3]/campaign/sports	2	1	"{""vn"": 2}"	"{""NOUN"": 2}"	"{""wan6dung6"": 2}"
1988	圖標	tou4biu1	(computer) icon	0	0	{}	{}	{}
1989	實際	sat6zai3	actual/reality/practice	2	1	"{""a"": 2}"	"{""ADJ"": 2}"	"{""sat6zai3"": 2}"
1990	監察	gaam1caat3	to supervise/to control	0	0	{}	{}	{}
1991	端	dyun1	end/extremity/item/port/to hold sth level with both hands/to carry/regular	0	0	{}	{}	{}
1992	網球	mong5kau4	tennis	0	0	{}	{}	{}
1993	齊	cai4	(name of states and dynasties at several different periods)/surname Qi/neat/even/level with/identical/simultaneous/all together/to even sth out	17	1	"{""a"": 17}"	"{""ADJ"": 17}"	"{""cai4"": 17}"
1994	價	gaa3	great/good/middleman/servant/price/value/valence (on an atom)	16	1	"{""n"": 16}"	"{""NOUN"": 16}"	"{""gaa3"": 16}"
1995	嘴	zeoi2	mouth/beak/spout (of teapot etc)/個[go]/CL:張[jēung](Mandarin)	4	1	"{""n"": 4}"	"{""NOUN"": 4}"	"{""zeoi2"": 4}"
1996	撈	laau4|lou4	1. to mix and stir/2. to make money, often in a seedy profession/3. to make a living	6	1	"{""v"": 6}"	"{""VERB"": 6}"	"{""lou1"": 6}"
1997	數學	sou3hok6	mathematics/mathematical	6	1	"{""n"": 6}"	"{""NOUN"": 6}"	"{""sou3hok6"": 6}"
1998	擁有	jung2jau5	to have/to possess	3	1	"{""v"": 3}"	"{""VERB"": 3}"	"{""jung2jau5"": 3}"
1999	輸	syu1	to transport/to lose	9	1	"{""v"": 9}"	"{""VERB"": 9}"	"{""syu1"": 9}"
2000	隨時	ceoi4si4	at any time	5	1	"{""d"": 5}"	"{""ADV"": 5}"	"{""ceoi4si4"": 5}"
