id	ordinal	section	subsection	item_type	register	source_display	source_jyutping	source_english	source_morpheme_gloss	source_hash	normalized_cantonese	duplicate_status	ingress_classification	runtime_crosswalk_status	duplicate_candidate_paths	source_discrepancies_json	review_state
GLOSSIKA-YUEHK-A1-W16-20260705-I025	25	vocabulary_and_situations	hobbies_free_time	lexical_entry		彈琴	taan4 kam4	to play piano		sha256:694e7fef89a4f76ecb06089b7e90c00a1ab93baa88552cdec8d9617ade37a546	彈琴	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	docs/research/PRQ2-010-CEOI4ZO2-ZI1NGOI6-EXCLUSION-ADDITION-COLLISION-AUDIT-R1.tsv|main.js|src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/presentation/learner-glosses.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I026	26	vocabulary_and_situations	hobbies_free_time	lexical_entry		釣魚	diu3 jyu2	to fish		sha256:d5debf821bb940ebd0b0e7ffda9c2c4b7763993b6f12a3bbb55a9b8f7fd04007	釣魚	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	docs/research/GLOSSIKA-WEEK16-LEXICON-PROVENANCE.md|main.js|src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/presentation/learner-glosses.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[{"type":"jyutping_review","sourceValue":"diu3 jyu2","reviewedRuntimeValue":"diu3 jyu4","status":"merged_pr_121","note":"PR #121 retains the reviewed lexical reading 魚 jyu4 and does not import the source tone."}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I027	27	vocabulary_and_situations	hobbies_free_time	lexical_entry		旅行	leoi5 hang4	to travel		sha256:eee1984294cfce4c4ebbdce46bd622e22ccd93648c85adbbccb356c81bf0d637	旅行	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	archive/research-history/docs/research/LANE-01-RENDERED-SPATIAL-KINSHIP-ROLE-FULL-REVIEW-CP020R2.md|docs/research/PRQ2-010-CEOI4ZO2-ZI1NGOI6-EXCLUSION-ADDITION-COLLISION-AUDIT-R1.tsv|external-evidence/aa07-hkcancor/hkcancor-aa07-ge-nominal-head-candidate-inventory.tsv|external-evidence/aa07-hkcancor/hkcancor-aa07-ge-nominal-head-query-summary.json|external-evidence/aa30-hkcancor/hkcancor-aa30-tung-tungmaai-candidate-inventory.json|external-evidence/aa30-hkcancor/hkcancor-aa30-tung-tungmaai-candidate-inventory.tsv|external-evidence/aa62-hkcancor/hkcancor-aa62-v-gwo-candidate-inventory.json|external-evidence/aa62-hkcancor/hkcancor-aa62-v-gwo-candidate-inventory.tsv|external-evidence/aa76-hkcancor/hkcancor-aa76-bei-give-candidate-inventory.json|external-evidence/aa76-hkcancor/hkcancor-aa76-bei-give-candidate-inventory.tsv|external-evidence/aa77-hkcancor/hkcancor-aa77-jau-mou-candidate-inventory.tsv|external-evidence/aa77-hkcancor/hkcancor-aa77-jau-mou-query-summary.json|external-evidence/aa82-hkcancor/hkcancor-aa82-bin-dou-candidate-inventory.json|external-evidence/aa82-hkcancor/hkcancor-aa82-bin-dou-candidate-inventory.tsv|external-evidence/aa82-hkcancor/hkcancor-aa82-bin-dou-query-summary.json|external-evidence/aa89-hkcancor/hkcancor-aa89-modal-lexeme-candidate-inventory.tsv|external-evidence/ab30-hkcancor/hkcancor-ab30-zo-m-candidate-inventory.json|external-evidence/ab30-hkcancor/hkcancor-ab30-zo-m-candidate-inventory.tsv|external-evidence/ab30-hkcancor/hkcancor-ab30-zo-r-candidate-inventory.json|external-evidence/ab30-hkcancor/hkcancor-ab30-zo-r-candidate-inventory.tsv|external-evidence/cp021b/hkcancor-cp021b-candidate-inventory.json|external-evidence/cp021b/hkcancor-cp021b-candidate-inventory.tsv|main.js|review-packets/corpus-review/AB30/hkcancor-zo-m-decisions-r1.json|src/parser/detectors/transfer/passive-permissive.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|src/runtime-resources/presentation/learner-glosses.js|src/runtime-resources/pronunciation/jyutping-review-expectations.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I028	28	vocabulary_and_situations	hobbies_free_time	lexical_entry		唱歌	coeng3 go1	to sing		sha256:8e464878f92543c5ebc10ddf6421fc48f65600b8bbc22921fb9b9a433fbe942f	唱歌	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	docs/research/UC-RQ-004-005-COMPARISON-HKCANCOR-ATTESTATION-R1.md|external-evidence/aa07-hkcancor/hkcancor-aa07-ge-nominal-head-candidate-inventory.tsv|external-evidence/aa30-hkcancor/hkcancor-aa30-tung-tungmaai-candidate-inventory.json|external-evidence/aa30-hkcancor/hkcancor-aa30-tung-tungmaai-candidate-inventory.tsv|external-evidence/aa76-hkcancor/hkcancor-aa76-bei-give-candidate-inventory.json|external-evidence/aa76-hkcancor/hkcancor-aa76-bei-give-candidate-inventory.tsv|external-evidence/aa77-hkcancor/hkcancor-aa77-jau-mou-candidate-inventory.tsv|external-evidence/aa89-hkcancor/hkcancor-aa89-modal-lexeme-candidate-inventory.tsv|external-evidence/aa89-hkcancor/hkcancor-aa89-modal-lexeme-query-summary.json|external-evidence/cp021b/hkcancor-cp021b-candidate-inventory.json|external-evidence/cp021b/hkcancor-cp021b-candidate-inventory.tsv|main.js|src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/presentation/learner-glosses.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I029	29	vocabulary_and_situations	hobbies_free_time	lexical_entry		睇波	tai2 bo1	to watch a game		sha256:8db61f1d6d9d46e40ff6ff7ec6860f18ee3cdc043f9cadbcf6b9c9d7acd31fdb	睇波	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	external-evidence/aa62-hkcancor/hkcancor-aa62-v-gwo-candidate-inventory.json|external-evidence/aa62-hkcancor/hkcancor-aa62-v-gwo-candidate-inventory.tsv|main.js|src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/presentation/learner-glosses.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I030	30	vocabulary_and_situations	hobbies_free_time	lexical_entry		瑜伽	jyu4 gaa1	yoga		sha256:d11be6b8a071f00d0e7803f04f47c9471f9703cff0aa71ef1b15d3e089d0b888	瑜伽	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|src/runtime-resources/presentation/learner-glosses.js|src/runtime-resources/pronunciation/jyutping-review-expectations.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I031	31	vocabulary_and_situations	hobbies_free_time	lexical_entry		露營	lou6 jing4	to camp		sha256:ed1ca89e3122d23832e3f7c0767f7be8baa0d1ac4a1db6636831b326691a837f	露營	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|src/runtime-resources/lexicon/token-lexicon/verbs.js|src/runtime-resources/presentation/learner-glosses.js|src/runtime-resources/pronunciation/jyutping-review-expectations.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I032	32	vocabulary_and_situations	hobbies_free_time	lexical_entry		下棋	haa5 kei2	to play chess		sha256:eac16a150b6ee5464ba30bad44fae71742bbdca03c1b0ffbb30d6bcb7b426d11	下棋	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	docs/research/GLOSSIKA-WEEK16-LEXICON-PROVENANCE.md|main.js|src/plugin-entry.js|src/runtime-resources/lexicon/productive-vo.js|src/runtime-resources/presentation/learner-glosses.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[{"type":"reading_boundary","sourceValue":"haa5 kei2","reviewedRuntimeValue":"haa5 kei2","status":"merged_pr_121"}]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I033	33	vocabulary_and_situations	hobbies_free_time	lexical_entry		行公園	haang4 gung1 jyun2	to walk in the park		sha256:5de89fc86ab06b2bb16a7e2b9ff0360c7d9bc8779c4e00f0db5d460498729013	行公園	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|src/runtime-resources/presentation/learner-glosses.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I034	34	vocabulary_and_situations	numbers	lexical_entry		一百萬	jat1 baak3 maan6	1 million		sha256:abc17c2e798ef312a5f1a89165dc0dc509dce4d5acfc1bfe22f22c494a1b715d	一百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/items.tsv|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/review.json|data/pedagogical-corpus/glossika/GLOSSIKA-YUEHK-A1-W15-20260628/source.json|data/research-ledgers/glossika-week15-claim-source.json|data/research-ledgers/glossika-week15-followup-candidates.json|data/research-ledgers/glossika-week15-lexical-ingress.json|docs/research/GLOSSIKA-WEEK16-LEXICON-PROVENANCE.md|docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-CORPUS-INGRESS.md|docs/research/GLOSSIKA-YUEHK-A1-W15-20260628-RESEARCH.md|main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I035	35	vocabulary_and_situations	numbers	lexical_entry		二百萬	ji6 baak3 maan6	2 million		sha256:07f1afd84f82505110a1cb755d926c554085329b92f0f9ca22056a1a9bc9ea6b	二百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I036	36	vocabulary_and_situations	numbers	lexical_entry		三百萬	saam1 baak3 maan6	3 million		sha256:4ffca500578a3d5796b0b1abab9aeba65266e2fdc4a0f0c22906a72ed1ac6bf0	三百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I037	37	vocabulary_and_situations	numbers	lexical_entry		四百萬	sei3 baak3 maan6	4 million		sha256:d3456f59d91b02d7c4496bb51aca2056f8db1d4f1a730f60ea27081702702547	四百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I038	38	vocabulary_and_situations	numbers	lexical_entry		五百萬	ng5 baak3 maan6	5 million		sha256:43593e06304448fd35c1a189ed45bdfcc4e8041b7e7b8f8fc35c5e1f866d5fca	五百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I039	39	vocabulary_and_situations	numbers	lexical_entry		六百萬	luk6 baak3 maan6	6 million		sha256:607e482c874f514103dd32dbdff345568ad6ee87236ad245730a6f2db1d49411	六百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I040	40	vocabulary_and_situations	numbers	lexical_entry		七百萬	cat1 baak3 maan6	7 million		sha256:77e4226b40da1dd442c4d9ed032871fe2a85f3a2508ea381155fede7d3dcbfa3	七百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I041	41	vocabulary_and_situations	numbers	lexical_entry		八百萬	baat3 baak3 maan6	8 million		sha256:c4a5ae8035e0df376977fb44d0b326d59d79fdaa6ca7d0f4b50054aafbf97621	八百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I042	42	vocabulary_and_situations	numbers	lexical_entry		九百萬	gau2 baak3 maan6	9 million		sha256:83769b610be62a418d10d5f9db86086071bea33e8edefa5699b4904a7b4ecaf4	九百萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I043	43	vocabulary_and_situations	numbers	lexical_entry		一千萬	jat1 cin1 maan6	10 million		sha256:daffeeb416b16e16f2e8fa9444f23991da1b89d020a1a05209cf46cedad3359d	一千萬	mechanical_exact_candidate	runtime_crosswalk_merged	merged_runtime_crosswalk	archive/abandoned-demo01/v0.5.184/validation/v0.5.183-cp024-p1-demo01-r1/review-readiness-console.json|archive/abandoned-demo01/v0.5.184/validation/v0.5.183-cp024-p1-demo01-r1/review-readiness.json|archive/documentation-pre-DOC1/docs-current/IMPACT-BACKLOG.json|docs/research/GLOSSIKA-WEEK16-LEXICON-PROVENANCE.md|main.js|src/runtime-resources/lexicon/compositional-lexical-phrases.js|src/runtime-resources/lexicon/token-lexicon/referents-and-boundaries.js|test-data/review-only-readiness.tsv|test-data/w17-lexicon-role-review.tsv|test-data/w17-lexicon.tsv|tests/tooling/lexicon/glossika-week16-runtime-lexicon.test.js|validation/cp022-p1-pfv01-r1/review-only-readiness.json	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I044	44	vocabulary_and_situations	situation_patterns	sentence	casual	我放假鍾意去行山。	ngo5 fong3 gaa3 zung1 ji3 heoi3 haang4 saan1	On holidays I like to go hiking.	I holiday like go hike	sha256:3303b186f92c5088928775cb99cab27883e4e487201d7c83fdd7f3dfc788aa18	我放假鍾意去行山	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I045	45	vocabulary_and_situations	situation_patterns	sentence	casual	不如聽日去睇戲啦。	bat1 jyu4 ting1 jat6 heoi3 tai2 hei3 laa1	Why don't we go see a movie tomorrow?	why-not tomorrow go watch movie PART	sha256:876705e321f17c5ccf0907f590669c5551fc780913977c5844b826ac272ffcaf	不如聽日去睇戲啦	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I046	46	vocabulary_and_situations	situation_patterns	sentence	casual	佢鍾意游水同跑步。	keoi5 zung1 ji3 jau4 seoi2 tung4 paau2 bou6	He likes to swim and run.	he like swim and run	sha256:c0b2f66a3905a212ee7e1b03364b42d38ceaf8cd90c5fab673569f79a4b56b22	佢鍾意游水同跑步	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I047	47	vocabulary_and_situations	situation_patterns	sentence	polite	你平時有咩嗜好？	nei5 ping4 si4 jau5 me1 si3 hou3	What hobbies do you usually have?	you usually have what hobby	sha256:3d02a4c9a2c6875d1ed2c509485f08626870c93434320d3e7da585e053228d29	你平時有咩嗜好	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I048	48	vocabulary_and_situations	mini_dialog	dialog_turn	polite	你放假鍾意做咩？	nei5 fong3 gaa3 zung1 ji3 zou6 me1	What do you like to do on holidays?	you holiday like do what	sha256:6b6f190592c2952f2426859c01ab74f55fe5554857e167f58fc7347711b57c80	你放假鍾意做咩	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I049	49	vocabulary_and_situations	mini_dialog	dialog_turn	casual	我鍾意睇戲同行街。	ngo5 zung1 ji3 tai2 hei3 tung4 haang4 gaai1	I like to watch movies and go shopping.	I like watch movie and go.shopping	sha256:36ee8f50277fc1033c39947e4e187ccd7f3e4c5edcf8388a2da8196f212f34c9	我鍾意睇戲同行街	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I050	50	vocabulary_and_situations	mini_dialog	dialog_turn	polite	今個星期六有時間嗎？	gam1 go3 sing1 kei4 luk6 jau5 si4 gaan3 maa3	Do you have time this Saturday?	this CL Saturday have time Q	sha256:15975f854ee81c97845dfe80c5e511f78c95c2f4bed255a3f3607ebb50f13faf	今個星期六有時間嗎	no_mechanical_match	naturalness_register_review_candidate			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I051	51	vocabulary_and_situations	mini_dialog	dialog_turn	casual	有呀，不如一齊去唱K啦！	jau5 aa3 bat1 jyu4 jat1 cai4 heoi3 coeng3 kei1 laa1	Yes, why don't we go do karaoke together!	have PART why-not together go sing karaoke PART	sha256:c95e887fc63f6b8411d3356d2e5a831b13d1e0d2666d9d8533e2423d75390aef	有呀不如一齊去唱K啦	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I052	52	grammar_patterns	negation	sentence	standard	我唔食肉。	ngo5 m4 sik6 juk6	I don't eat meat.	I NEG eat meat	sha256:070c69da4103e606ed6cd07975bae5eee63f983f4dc6c82d62bffd734dffbffb	我唔食肉	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I053	53	grammar_patterns	negation	sentence	standard	佢唔係醫生。	keoi5 m4 hai6 ji1 sang1	He/She is not a doctor.	he/she NEG COP doctor	sha256:b34febef20eca04b98961874b36159f73244a1fac9d8a2d9fddb436c5d2012c2	佢唔係醫生	no_mechanical_match	new_attestation			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I054	54	phonics_drill	o_vs_u	phonics_pair		哥|姑	go1|gu1	older brother|paternal aunt		sha256:a51c9e5127e15a258b99f1aab5df3b0fc7a54546371cc5cecfa5c8ea75c18fd5	哥姑	no_mechanical_match	pronunciation_review_candidate			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I055	55	phonics_drill	o_vs_u	phonics_pair		多|都	do1|dou1	many; much|all; also		sha256:1b6bd8a3b795e5aa2326acbc1b2f92ef68faa420c98b37b01338fb9e27fb6471	多都	mechanical_normalized_candidate	pronunciation_review_candidate		archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28-ADDITIONS.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R29.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R30.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R31.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R32.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R33.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R34.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R35.tsv|archive/research-history/docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R36.tsv|data/construction-candidate-readiness.json|data/construction-identities.json|docs/research/CP036-P1-RESULT-CHANGE-STATE-WRAPPER-AUDIT-R1.md|docs/research/PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R37.tsv|docs/research/RESULT-CHANGE-WRAPPERS-SOURCE-MAP-CP021B-R28.md|docs/research/RETIRED-CONSTRUCTION-ARCHIVE-v0.5.186-R1.tsv|external-evidence/aa07-hkcancor/hkcancor-aa07-ge-nominal-head-candidate-inventory.tsv|external-evidence/aa77-hkcancor/hkcancor-aa77-jau-mou-candidate-inventory.tsv|external-evidence/aa89-hkcancor/hkcancor-aa89-modal-lexeme-candidate-inventory.tsv|grammar/retired/README.md|main.js|src/runtime-resources/constructions/runtime-label-registry.js	[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I056	56	phonics_drill	o_vs_u	phonics_pair		鎖|數	so2|sou2	lock|number; to count		sha256:bb4ced1e725d37742f944e098e8612a0071f2e262dbcc59153d7708f08ee7665	鎖數	no_mechanical_match	pronunciation_review_candidate			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I057	57	phonics_drill	o_vs_u	phonics_pair		朗|龍	long5|lung4	bright|dragon		sha256:2b85a24ca7ffba210f5c0ea78ff53226a3db022b2c6330c6eb8d22e224aa6764	朗龍	no_mechanical_match	pronunciation_review_candidate			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I058	58	phonics_drill	o_vs_u	phonics_pair		好|虎	hou2|fu2	good|tiger		sha256:72db396dae8899c9c6d77da2b102e1783abb20c956cec87e0fbcf76e1ce4384b	好虎	no_mechanical_match	pronunciation_review_candidate			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
GLOSSIKA-YUEHK-A1-W16-20260705-I059	59	phonics_drill	o_vs_u	phonics_pair		裝|中	zong1|zung1	to install|middle; to hit		sha256:6a72b1c994ce62a999678c6abcaeebe8c6e968129c312908349848caaa42dec4	裝中	no_mechanical_match	pronunciation_review_candidate			[]	REQUIRES_EXPERT_CONTEXT_REVIEW
